Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,opt_n_stage1,total_mdot_water_kg_s,opt_n_stage2,opt_n_stage3,opt_n_stage4
7.2,0.840462,4222631.743,439.194429,0.710199,0.903639,0.775516,2.458614,1.01325,2.390314,2.359057,298,410.166885,814533.3828,401.954217,541921.329,302.422254,0.901479,1,0.829967,3.276947,2.390314,7.705011,3.22343,302.422254,448.692999,1064366.401,437.962872,696704.5553,303.72083,0.888503,1.046367,0.812958,3.64197,7.705011,27.935063,3.625571,303.72083,469.843273,1210643.683,460.906741,797441.1184,303.314315,0.787511,1,0.778844,3.225764,27.935063,90,3.221758,303.314315,458.256277,1133088.277,455.198419,772183.0897,305.827306,0.903639,7.2,,1.046367,
7.216441102756892,0.841383940252882,4225136.812670456,438.96207171052157,0.7118205169338201,0.9030195108663602,0.777194187842852,2.452729142415258,1.01325,2.3838914227400028,2.3527178284950048,298,409.5907280780587,812165.797211607,401.41565453146865,539629.1672311056,302.40904919223493,0.9059511413243349,1,0.8309457317442962,3.27679431359898,2.3838914227400028,7.682712682658338,3.222752839554443,302.40904919223493,448.49740015470474,1065449.8915190382,437.77402628482065,695883.4172495719,303.72250454632734,0.8931190325394424,1.0467078888994896,0.8146242682980441,3.6503563039808418,7.682712682658338,27.91730413292017,3.633786672653393,303.72250454632734,469.86404819091916,1213510.4168082434,460.906741,797441.1184,303.31587551432074,0.789812101563554,1,0.7805091230642354,3.227836573337572,27.91730413292017,90,3.2238070101529654,303.31587551432074,458.04185556269834,1133990.7800289406,454.98720921912377,771251.2221742788,305.8303247894671,0.9030195108663602,7.216441102756892,,1.0467078888994896,
7.232882205513785,0.8422598074571902,4228007.193234202,438.74705097043017,0.7134423425264192,0.902477231571391,0.7787988754374566,2.4474557070196603,1.01325,2.3780862214045655,2.3469882003230893,298,409.0617192653456,810132.7718337768,400.92070338749784,537523.0507062289,302.39734891509215,0.9102137065817218,1,0.831826118585961,3.2765412277480714,2.3780862214045655,7.662132002330347,3.2219770573418938,302.39734891509215,448.31522016150734,1066611.1252565936,437.5976373752944,695116.5404812165,303.72454827329784,0.8975600937397424,1.0469855539486184,0.8161771957933973,3.6580212276972652,7.662132002330347,27.89995683534959,3.641286905815266,303.72454827329784,469.87130650479924,1216321.0995125705,460.906741,797441.1184,303.3198150637986,0.792110988170263,1,0.7821406744318264,3.2298643487756284,27.89995683534959,90,3.2258112164814086,303.3198150637986,457.840392125794,1134943.6090295282,454.78845490868076,770374.4651481367,305.8334108586048,0.902477231571391,7.232882205513785,,1.0469855539486184,
7.249323308270677,0.8431043932095493,4231263.767192661,438.54768240549276,0.7150645994563409,0.9019332719746731,0.7803516669721536,2.4422285409616293,1.01325,2.3723658161675365,2.34134243302937,298,408.5502292905135,808089.5896968241,400.44213042086994,535487.105117356,302.38578705154487,0.9144100163067409,1,0.8326393212797002,3.276117354763969,2.3723658161675365,7.641578895360764,3.2210500612126336,302.38578705154487,448.13940814147446,1067832.186875407,437.4272371764832,694375.8043254463,303.7269342794757,0.9019766992514672,1.0472456089008755,0.8176499575790489,3.6659160219088482,7.641578895360764,27.88299179056876,3.6490258821159123,303.7269342794757,469.87106559260343,1219220.5942155998,460.906741,797441.1184,303.332407652769,0.7944104416162141,1,0.7837411643413292,3.231850730304636,27.88299179056876,90,3.22777403659323,303.332407652769,457.6536001160427,1135954.4247012355,454.6038195449024,769560.1437148385,305.8365854720942,0.9019332719746731,7.249323308270677,,1.0472456089008755,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.315087719298246,0.8459864567093573,4247405.235187937,437.8474302049803,0.721551485380117,0.9006623194787096,0.7859049008850602,2.428238823519454,1.01325,2.35628721607091,2.3254747024466123,298,406.97386259755314,803821.681119087,398.96163521450853,529191.4410885635,302.35649055090664,0.9290094812635958,1,0.8350940236494334,3.273543987472918,2.35628721607091,7.579518891461998,3.2167079079302265,302.35649055090664,447.56052205952346,1073392.3641794922,436.8609696836152,691914.8856594167,303.73979821303243,0.9176792358868581,1.0478347911843011,0.8225418624002522,3.6878940499442248,7.579518891461998,27.81994816373879,3.6704001872388794,303.73979821303243,469.87512318435665,1229860.7008663923,460.8879841965579,797357.8986390845,303.360145443212,0.8034697011680577,1,0.7897428854163989,3.239259011800002,27.81994816373879,89.9999994267634,3.2350888817984176,303.360145443212,456.9298254675866,1140285.7437638354,453.88782999093974,766403.6551352924,305.84912456428344,0.9006623194787096,7.315087719298246,,1.0478347911843011,
7.331528822055138,0.8466621165770435,4251700.01710528,437.6768927533631,0.7231731261487051,0.9002537813757041,0.7872805650884009,2.4239148831390027,1.01325,2.3514334114895634,2.3206844455214384,298,406.5386617399882,802416.8784361922,398.5535121729258,527456.6185134181,302.3475392097395,0.93302190621792,1,0.8356712943239919,3.2725487961196293,2.3514334114895634,7.560360233188419,3.2152188896512497,302.3475392097395,447.4042344839731,1074681.038418447,436.7085177408183,691252.5250110214,303.7422249196832,0.9220880372462236,1.048174830773068,0.823714812963582,3.6954383431702595,7.560360233188419,27.805381092948334,3.677776524613689,303.7422249196832,469.9324540822589,1233209.9697054576,460.906741,797441.1184,303.3588564785153,0.8056952718462163,1,0.7911458298695857,3.240976844948642,27.805381092948334,90,3.2367837479972184,303.3588564785153,456.74926777172266,1141425.012498219,453.7092248930458,765616.5937070443,305.8521744623752,0.9002537813757041,7.331528822055138,,1.048174830773068,
7.3479699248120305,0.8472597622947488,4256540.426965307,437.522267669519,0.7247947669172933,0.9000257215614148,0.7885262742419742,2.4211385384302893,1.01325,2.3481596176620525,2.3174535773878957,298,406.2118662403271,801741.6342399404,398.2458068124501,526148.8639023653,302.3421160515258,0.9363896088203614,1,0.8361237401535199,3.271598520993037,2.3481596176620525,7.546666595338978,3.213855552814944,302.3421160515258,447.27754462424,1076192.8853190814,436.58378296967237,690710.6472047338,303.74612607970636,0.9258215332623994,1.0483228195683043,0.824715975741214,3.700407704980523,7.546666595338978,27.79125411196549,3.68260337199115,303.74612607970636,469.95111198463076,1235983.3123576299,460.906741,797441.1184,303.35513525885125,0.8079076836633197,1,0.7925133611136946,3.2426449881234554,27.79125411196549,90,3.2384288614773222,303.35513525885125,456.57108982081786,1142588.5936102953,453.5329021535414,764839.7129922957,305.85520834609196,0.9000257215614148,7.3479699248120305,,1.0483228195683043,
7.364411027568923,0.8478269377760467,4261729.145093797,437.39259773468876,0.7264164076858814,0.8999664845454772,0.7896790559528488,2.4197410713113205,1.01325,2.3462607729156058,2.315579855324723,298,405.9744178494409,801810.2960297369,398.02065386705215,525192.0589000942,302.339959983509,0.9392552040245753,1,0.8364874126539487,3.270725311027195,2.3462607729156058,7.537632379947265,3.21262804501483,302.339959983509,447.1737639993998,1077832.3930691418,436.48037202528377,690261.4400699182,303.7506849488849,0.9290203614179987,1.0482506504910478,0.8255895263633413,3.703089851630667,7.537632379947265,27.77736269104532,3.6851612043698885,303.7506849488849,469.90291764848877,1238295.6964970913,460.87088571402455,797282.0212738721,303.36773474688067,0.8101396260755201,1,0.7938653893494106,3.244287995028679,27.77736269104532,90,3.24004840466983,303.36773474688067,456.4225638900242,1143834.1627736466,453.385095075842,764188.571834029,305.85849228497545,0.8999664845454772,7.364411027568923,,1.0482506504910478,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
