Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,opt_n_stage1,total_mdot_water_kg_s,opt_n_stage2,opt_n_stage3,opt_n_stage4
8.0,0.853754,4727015.991,440.286765,0.78911,0.898488,0.821315,2.363657,1.01325,2.270436,2.240746,298.0,398.754123,812376.2982,391.144153,496012.276,302.29497,1.054308,1.032034,0.839367,3.56514,2.270436,7.928223,3.491939,302.29497,459.012402,1267979.01,447.060446,736407.4025,304.400943,0.960505,1.046648,0.8327,3.71622,7.928223,29.311079,3.697055,304.400943,470.063039,1341186.888,460.900929,797415.3275,303.745881,0.834528,1.021709,0.797628,3.416178,29.311079,100.000002,3.411679,303.745881,464.247784,1305473.795,460.906741,797441.1184,306.53836,0.898488,8.0,1.032034,1.046648,1.021709
8.017568922305765,0.854185270603751,4733117.347716009,440.1816458154152,0.7908429984962406,0.8998312905981842,0.8215660432787306,2.374753181376789,1.01325,2.281131975848634,2.25130174343037,298.0,399.3393737576579,818913.2707758495,391.6795908212512,498281.51117173204,302.3226422261092,1.0517160244678914,1.029682470609203,0.8394097639073888,3.5394263681509734,2.281131975848634,7.907746199715393,3.4665852202505216,302.3226422261092,457.99481616757157,1262195.14381632,446.1217181227854,732297.0274178492,304.3813404706734,0.9650740039498138,1.0468468214555795,0.8334227470164234,3.720801132619829,7.907746199715393,29.270050280061756,3.701453617028833,304.3813404706734,470.07625392141597,1344385.172707556,460.90317837939443,797425.3086478963,303.7508515596722,0.837536414474706,1.0219396224997053,0.7991681681862349,3.4209889656195327,29.270050280061756,99.999999251378,3.4164578254572278,303.7508515596722,464.1718569428046,1307626.6540427348,460.906741,797441.1184,306.67344686368216,0.8998312905981842,8.017568922305765,1.029682470609203,1.0468468214555795,1.0219396224997053
8.035137844611528,0.8545948398805763,4739316.521473859,440.0753202891778,0.792575996992481,0.9011818627334285,0.8218127592468908,2.385947946553631,1.01325,2.291926533073252,2.2619549576839595,298.0,399.9280932336102,825500.0222164838,392.21815121469456,500564.4692844931,302.350464279171,1.0491047989498128,1.0273188462096332,0.8394500457472578,3.513639289608641,2.291926533073252,7.886884471441655,3.4411594749877104,302.350464279171,456.96886757259807,1256304.658327799,445.17506355309723,728155.2943836105,304.36112913240754,0.9697153975278673,1.0470423048246338,0.8341072901259724,3.725213209932305,7.886884471441655,29.22607957656993,3.7056794252844543,304.36112913240754,470.08891733935985,1347585.6659956109,460.90468278826387,797431.9841268276,303.75562514828516,0.8406405433184596,1.0222149626154449,0.8006957346697384,3.4261649199869324,29.22607957656993,99.99999750385832,3.421600283651314,303.75562514828516,464.1150608023666,1309931.4789783137,460.906741,797441.1184,306.77786407615224,0.9011818627334285,8.035137844611528,1.0273188462096332,1.0470423048246338,1.0222149626154449
8.052706766917293,0.8549810169625881,4745609.87737789,439.9677070369958,0.7943089954887217,0.9025400524087275,0.8220549587600029,2.397243649206897,1.01325,2.3028220362233007,2.2727079756821684,298.0,400.5204677986009,832137.6828615821,392.76000782206876,502861.87689023,302.3784429695305,1.0464727711453072,1.0249416990939324,0.8394876485701963,3.487762447894822,2.3028220362233007,7.865623217543912,3.4156456772289285,302.3784429695305,455.93398296330173,1250304.6900078692,444.21996273972985,723979.8537357266,304.3403151372686,0.9744304279181144,1.0472345670606322,0.8347509299967488,3.729451050572489,7.865623217543912,29.17936851797357,3.709726267805864,304.3403151372686,470.101059234643,1350788.7592957276,460.9051256858609,797433.9493815323,303.76018644041386,0.8438379623626049,1.0225270036079612,0.8022112411073761,3.431678771051753,29.17936851797357,99.99999702542381,3.427079300940602,303.76018644041386,464.0947406104076,1312376.4217487336,460.906741,797441.1184,306.83017159956063,0.9025400524087275,8.052706766917293,1.0249416990939324,1.0472345670606322,1.0225270036079612
8.070275689223058,0.8553485896164817,4751953.319953753,439.8555276895065,0.7960419939849623,0.9039185856403718,0.8222902839589752,2.4087577381030942,1.01325,2.3139378050529475,2.283678689944266,298.0,401.1234914041474,838880.7362733976,393.31163205725943,505201.1338386515,302.406836771909,1.0437630579427688,1.0225019903850576,0.8395242013825577,3.4612592960340884,2.3139378050529475,7.8431556707411465,3.3895149495139743,302.406836771909,454.86840413782403,1244011.5771294818,443.23647686187246,719683.5233730166,304.31824158666114,0.9793128864713375,1.047430192907766,0.8353770202174338,3.7336755151811225,7.8431556707411465,29.127606528256674,3.7137545438272044,304.31824158666114,470.1148715292948,1354007.1562980094,460.90480577792704,797432.5298179748,303.7644540939582,0.8471880045227576,1.022912589754566,0.8037372368292905,3.437804681953733,29.127606528256674,99.99999807987327,3.4331683025202357,303.7644540939582,464.0920374998594,1315028.4326131465,460.906741,797441.1184,306.85276136849063,0.9039185856403718,8.070275689223058,1.0225019903850576,1.047430192907766,1.022912589754566
8.087844611528823,0.8556945961960148,4758424.637984927,439.744068960354,0.797774992481203,0.9052968875783627,0.8225228806147311,2.4203022925954967,1.01325,2.3250829953016945,2.2946785477756575,298.0,401.7258520460965,845641.906323628,393.8625539242287,507537.93308704067,302.4352278331552,1.0410677579997667,1.0200793535349604,0.8395577015160054,3.435002953285447,2.3250829953016945,7.820768547958118,3.363627940375459,302.4352278331552,453.8073055513943,1237717.0338868457,442.2568239871545,715407.3811092597,304.2959087357531,0.9842143679841276,1.0476186860878527,0.8359565238526907,3.7376513262874114,7.820768547958118,29.073838578711513,3.717532255401932,304.2959087357531,470.1268837720715,1357220.1709346403,460.9040932954819,797429.3682442195,303.76859427346295,0.8506052376498188,1.0233357931660483,0.8052374063370246,3.4441896795398215,29.073838578711513,99.99999955429554,3.4395154086643958,303.76859427346295,464.09051900618766,1317815.0754703253,460.906741,797441.1184,306.8673679220097,0.9052968875783627,8.087844611528823,1.0200793535349604,1.0476186860878527,1.0233357931660483
8.105413533834586,0.8560117787534527,4765151.576125049,439.6421633268433,0.7995079909774435,0.9066388501297747,0.822759972336817,2.431545259208671,1.01325,2.335920466254893,2.30537445919531,298.0,402.3077448305878,852266.7691190384,394.3944494561789,509794.6944175719,302.4628829272898,1.0385469804803007,1.0178097032002564,0.8395844427432281,3.410477180955476,2.335920466254893,7.8006386464873065,3.3394467648490793,302.4628829272898,452.8107832637404,1231922.9787914378,441.3360667984924,711392.3034236145,304.27507045687776,0.9888813374286118,1.0477817262562434,0.8364375995801838,3.7409689126866597,7.8006386464873065,29.023592722709946,3.7206543273670283,304.27507045687776,470.13140213724137,1360390.053702421,460.9027011001332,797423.19061259,303.7728632326225,0.853939330008378,1.0237220018153221,0.8066516040281398,3.450186414616585,29.023592722709946,99.999999957627,3.4454751924451474,303.7728632326225,464.0903794945423,1320591.882963206,460.906740619991,797441.1167127275,306.8765386367639,0.9066388501297747,8.105413533834586,1.0178097032002564,1.0477817262562434,1.0237220018153221
8.12298245614035,0.8563101608444014,4772109.5652851295,439.5468341914242,0.8012409894736842,0.9079348552711148,0.8230054441641113,2.4423840240442667,1.01325,2.3463476006438446,2.3156651269639266,298.0,402.8644653154225,858704.1238055428,394.9030291313051,511952.9573580253,302.4896078552566,1.0362248735594564,1.0156857597254112,0.8396061120265118,3.3875343054301195,2.3463476006438446,7.7822595168072155,3.3168205948445575,302.4896078552566,451.87549660223436,1226607.6743398346,440.47127313364615,707623.8552076735,304.25575033077223,0.9933473567008587,1.0479175966741496,0.8368636189796563,3.743765254214915,7.7822595168072155,28.975704025970636,3.723263303165718,304.25575033077223,470.13261344975643,1363489.4539661172,460.89544764810586,797391.0055269945,303.7771789539289,0.8572148949836178,1.024083383687618,0.808008015347546,3.4559232429823616,28.975704025970636,99.99999932910185,3.451175932833702,303.7771789539289,464.0930487847727,1323365.5435590686,460.90673428512736,797441.0885848951,306.883166328372,0.9079348552711148,8.12298245614035,1.0156857597254112,1.0479175966741496,1.024083383687618
8.140551378446116,0.8565948044782324,4779244.686837379,439.455457870854,0.8029739879699249,0.9092033786550826,0.8232554661207981,2.4529868843920295,1.01325,2.356535200077883,2.3257192457257676,298.0,403.40611859369955,865032.3855703787,395.39764300782775,514052.29887683387,302.51577659104106,1.0340203395030083,1.0136500883257078,0.8396249347285322,3.365558046234537,2.356535200077883,7.764890702713673,3.2951444234243836,302.51577659104106,450.9770689579736,1221569.982922888,439.64015376890575,704004.1463774892,304.2372861722846,0.997693885836775,1.0480377826712481,0.8372566657911074,3.746260974313623,7.764890702713673,28.92898959662448,3.7255788840580433,304.2372861722846,470.1332474189881,1366546.530418468,460.8832960884905,797337.0866741512,303.7815142733872,0.8604622970252565,1.0244348647497266,0.8093255284421443,3.46153470144145,28.92898959662448,99.99999820021122,3.4567517258186875,303.7815142733872,464.09817179093767,1326157.0073218832,460.90672051218314,797441.0274292706,306.8883124509359,0.9092033786550826,8.140551378446116,1.0136500883257078,1.0480377826712481,1.0244348647497266
8.15812030075188,0.8568661552123308,4786527.811223376,439.36790444182685,0.8047069864661656,0.9104635861600752,0.8235052130826552,2.4635341165401217,1.01325,2.3666655502083325,2.335716807496308,298.0,403.9429410508632,871337.0417187377,395.8877360850364,516132.82229184196,302.54177639544565,1.0318572108861341,1.0116636503881475,0.8396421495128668,3.344164082197666,2.3666655502083325,7.748290022208782,3.2740445571330965,302.54177639544565,450.0995308881055,1216676.9145603946,438.82807809916136,700469.3856011295,304.2192207441535,1.001954044915423,1.0481532435004501,0.837614705061811,3.7485830303004333,7.748290022208782,28.88363249967744,3.7277254756486875,304.2192207441535,470.13369446063035,1369599.3898660608,460.86954813902105,797276.084383352,303.78592319525836,0.8636773454931476,1.0247742095942982,0.8106029299166826,3.466997906833916,28.88363249967744,99.99999689633191,3.4621795773933446,303.78592319525836,464.1047522452777,1328959.3897455214,460.9066997713298,797440.9353317356,306.89256933078656,0.9104635861600752,8.15812030075188,1.0116636503881475,1.0481532435004501,1.0247742095942982
