Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1
13.3,0.835442,7703486.754,,,Success,1.311896,1.081865,0.812537,3.886685,1.01325,3.59397,3.546973,298,470.44405,2321613.521,454.706122,770011.3215,307.058022,1.115986,1,0.830927,3.088229,3.59397,10.804235,3.006212,307.058022,446.797292,1878150.336,434.117104,680004.9437,306.327884,1.175475,1,0.821281,2.969948,10.804235,31.77791,2.941246,306.327884,442.154251,1823743.134,433.527387,677448.3204,305.016953,1.282377,1,0.799271,2.685437,31.77791,85,2.674814,305.016953,429.930682,1679979.763,426.368437,646494.6853,306.264319,TRUE,Success,1.081865
13.25,0.835741,7669540.401,,,Success,1.306964,1.080259,0.813152,3.872289,1.01325,3.581966,3.535125,298,469.754502,2303523.978,454.105854,767364.6076,307.011038,1.115431,1,0.831004,3.089197,3.581966,10.771909,3.007262,307.011038,446.761297,1871229.23,434.098624,679924.8103,306.307047,1.17453,1,0.821452,2.97205,10.771909,31.705969,2.943394,306.307047,442.197384,1817742.824,433.575762,677658.0016,305.000741,1.280421,1,0.79971,2.691474,31.705969,85,2.680883,305.000741,430.166521,1677044.369,426.603863,647510.2667,306.26318,TRUE,Success,1.080259
13.2,0.836041,7635648.354,,,Success,1.302032,1.078653,0.813763,3.857912,1.01325,3.569972,3.523289,298,469.065806,2285517.787,453.5061,764721.6344,306.964079,1.11487,1,0.831083,3.090174,3.569972,10.739624,3.008321,306.964079,446.725613,1864310.941,434.080456,679846.0289,306.286198,1.173576,1,0.821625,2.974167,10.739624,31.63418,2.945557,306.286198,442.240922,1811741.694,433.624548,677869.4749,304.984514,1.27845,1,0.800152,2.697525,31.63418,85,2.686967,304.984514,430.401939,1674077.933,426.838923,648524.4196,306.261951,TRUE,Success,1.078653
13.15,0.836341,7601810.552,,,Success,1.2971,1.077048,0.814371,3.843557,1.01325,3.55799,3.511463,298,468.377978,2267595.012,452.906874,762082.4574,306.917149,1.114302,1,0.831162,3.09116,3.55799,10.707383,3.009391,306.917149,446.690248,1857395.489,434.062605,679768.6265,306.265336,1.172611,1,0.821799,2.976299,10.707383,31.562546,2.947737,306.265336,442.284869,1805739.715,433.67375,678082.7532,304.968274,1.276464,1,0.800596,2.703591,31.562546,85,2.693065,304.968274,430.636924,1671080.337,427.073603,649537.0894,306.260632,TRUE,Success,1.077048
13.1,0.836642,7568026.935,,,Success,1.292168,1.075444,0.814977,3.829222,1.01325,3.54602,3.499649,298,467.691034,2249755.716,452.308193,759447.1339,306.870249,1.113727,1,0.831241,3.092155,3.54602,10.675186,3.01047,306.870249,446.655209,1850482.893,434.045078,679692.6304,306.244462,1.171635,1,0.821974,2.978447,10.675186,31.491069,2.949932,306.244462,442.329226,1799736.859,433.723369,678297.8498,304.95202,1.274462,1,0.801043,2.709671,31.491069,85,2.699178,304.95202,430.871462,1668051.466,427.30789,650548.2207,306.259223,TRUE,Success,1.075444
13.05,0.836944,7534297.446,,,Success,1.287236,1.073841,0.815579,3.814908,1.01325,3.534061,3.487847,298,467.004992,2231999.968,451.710075,756815.7226,306.82338,1.113146,1,0.831321,3.093159,3.534061,10.643034,3.01156,306.82338,446.620501,1843573.172,434.027882,679618.0684,306.223576,1.170649,1,0.82215,2.98061,10.643034,31.419752,2.952142,306.223576,442.373998,1793733.099,433.773409,678514.7777,304.935751,1.272446,1,0.801491,2.715764,31.419752,85,2.705305,304.935751,431.10554,1664991.206,427.541773,651557.7573,306.257723,TRUE,Success,1.073841
13,0.837246,7500622.028,,,Success,1.282304,1.072239,0.816178,3.800616,1.01325,3.522113,3.476056,298,466.319867,2214327.836,451.112537,754188.2842,306.776545,1.112557,1,0.831402,3.094173,3.522113,10.610928,3.012659,306.776545,446.586131,1836666.345,434.011023,679544.9685,306.202677,1.169653,1,0.822328,2.982788,10.610928,31.348598,2.954369,306.202677,442.419185,1787728.406,433.823872,678733.55,304.919469,1.270414,1,0.801942,2.721871,31.348598,85,2.711445,304.919469,431.339143,1661899.441,427.775237,652565.6419,306.256131,TRUE,Success,1.072239
12.95,0.837548,7467000.63,,,Success,1.277372,1.070638,0.816773,3.786345,1.01325,3.510178,3.464276,298,465.635678,2196739.393,450.515596,751564.8812,306.729745,1.111961,1,0.831484,3.095196,3.510178,10.578867,3.013769,306.729745,446.552107,1829762.433,433.994508,679473.3593,306.181767,1.168645,1,0.822507,2.984982,10.578867,31.277608,2.956612,306.181767,442.464792,1781722.749,433.874762,678954.18,304.903172,1.268366,1,0.802395,2.727992,31.277608,85,2.717599,304.903172,431.572257,1658776.055,428.008269,653571.8167,306.254448,TRUE,Success,1.070638
12.9,0.837851,7433433.201,,,Success,1.27244,1.069037,0.817365,3.772096,1.01325,3.498255,3.452509,298,464.952443,2179234.714,449.919272,748945.5778,306.682983,1.111359,1,0.831566,3.096228,3.498255,10.546855,3.01489,306.682983,446.518436,1822861.453,433.978343,679403.2698,306.160845,1.167627,1,0.822688,2.987192,10.546855,31.206787,2.958871,306.160845,442.510821,1775716.1,433.926082,679176.6808,304.88686,1.266302,1,0.80285,2.734125,31.206787,85,2.723767,304.88686,431.804868,1655620.934,428.240856,654576.2228,306.252673,TRUE,Success,1.069037
12.85,0.838154,7399919.693,,,Success,1.267508,1.067437,0.817954,3.757868,1.01325,3.486345,3.440755,298,464.27018,2161813.875,449.323582,746330.4403,306.63626,1.110749,1,0.831649,3.09727,3.486345,10.51489,3.016021,306.63626,446.485124,1815963.427,433.962535,679334.7292,306.13991,1.166597,1,0.822869,2.989418,10.51489,31.136135,2.961147,306.13991,442.557275,1769708.426,433.977834,679401.0656,304.870534,1.264222,1,0.803308,2.740272,31.136135,85,2.729947,304.870534,432.036962,1652433.965,428.472984,655578.8004,306.250805,TRUE,Success,1.067437
12.8,0.838458,7366460.061,,,Success,1.262576,1.065838,0.818538,3.743663,1.01325,3.474447,3.429013,298,463.588908,2144476.959,448.728546,743719.537,306.589578,1.110131,1,0.831733,3.098322,3.474447,10.482974,3.017163,306.589578,446.45218,1809068.374,433.947091,679267.7675,306.118964,1.165556,1,0.823053,2.991659,10.482974,31.065657,2.963439,306.118964,442.604156,1763699.697,434.030022,679627.3477,304.854194,1.262126,1,0.803768,2.746431,31.065657,85,2.73614,304.854194,432.268523,1649215.031,428.704639,656579.4889,306.248843,TRUE,Success,1.065838
12.75,0.838762,7333054.264,,,Success,1.257645,1.06424,0.819119,3.729481,1.01325,3.462562,3.417283,298,462.908647,2127224.048,448.134184,741112.9381,306.54294,1.109505,1,0.831817,3.099383,3.462562,10.451109,3.018316,306.54294,446.419609,1802176.313,433.932017,679202.4149,306.098006,1.164503,1,0.823237,2.993917,10.451109,30.995354,2.965748,306.098006,442.651468,1757689.882,434.082649,679855.5404,304.837839,1.260014,1,0.80423,2.752602,30.995354,85,2.742346,304.837839,432.499538,1645964.021,428.935807,657578.2268,306.246788,TRUE,Success,1.06424
12.7,0.839066,7299702.261,,,Success,1.252713,1.062643,0.819696,3.71532,1.01325,3.450691,3.405567,298,462.229417,2110055.228,447.540515,738510.716,306.496347,1.108872,1,0.831902,3.100455,3.450691,10.419294,3.019481,306.496347,446.38742,1795287.267,433.917322,679138.7022,306.077036,1.163438,1,0.823423,2.996191,10.419294,30.925231,2.968074,306.077036,442.699213,1751678.946,434.135717,680085.6568,304.821469,1.257885,1,0.804694,2.758786,30.925231,85,2.748565,304.821469,432.72999,1642680.821,429.166473,658574.9517,306.24464,TRUE,Success,1.062643
12.65,0.839371,7266404.018,,,Success,1.247781,1.061046,0.820269,3.701183,1.01325,3.438833,3.393864,298,461.551239,2092970.589,446.94756,735912.9454,306.449801,1.108231,1,0.831988,3.101537,3.438833,10.387531,3.020656,306.449801,446.35562,1788401.254,433.903013,679076.6606,306.056054,1.162361,1,0.823611,2.998482,10.387531,30.855289,2.970416,306.056054,442.747393,1745666.858,434.18923,680317.7104,304.805085,1.255739,1,0.80516,2.764982,30.855289,85,2.754795,304.805085,432.959865,1639365.317,429.396623,659569.6005,306.242396,TRUE,Success,1.061046
12.6,0.839676,7233159.502,,,Success,1.242849,1.05945,0.820838,3.687069,1.01325,3.426988,3.382174,298,460.874133,2075970.224,446.355341,733319.7032,306.403304,1.107582,1,0.832075,3.102629,3.426988,10.355821,3.021843,306.403304,446.324217,1781518.295,433.889095,679016.322,306.03506,1.161272,1,0.823799,3.000789,10.355821,30.785533,2.972776,306.03506,442.796013,1739653.584,434.243191,680551.7143,304.788686,1.253576,1,0.805629,2.771189,30.785533,85,2.761037,304.788686,433.189146,1636017.399,429.626243,660562.1089,306.240058,TRUE,Success,1.05945
12.55,0.839982,7199968.683,,,Success,1.237917,1.057855,0.821402,3.672979,1.01325,3.415158,3.370499,298,460.198123,2059054.229,445.763879,730731.0688,306.356858,1.106924,1,0.832162,3.103732,3.415158,10.324165,3.023042,306.356858,446.293219,1774638.412,433.875578,678957.7186,306.014055,1.160171,1,0.82399,3.003112,10.324165,30.715964,2.975152,306.014055,442.845074,1733639.088,434.297603,680787.682,304.772272,1.251396,1,0.8061,2.777407,30.715964,85,2.767291,304.772272,433.417819,1632636.954,429.855317,661552.4119,306.237625,TRUE,Success,1.057855
12.5,0.840288,7166831.537,,,Success,1.232985,1.056261,0.821962,3.658912,1.01325,3.403342,3.358837,298,459.523229,2042222.704,445.173197,728147.1239,306.310466,1.106258,1,0.83225,3.104845,3.403342,10.292564,3.024252,306.310466,446.262633,1767761.626,433.862469,678900.8832,305.993037,1.159057,1,0.824181,3.005453,10.292564,30.646587,2.977546,305.993037,442.894579,1727623.337,434.352468,681025.6266,304.755843,1.249198,1,0.806572,2.783636,30.646587,85,2.773555,304.755843,433.645867,1629223.871,430.08383,662540.4437,306.235096,TRUE,Success,1.056261
12.45,0.840594,7133748.043,,,Success,1.228053,1.054667,0.822517,3.644869,1.01325,3.39154,3.34719,298,458.849476,2025475.753,444.583316,725567.9527,306.264128,1.105584,1,0.832339,3.105969,3.39154,10.261019,3.025474,306.264128,446.232468,1760887.957,433.849775,678845.8491,305.972009,1.15793,1,0.824374,3.00781,10.261019,30.577404,2.979958,305.972009,442.94453,1721606.293,434.40779,681265.5615,304.739399,1.246983,1,0.807047,2.789875,30.577404,85,2.77983,304.739399,433.873274,1625778.041,430.311767,663526.1374,306.23247,TRUE,Success,1.054667
12.4,0.840901,7100718.184,,,Success,1.223121,1.053074,0.823068,3.63085,1.01325,3.379754,3.335558,298,458.176887,2008813.481,443.994261,722993.6423,306.217848,1.1049,1,0.832428,3.107104,3.379754,10.229531,3.026709,306.217848,446.202732,1754017.427,433.837504,678792.6502,305.950968,1.15679,1,0.824569,3.010184,10.229531,30.508419,2.982387,305.950968,442.994932,1715587.922,434.463571,681507.5001,304.722939,1.244749,1,0.807524,2.796125,30.508419,85,2.786116,304.722939,434.100024,1622299.354,430.539113,664509.4255,306.229748,TRUE,Success,1.053074
12.35,0.841208,7067741.947,,,Success,1.218189,1.051481,0.823613,3.616856,1.01325,3.367982,3.32394,298,457.505486,1992236.001,443.406056,720424.2822,306.171628,1.104208,1,0.832519,3.10825,3.367982,10.198101,3.027956,306.171628,446.173432,1747150.058,433.825665,678741.3211,305.929916,1.155636,1,0.824764,3.012575,10.198101,30.439636,2.984834,305.929916,443.045786,1709568.186,434.519816,681751.4556,304.706465,1.242498,1,0.808003,2.802385,30.439636,85,2.792412,304.706465,434.3261,1618787.701,430.765851,665490.2392,306.226929,TRUE,Success,1.051481
12.3,0.841515,7034819.323,,,Success,1.213257,1.04989,0.824154,3.602887,1.01325,3.356226,3.312338,298,456.8353,1975743.428,442.818726,717859.9651,306.125469,1.103506,1,0.83261,3.109408,3.356226,10.166731,3.029215,306.125469,446.144579,1740285.873,433.814264,678691.8969,305.908853,1.154469,1,0.824962,3.014984,10.166731,30.371057,2.987298,305.908853,443.097095,1703547.046,434.576526,681997.4414,304.689975,1.240228,1,0.808484,2.808654,30.371057,85,2.798717,304.689975,434.551486,1615242.976,430.991966,666468.5094,306.224013,TRUE,Success,1.04989
12.25,0.841822,7001950.311,,,Success,1.208325,1.048299,0.824689,3.588943,1.01325,3.344486,3.300751,298,456.166353,1959335.881,442.232295,715300.7863,306.079373,1.102795,1,0.832701,3.110576,3.344486,10.135422,3.030487,306.079373,446.116179,1733424.893,433.803311,678644.4132,305.887778,1.153288,1,0.82516,3.01741,10.135422,30.302686,2.98978,305.887778,443.148861,1697524.465,434.633705,682245.4707,304.673471,1.23794,1,0.808968,2.814932,30.302686,85,2.805032,304.673471,434.776164,1611665.072,431.217443,667444.1656,306.220999,TRUE,Success,1.048299
12.2,0.842129,6969134.911,,,Success,1.203393,1.046709,0.825219,3.575024,1.01325,3.332762,3.289181,298,455.498672,1943013.483,441.646791,712746.8445,306.033343,1.102075,1,0.832794,3.111756,3.332762,10.104174,3.031772,306.033343,446.088243,1726567.141,433.792815,678598.9065,305.866691,1.152093,1,0.825361,3.019853,10.104174,30.234528,2.992281,305.866691,443.201088,1691500.403,434.691356,682495.5569,304.65695,1.235633,1,0.809453,2.821218,30.234528,85,2.811355,304.65695,435.000118,1608053.884,431.442263,668417.1369,306.217887,TRUE,Success,1.046709
12.15,0.842437,6936373.131,,,Success,1.198461,1.045119,0.825744,3.561132,1.01325,3.321055,3.277626,298,454.832286,1926776.363,441.062239,710198.2412,305.987381,1.101344,1,0.832887,3.112948,3.321055,10.07299,3.033069,305.987381,446.060779,1719712.639,433.782782,678555.4136,305.845594,1.150884,1,0.825562,3.022314,10.07299,30.166585,2.9948,305.845594,443.253779,1685474.821,434.749481,682747.7132,304.640415,1.233307,1,0.80994,2.827513,30.166585,85,2.817687,304.640415,435.223329,1604409.307,431.666412,669387.3513,306.214676,TRUE,Success,1.045119
12.1,0.842745,6903664.984,,,Success,1.193529,1.04353,0.826263,3.547265,1.01325,3.309364,3.266088,298,454.167222,1910624.655,440.478669,707655.0816,305.94149,1.100604,1,0.832981,3.114152,3.309364,10.04187,3.03438,305.94149,446.033795,1712861.413,433.773223,678513.9723,305.824485,1.14966,1,0.825765,3.024792,10.04187,30.098862,2.997336,305.824485,443.306934,1679447.677,434.808085,683001.9529,304.623863,1.230962,1,0.810429,2.833816,30.098862,85,2.824027,304.623863,435.445782,1600731.24,431.889873,670354.7359,306.211366,TRUE,Success,1.04353
12.05,0.843053,6871010.49,,,Success,1.188597,1.041942,0.826775,3.533425,1.01325,3.297691,3.254568,298,453.50351,1894558.495,439.896107,705117.474,305.89567,1.099854,1,0.833076,3.115368,3.297691,10.010816,3.035705,305.89567,446.007302,1706013.483,433.764146,678474.6211,305.803364,1.148421,1,0.82597,3.027288,10.010816,30.031362,2.999892,305.803364,443.360559,1673418.931,434.867169,683258.2893,304.607297,1.228597,1,0.810919,2.840125,30.031362,85,2.830374,304.607297,435.667457,1597019.579,432.112629,671319.2173,306.207956,TRUE,Success,1.041942
12,0.843361,6838409.672,,,Success,1.183665,1.040355,0.827282,3.519613,1.01325,3.286035,3.243064,298,452.841179,1878578.028,439.314583,702585.5306,305.849926,1.099093,1,0.833172,3.116596,3.286035,9.979829,3.037043,305.849926,445.981309,1699168.876,433.75556,678437.3989,305.782233,1.147167,1,0.826176,3.029802,9.979829,29.96409,3.002465,305.782233,443.414654,1667388.541,434.926736,683516.7355,304.590714,1.226213,1,0.811412,2.846442,29.96409,85,2.836729,304.590714,435.888338,1593274.227,432.334662,672280.7211,306.204447,TRUE,Success,1.040355
11.95,0.843669,6805862.564,,,Success,1.178733,1.038768,0.827783,3.505827,1.01325,3.274397,3.231578,298,452.180262,1862683.402,438.734128,700059.3671,305.804258,1.098322,1,0.833268,3.117836,3.274397,9.94891,3.038395,305.804258,445.955824,1692327.614,433.747474,678402.3456,305.76109,1.145898,1,0.826383,3.032334,9.94891,29.89705,3.005058,305.76109,443.469223,1661356.463,434.986791,683777.305,304.574116,1.223808,1,0.811907,2.852765,29.89705,85,2.84309,304.574116,436.108405,1589495.084,432.555956,673239.172,306.200838,TRUE,Success,1.038768
11.9,0.843977,6773369.205,,,Success,1.173802,1.037182,0.828277,3.492069,1.01325,3.262777,3.220111,298,451.520789,1846874.772,438.154773,697539.1032,305.758669,1.097539,1,0.833366,3.119089,3.262777,9.918062,3.039761,305.758669,445.930859,1685489.724,433.739897,678369.5019,305.739936,1.144613,1,0.826592,3.034884,9.918062,29.830246,3.007669,305.739936,443.524268,1655322.655,435.047335,684040.0107,304.557502,1.221384,1,0.812403,2.859094,29.830246,85,2.849457,304.557502,436.327641,1585682.055,432.776494,674194.4943,306.197128,TRUE,Success,1.037182
11.85,0.844285,6740929.64,,,Success,1.16887,1.035597,0.828765,3.47834,1.01325,3.251176,3.208662,298,450.862795,1831152.297,437.576549,695024.8624,305.713162,1.096746,1,0.833464,3.120354,3.251176,9.887285,3.041141,305.713162,445.906423,1678655.229,433.73284,678338.9092,305.718771,1.143312,1,0.826802,3.037452,9.887285,29.763682,3.010299,305.718771,443.579791,1649287.071,435.108372,684304.8661,304.540873,1.218939,1,0.812901,2.865428,29.763682,85,2.855829,304.540873,436.546028,1581835.044,432.996257,675146.6112,306.193318,TRUE,Success,1.035597
11.8,0.844594,6708543.924,,,Success,1.163938,1.034012,0.829245,3.464638,1.01325,3.239595,3.197231,298,450.206313,1815516.143,436.999489,692516.7727,305.667738,1.095941,1,0.833563,3.121632,3.239595,9.856582,3.042535,305.667738,445.882527,1671824.155,433.726312,678310.6096,305.697596,1.141995,1,0.827013,3.040038,9.856582,29.697362,3.012947,305.697596,443.635796,1643249.668,435.169905,684571.8841,304.524227,1.216473,1,0.8134,2.871767,29.697362,85,2.862207,304.524227,436.763546,1577953.959,433.215229,676095.4453,306.189406,TRUE,Success,1.034012
11.75,0.844902,6676212.119,,,Success,1.159006,1.032428,0.829719,3.450966,1.01325,3.228033,3.185821,298,449.551379,1799966.484,436.423628,690014.9665,305.622401,1.095125,1,0.833662,3.122924,3.228033,9.825953,3.043945,305.622401,445.85918,1664996.528,433.720323,678284.6463,305.676409,1.140661,1,0.827226,3.042643,9.825953,29.631292,3.015615,305.676409,443.692285,1637210.399,435.231937,684841.0781,304.507565,1.213986,1,0.813901,2.878109,29.631292,85,2.868589,304.507565,436.980178,1574038.709,433.433392,677040.9188,306.185392,TRUE,Success,1.032428
11.7,0.84521,6643934.297,,,Success,1.154074,1.030845,0.830186,3.437323,1.01325,3.216491,3.17443,298,448.898029,1784503.498,435.849001,687519.5805,305.577153,1.094297,1,0.833763,3.124229,3.216491,9.795401,3.045369,305.577153,445.836393,1658172.375,433.714883,678261.0633,305.655211,1.13931,1,0.827441,3.045266,9.795401,29.565476,3.018302,305.655211,443.74926,1631169.218,435.294469,685112.461,304.490888,1.211478,1,0.814404,2.884456,29.565476,85,2.874975,304.490888,437.195903,1570089.205,433.650727,677982.9528,306.181277,TRUE,Success,1.030845
11.65,0.845518,6611710.537,,,Success,1.149142,1.029263,0.830645,3.423711,1.01325,3.204969,3.163059,298,448.2463,1769127.373,435.275643,685030.7563,305.531995,1.093457,1,0.833864,3.125547,3.204969,9.764926,3.046808,305.531995,445.814177,1651351.723,433.710002,678239.9054,305.634003,1.137942,1,0.827657,3.047907,9.764926,29.499919,3.021008,305.634003,443.806724,1625126.078,435.357507,685386.0462,304.474194,1.208948,1,0.814908,2.890805,29.499919,85,2.881364,304.474194,437.410705,1566105.363,433.867217,678921.4682,306.177059,TRUE,Success,1.029263
11.6,0.845825,6579540.93,,,Success,1.14421,1.027681,0.831097,3.410128,1.01325,3.193469,3.151709,298,447.596233,1753838.3,434.703592,682548.6407,305.486932,1.092604,1,0.833966,3.126878,3.193469,9.734532,3.048263,305.486932,445.792543,1644534.599,433.705692,678221.2185,305.612784,1.136557,1,0.827874,3.050567,9.734532,29.434626,3.023733,305.612784,443.864679,1619080.931,435.421052,685661.8467,304.457485,1.206397,1,0.815413,2.897157,29.434626,85,2.887755,304.457485,437.624562,1562087.099,434.082844,679856.3849,306.172739,TRUE,Success,1.027681
