Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1
11.55,0.846133,6547425.574,,,Success,1.139278,1.0261,0.83154,3.396576,1.01325,3.18199,3.14038,298,446.947866,1738636.483,434.132887,680073.3853,305.441964,1.091739,1,0.834069,3.128224,3.18199,9.704219,3.049733,305.441964,445.771503,1637721.031,433.701962,678205.0493,305.591554,1.135153,1,0.828092,3.053245,9.704219,29.369601,3.026478,305.591554,443.923128,1613033.729,435.485107,685939.8755,304.440759,1.203823,1,0.81592,2.903511,29.369601,85,2.894149,304.440759,437.837456,1558034.332,434.297589,680787.6226,306.168316,TRUE,Success,1.0261
11.5,0.84644,6515364.582,,,Success,1.134346,1.02452,0.831976,3.383056,1.01325,3.170533,3.129073,298,446.301243,1723522.13,433.563568,677605.1475,305.397096,1.09086,1,0.834172,3.129584,3.170533,9.673989,3.051218,305.397096,445.751067,1630911.048,433.698823,678191.4456,305.570314,1.133732,1,0.828312,3.055942,9.673989,29.30485,3.029241,305.570314,443.982073,1606984.421,435.549676,686220.1459,304.424017,1.201227,1,0.816428,2.909865,29.30485,85,2.900544,304.424017,438.049368,1553946.983,434.511434,681715.1005,306.16379,TRUE,Success,1.02452
11.45,0.846747,6483358.075,,,Success,1.129414,1.022941,0.832403,3.369568,1.01325,3.159099,3.117788,298,445.656405,1708495.458,432.995675,675144.0902,305.352328,1.089969,1,0.834277,3.130957,3.159099,9.643845,3.05272,305.352328,445.731248,1624104.678,433.696288,678180.4563,305.549063,1.132291,1,0.828534,3.058657,9.643845,29.240378,3.032025,305.549063,444.041517,1600932.96,435.614761,686502.671,304.407259,1.198608,1,0.816937,2.91622,29.240378,85,2.906939,304.407259,438.260278,1549824.979,434.724361,682638.7371,306.15916,TRUE,Success,1.022941
11.4,0.847054,6451406.188,,,Success,1.124482,1.021362,0.832822,3.356112,1.01325,3.147688,3.106527,298,445.013397,1693556.694,432.429252,672690.3822,305.307665,1.089063,1,0.834382,3.132345,3.147688,9.613789,3.054238,305.307665,445.712058,1617301.952,433.694368,678172.1313,305.527802,1.130832,1,0.828756,3.061391,9.613789,29.176192,3.034828,305.527802,444.101461,1594879.293,435.680366,686787.4638,304.390484,1.195967,1,0.817447,2.922574,29.176192,85,2.913334,304.390484,438.470167,1545668.249,434.936351,683558.4508,306.154426,TRUE,Success,1.021362
11.35,0.847361,6419509.066,,,Success,1.11955,1.019785,0.833232,3.342689,1.01325,3.136301,3.095288,298,444.372266,1678706.074,431.864341,670244.1987,305.263109,1.088144,1,0.834488,3.133748,3.136301,9.583822,3.055773,305.263109,445.693509,1610502.9,433.693074,678166.5218,305.50653,1.129353,1,0.82898,3.064144,9.583822,29.112295,3.03765,305.50653,444.16191,1588823.37,435.746493,687074.5374,304.373693,1.193302,1,0.817958,2.928927,29.112295,85,2.919729,304.373693,438.679016,1541476.722,435.147385,684474.1596,306.149588,TRUE,Success,1.019785
11.3,0.847666,6387666.871,,,Success,1.114618,1.018208,0.833633,3.329299,1.01325,3.124938,3.084074,298,443.73306,1663943.842,431.30099,667805.7211,305.218663,1.087211,1,0.834595,3.135165,3.124938,9.553946,3.057324,305.218663,445.675613,1603707.554,433.692418,678163.6799,305.485249,1.127855,1,0.829205,3.066916,9.553946,29.048695,3.040492,305.485249,444.222864,1582765.138,435.813144,687363.9052,304.356886,1.190613,1,0.81847,2.935279,29.048695,85,2.926121,304.356886,438.886803,1537250.337,435.357446,685385.7812,306.144646,TRUE,Success,1.018208
11.25,0.847972,6355879.776,,,Success,1.109686,1.016632,0.834024,3.315944,1.01325,3.1136,3.072884,298,443.095828,1649270.253,430.739244,665375.1379,305.174328,1.086263,1,0.834703,3.136598,3.1136,9.524164,3.058892,305.174328,445.658384,1596915.945,433.692414,678163.6591,305.463957,1.126336,1,0.829432,3.069706,9.524164,28.985396,3.043353,305.463957,444.284326,1576704.546,435.880325,687655.5802,304.340063,1.187901,1,0.818983,2.941627,28.985396,85,2.932511,304.340063,439.093511,1532989.031,435.566514,686293.2331,306.1396,TRUE,Success,1.016632
11.2,0.848277,6324147.97,,,Success,1.104754,1.015057,0.834406,3.302624,1.01325,3.102287,3.061719,298,442.460621,1634685.574,430.179154,662952.6446,305.13011,1.0853,1,0.834811,3.138045,3.102287,9.494478,3.060477,305.13011,445.641834,1590128.106,433.693072,678166.5141,305.442655,1.124797,1,0.82966,3.072515,9.494478,28.922406,3.046234,305.442655,444.346299,1570641.541,435.948036,687949.5756,304.323223,1.185164,1,0.819496,2.947972,28.922406,85,2.938898,304.323223,439.299119,1528692.748,435.77457,687196.4328,306.134448,TRUE,Success,1.015057
11.15,0.848581,6292471.658,,,Success,1.099822,1.013483,0.834778,3.289339,1.01325,3.091001,3.05058,298,441.827492,1620190.081,429.620768,660538.4442,305.086009,1.084322,1,0.83492,3.139508,3.091001,9.46489,3.06208,305.086009,445.625977,1583344.071,433.694407,678172.3011,305.421343,1.123237,1,0.829888,3.075343,9.46489,28.85973,3.049135,305.421343,444.408784,1564576.068,436.016281,688245.9049,304.306366,1.182403,1,0.82001,2.954312,28.85973,85,2.945281,304.306366,439.503607,1524361.437,435.981596,688095.2976,306.129192,TRUE,Success,1.013483
11.1,0.848885,6260851.062,,,Success,1.094891,1.011911,0.83514,3.27609,1.01325,3.079741,3.039468,298,441.196498,1605784.063,429.06414,658132.7471,305.04203,1.083328,1,0.83503,3.140987,3.079741,9.435403,3.0637,305.04203,445.610828,1576563.874,433.696432,678181.0771,305.400022,1.121656,1,0.830118,3.07819,9.435403,28.797374,3.052055,305.400022,444.471786,1558508.075,436.085063,688544.5813,304.289494,1.179617,1,0.820524,2.960647,28.797374,85,2.951658,304.289494,439.706956,1519995.05,436.187574,688989.7451,306.12383,TRUE,Success,1.011911
11.05,0.849188,6229286.421,,,Success,1.089959,1.010339,0.835491,3.262878,1.01325,3.068509,3.028383,298,440.567695,1591467.819,428.509325,655735.7728,304.998175,1.082317,1,0.835141,3.142481,3.068509,9.406019,3.065338,304.998175,445.596399,1569787.551,433.699159,678192.9014,305.378691,1.120052,1,0.83035,3.081055,9.406019,28.735346,3.054995,305.378691,444.535304,1552437.506,436.154386,688845.6184,304.272604,1.176805,1,0.821039,2.966976,28.735346,85,2.958029,304.272604,439.909147,1515593.545,436.392484,689879.6929,306.118362,TRUE,Success,1.010339
11,0.84949,6197777.993,,,Success,1.085027,1.008768,0.835831,3.249704,1.01325,3.057306,3.017326,298,439.941143,1577241.665,427.956378,653347.7486,304.954448,1.081291,1,0.835252,3.143991,3.057306,9.376741,3.066995,304.954448,445.582706,1563015.138,433.702604,678207.834,305.35735,1.118426,1,0.830582,3.083939,9.376741,28.673652,3.057955,305.35735,444.599343,1546364.307,436.224251,689149.0297,304.255699,1.173968,1,0.821554,2.973297,28.673652,85,2.964394,304.255699,440.11016,1511156.883,436.596309,690765.0591,306.112789,TRUE,Success,1.008768
10.95,0.849791,6166326.055,,,Success,1.080095,1.007199,0.836161,3.236568,1.01325,3.046131,3.006298,298,439.316904,1563105.925,427.405357,650968.9113,304.910851,1.080247,1,0.835365,3.145518,3.046131,9.347571,3.06867,304.910851,445.569763,1556246.673,433.70678,678225.937,305.336,1.116778,1,0.830815,3.086842,9.347571,28.612299,3.060934,305.336,444.663904,1540288.423,436.294663,689454.829,304.238777,1.171105,1,0.822069,2.97961,28.612299,85,2.97075,304.238777,440.309975,1506685.034,436.79903,691645.7618,306.10711,TRUE,Success,1.007199
10.9,0.850091,6134930.904,,,Success,1.075163,1.00563,0.836479,3.223471,1.01325,3.034987,2.995299,298,438.695042,1549060.942,426.856325,648599.5069,304.867388,1.079186,1,0.835477,3.147061,3.034987,9.318513,3.070364,304.867388,445.557586,1549482.193,433.711702,678247.2737,305.31464,1.115106,1,0.83105,3.089763,9.318513,28.551294,3.063932,305.31464,444.728991,1534209.798,436.365624,689763.0302,304.221838,1.168216,1,0.822583,2.985914,28.551294,85,2.977098,304.221838,440.508574,1502177.97,437.000628,692521.7201,306.101325,TRUE,Success,1.00563
10.85,0.850391,6103592.863,,,Success,1.070231,1.004063,0.836785,3.210414,1.01325,3.023873,2.98433,298,438.075623,1535107.072,426.309343,646239.7915,304.824063,1.078107,1,0.835591,3.14862,3.023873,9.289568,3.072076,304.824063,445.546191,1542721.74,433.717385,678271.9094,305.293272,1.113411,1,0.831285,3.092702,9.289568,28.490644,3.06695,305.293272,444.794604,1528128.377,436.437138,690073.6473,304.204883,1.1653,1,0.823097,2.992208,28.490644,85,2.983436,304.204883,440.705936,1497635.673,437.201086,693392.8534,306.095434,TRUE,Success,1.004063
10.8,0.850689,6072312.274,,,Success,1.065299,1.002498,0.837079,3.197397,1.01325,3.01279,2.973393,298,437.458718,1521244.686,425.764477,643890.0317,304.780879,1.07701,1,0.835705,3.150196,3.01279,9.26074,3.073808,304.780879,445.535593,1535965.354,433.723844,678299.911,305.271894,1.111691,1,0.831521,3.09566,9.26074,28.430358,3.069988,305.271894,444.860747,1522044.105,436.509208,690386.6949,304.187912,1.162358,1,0.823611,2.99849,28.430358,85,2.989762,304.187912,440.902044,1493058.129,437.400385,694259.0821,306.089436,TRUE,Success,1.002498
10.75,0.850986,6041089.506,,,Success,1.060367,1.000933,0.837361,3.184423,1.01325,3.001741,2.962488,298,436.844398,1507474.172,425.221796,641550.5051,304.737838,1.075894,1,0.83582,3.151789,3.001741,9.232032,3.075559,304.737838,445.52581,1529213.078,433.731096,678331.3472,305.250507,1.109946,1,0.831758,3.098636,9.232032,28.370442,3.073044,305.250507,444.927423,1515956.925,436.581836,690702.1874,304.170924,1.159387,1,0.824124,3.004759,28.370442,85,2.996076,304.170924,441.096879,1488445.332,437.598508,695120.3276,306.083332,TRUE,Success,1.000933
10.7,0.851282,6009924.953,,,Success,1.055435,0.99937,0.83763,3.17149,1.01325,2.990724,2.951615,298,436.232739,1493795.935,424.68137,639221.5008,304.694946,1.074759,1,0.835936,3.153399,2.990724,9.203447,3.07733,304.694946,445.516857,1522464.955,433.739156,678366.2888,305.229112,1.108176,1,0.831996,3.10163,9.203447,28.310905,3.07612,305.229112,444.994633,1509866.782,436.655027,691020.1399,304.15392,1.156389,1,0.824637,3.011015,28.310905,85,3.002377,304.15392,441.290422,1483797.282,437.795438,695976.5121,306.077122,TRUE,Success,0.99937
10.65,0.851576,5978819.039,,,Success,1.050503,0.997809,0.837885,3.158602,1.01325,2.979742,2.940777,298,435.623819,1480210.4,424.143273,636903.3203,304.652206,1.073604,1,0.836052,3.155027,2.979742,9.174988,3.079122,304.652206,445.508753,1515721.031,433.748042,678404.8085,305.207709,1.10638,1,0.832234,3.104642,9.174988,28.251756,3.079215,305.207709,445.062381,1503773.62,436.728783,691340.5677,304.1369,1.153363,1,0.825148,3.017256,28.251756,85,3.008663,304.1369,441.482656,1479113.988,437.991158,696827.5597,306.070804,TRUE,Success,0.997809
10.6,0.851869,5947772.215,,,Success,1.045571,0.996249,0.838127,3.145758,1.01325,2.968795,2.929973,298,435.01772,1466718.01,423.607582,634596.2777,304.609621,1.072429,1,0.836168,3.156672,2.968795,9.146658,3.080933,304.609621,445.501516,1508981.353,433.75777,678446.9811,305.186297,1.104558,1,0.832473,3.107672,9.146658,28.193002,3.082328,305.186297,445.130669,1497677.386,436.803109,691663.4866,304.119864,1.150308,1,0.825658,3.02348,28.193002,85,3.014933,304.119864,441.673562,1474395.466,438.18565,697673.3956,306.06438,TRUE,Success,0.996249
10.55,0.852161,5916784.964,,,Success,1.040639,0.994691,0.838355,3.132959,1.01325,2.957885,2.919205,298,434.414526,1453319.227,423.074376,632300.701,304.567195,1.071233,1,0.836286,3.158335,2.957885,9.118462,3.082765,304.567195,445.495164,1502245.969,433.768358,678492.8837,305.164877,1.102708,1,0.832713,3.110719,9.118462,28.134652,3.08546,305.164877,445.199501,1491578.024,436.878008,691988.9129,304.102811,1.147225,1,0.826166,3.029687,28.134652,85,3.021185,304.102811,441.863124,1469641.743,438.378899,698513.9468,306.057849,TRUE,Success,0.994691
10.5,0.85245,5885857.804,,,Success,1.035707,0.993134,0.838569,3.120207,1.01325,2.947012,2.908474,298,433.814326,1440014.538,422.54374,630016.932,304.524933,1.070016,1,0.836403,3.160016,2.947012,9.090403,3.084617,304.524933,445.489717,1495514.931,433.779825,678542.5958,305.143449,1.100831,1,0.832953,3.113784,9.090403,28.076716,3.088611,305.143449,445.268878,1485475.481,436.953484,692316.8634,304.085743,1.144112,1,0.826673,3.035876,28.076716,85,3.02742,304.085743,442.051324,1464852.854,438.570888,699349.1425,306.051212,TRUE,Success,0.993134
10.45,0.852738,5854991.286,,,Success,1.030775,0.99158,0.838768,3.107502,1.01325,2.936177,2.897781,298,433.217214,1426804.449,422.015759,627745.3282,304.482839,1.068776,1,0.836522,3.161715,2.936177,9.062484,3.086491,304.482839,445.485194,1488788.292,433.79219,678596.1991,305.122013,1.098926,1,0.833193,3.116865,9.062484,28.019202,3.091779,305.122013,445.338805,1479369.703,437.02954,692647.3556,304.068658,1.140969,1,0.827177,3.042043,28.019202,85,3.033634,304.068658,442.238148,1460028.842,438.761603,700178.914,306.044467,TRUE,Success,0.99158
10.4,0.853024,5824185.999,,,Success,1.025843,0.990027,0.838951,3.094847,1.01325,2.925382,2.887128,298,432.623284,1413689.492,421.490525,625486.2624,304.440917,1.067514,1,0.83664,3.163433,2.925382,9.03471,3.088386,304.440917,445.481615,1482066.105,433.805472,678653.7782,305.10057,1.096991,1,0.833433,3.119964,9.03471,27.962121,3.094966,305.10057,445.409283,1473260.639,437.106181,692980.4079,304.051558,1.137795,1,0.82768,3.04819,27.962121,85,3.039827,304.051558,442.423578,1455169.763,438.951029,701003.1951,306.037616,TRUE,Success,0.990027
10.35,0.853308,5793442.572,,,Success,1.020911,0.988477,0.839119,3.082241,1.01325,2.914629,2.876515,298,432.032639,1400670.223,420.968132,623240.1246,304.39917,1.066228,1,0.836759,3.165169,2.914629,9.007084,3.090303,304.39917,445.479001,1475348.428,433.81969,678715.4202,305.07912,1.095027,1,0.833674,3.123079,9.007084,27.905481,3.09817,305.07912,445.480318,1467148.239,437.183411,693316.0394,304.034442,1.134592,1,0.828179,3.054312,27.905481,85,3.045997,304.034442,442.607601,1450275.682,439.139151,701821.9224,306.030658,TRUE,Success,0.988477
10.3,0.85359,5762761.677,,,Success,1.015979,0.986929,0.83927,3.069687,1.01325,2.903917,2.865943,298,431.445383,1387747.227,420.448679,621007.3223,304.357605,1.064918,1,0.836878,3.166923,2.903917,8.979611,3.092241,304.357605,445.477375,1468635.321,433.834867,678781.2151,305.057663,1.093033,1,0.833915,3.12621,8.979611,27.849294,3.101392,305.057663,445.551912,1461032.452,437.261235,693654.2701,304.017311,1.131357,1,0.828676,3.060411,27.849294,85,3.052142,304.017311,442.790201,1445346.677,439.325956,702635.0356,306.023593,TRUE,Success,0.986929
10.25,0.853869,5732144.03,,,Success,1.011048,0.985383,0.839405,3.057185,1.01325,2.893249,2.855415,298,430.861627,1374921.115,419.932269,618788.2822,304.316226,1.063584,1,0.836998,3.168696,2.893249,8.952295,3.094201,304.316226,445.476759,1461926.846,433.851022,678851.256,305.0362,1.091007,1,0.834155,3.129356,8.952295,27.79357,3.104631,305.0362,445.624069,1454913.232,437.339657,693995.1213,304.000164,1.12809,1,0.82917,3.066482,27.79357,85,3.058261,304.000164,442.971367,1440382.837,439.511432,703442.4782,306.016422,TRUE,Success,0.985383
10.2,0.854146,5701590.396,,,Success,1.006116,0.983839,0.839522,3.044737,1.01325,2.882626,2.844931,298,430.281485,1362192.528,419.41901,616583.4503,304.275037,1.062224,1,0.837118,3.170489,2.882626,8.92514,3.096184,304.275037,445.477175,1455223.069,433.868179,678925.6391,305.01473,1.08895,1,0.834395,3.132519,8.92514,27.738319,3.107886,305.01473,445.696793,1448790.533,437.418682,694338.6155,303.983002,1.124792,1,0.82966,3.072526,27.738319,85,3.064353,303.983002,443.151085,1435384.266,439.695567,704244.197,306.009144,TRUE,Success,0.983839
10.15,0.854421,5671101.59,,,Success,1.001184,0.982298,0.839622,3.032345,1.01325,2.872049,2.834492,298,429.705078,1349562.141,418.909016,614393.2941,304.234043,1.060838,1,0.837237,3.1723,2.872049,8.898152,3.098189,304.234043,445.478648,1448524.056,433.88636,679004.4642,304.993254,1.086861,1,0.834635,3.135696,8.898152,27.683552,3.111158,304.993254,445.770089,1442664.313,437.498317,694684.7763,303.965824,1.12146,1,0.830147,3.07854,27.683552,85,3.070415,303.965824,443.329344,1430351.079,439.87835,705040.1435,306.00176,TRUE,Success,0.982298
10.1,0.854692,5640678.481,,,Success,0.996252,0.98076,0.839704,3.020009,1.01325,2.861521,2.824101,298,429.132533,1337030.66,418.402403,612218.3031,304.19325,1.059426,1,0.837357,3.174131,2.861521,8.871335,3.100217,304.19325,445.481203,1441829.881,433.90559,679087.8345,304.971772,1.084738,1,0.834874,3.138887,8.871335,27.629282,3.114445,304.971772,445.843962,1436534.531,437.578565,695033.6294,303.948633,1.118096,1,0.830629,3.084522,27.629282,85,3.076446,303.948633,443.506134,1425283.409,440.059772,705830.2736,305.994269,TRUE,Success,0.98076
10.05,0.854961,5610321.997,,,Success,0.99132,0.979224,0.839766,3.007732,1.01325,2.851042,2.813759,298,428.563982,1324598.828,417.899296,610058.9906,304.152663,1.057985,1,0.837477,3.17598,2.851042,8.844694,3.102267,304.152663,445.484865,1435140.618,433.925892,679175.8571,304.950286,1.082581,1,0.835112,3.142093,8.844694,27.57552,3.117747,304.950286,445.918416,1430401.15,437.659435,695385.2018,303.931426,1.114699,1,0.831106,3.090471,27.57552,85,3.082444,303.931426,443.681446,1420181.401,440.239824,706614.5486,305.986673,TRUE,Success,0.979224
10,0.855226,5580033.127,,,Success,0.986388,0.977692,0.839809,2.995515,1.01325,2.840614,2.803468,298,427.999562,1312267.425,417.399824,607915.895,304.112288,1.056516,1,0.837596,3.17785,2.840614,8.818235,3.104341,304.112288,445.489662,1428456.346,433.947292,679268.643,304.928794,1.080389,1,0.835349,3.145311,8.818235,27.522278,3.121064,304.928794,445.993458,1424264.136,437.740932,695739.5229,303.914205,1.111267,1,0.831579,3.096385,27.522278,85,3.088407,303.914205,443.855273,1415045.219,440.4185,707392.9351,305.978971,TRUE,Success,0.977692
9.95,0.855488,5549812.927,,,Success,0.981456,0.976162,0.839832,2.98336,1.01325,2.830239,2.793228,298,427.43942,1300037.273,416.904123,605789.581,304.072131,1.055017,1,0.837716,3.179739,2.830239,8.791962,3.106439,304.072131,445.495621,1421777.149,433.969818,679366.3077,304.907298,1.078161,1,0.835585,3.148543,8.791962,27.469569,3.124396,304.907298,446.069093,1418123.461,437.823063,696096.624,303.896971,1.107801,1,0.832046,3.102261,27.469569,85,3.094333,303.896971,444.027607,1409875.044,440.595793,708165.4064,305.971163,TRUE,Success,0.976162
9.9,0.855746,5519662.523,,,Success,0.976524,0.974636,0.839835,2.971269,1.01325,2.819918,2.783043,298,426.883707,1287909.234,416.412336,603680.6419,304.032197,1.053488,1,0.837835,3.181647,2.819918,8.765883,3.108559,304.032197,445.502771,1415103.115,433.993496,679468.9712,304.885798,1.075897,1,0.83582,3.151786,8.765883,27.417406,3.12774,304.885798,446.145328,1411979.1,437.905836,696456.5391,303.879722,1.1043,1,0.832507,3.108098,27.417406,85,3.10022,303.879722,444.198446,1404671.075,440.771699,708931.942,305.96325,TRUE,Success,0.974636
9.85,0.856,5489583.115,,,Success,0.971592,0.973114,0.839816,2.959243,1.01325,2.809655,2.772913,298,426.332584,1275884.216,415.924613,601589.7008,303.992493,1.051928,1,0.837953,3.183575,2.809655,8.740003,3.110704,303.992493,445.511143,1408434.336,434.018355,679576.7584,304.864295,1.073595,1,0.836053,3.155041,8.740003,27.365803,3.131098,304.864295,446.222171,1405831.033,437.98926,696819.305,303.862461,1.100763,1,0.832961,3.113894,27.365803,85,3.106066,303.862461,444.367785,1399433.53,440.946217,709692.5292,305.955232,TRUE,Success,0.973114
9.8,0.856251,5459575.986,,,Success,0.96666,0.971596,0.839775,2.947284,1.01325,2.79945,2.762842,298,425.78622,1263963.177,415.44111,599517.413,303.953025,1.050335,1,0.838071,3.185523,2.79945,8.714327,3.112872,303.953025,445.520768,1401770.911,434.044425,679689.7994,304.842789,1.071255,1,0.836284,3.158306,8.714327,27.314773,3.134467,304.842789,446.29963,1399679.247,438.073343,697184.9618,303.845186,1.09719,1,0.833409,3.119646,27.314773,85,3.111869,303.845186,444.535625,1394162.65,441.119345,710447.1634,305.94711,TRUE,Success,0.971596
9.75,0.856497,5429642.501,,,Success,0.961728,0.970081,0.839711,2.935395,1.01325,2.789305,2.75283,298,425.24479,1252147.125,414.961993,597464.4675,303.9138,1.048709,1,0.838188,3.18749,2.789305,8.688863,3.115064,303.9138,445.531678,1395112.944,434.071738,679808.23,304.82128,1.068875,1,0.836512,3.161581,8.688863,27.26433,3.137848,304.82128,446.377713,1393523.734,438.158095,697553.5529,303.827899,1.093581,1,0.833849,3.125352,27.26433,85,3.117627,303.827899,444.701966,1388858.698,441.291084,711195.8487,305.938884,TRUE,Success,0.970081
9.7,0.856738,5399784.122,,,Success,0.956796,0.968571,0.839624,2.923578,1.01325,2.779224,2.742881,298,424.708481,1240437.123,414.487435,595431.5898,303.874825,1.047048,1,0.838304,3.189477,2.779224,8.663618,3.11728,303.874825,445.543908,1388460.546,434.100326,679932.1918,304.799769,1.066454,1,0.836738,3.164864,8.663618,27.214491,3.141239,304.799769,446.456431,1387364.495,438.243528,697925.1259,303.8106,1.089934,1,0.834281,3.13101,27.214491,85,3.123336,303.8106,444.866812,1383521.958,441.46144,711938.5989,305.930554,TRUE,Success,0.968571
9.65,0.856975,5370002.406,,,Success,0.951864,0.967065,0.839513,2.911835,1.01325,2.769208,2.732995,298,424.177489,1228834.291,414.01762,593419.5439,303.836108,1.045352,1,0.838419,3.191483,2.769208,8.638598,3.11952,303.836108,445.557494,1381813.834,434.130223,680061.8331,304.778257,1.063992,1,0.836962,3.168155,8.638598,27.16527,3.144639,304.778257,446.535795,1381201.539,438.329652,698299.7328,303.79329,1.08625,1,0.834704,3.136618,27.16527,85,3.128995,303.79329,445.030169,1378152.742,441.630417,712675.4384,305.92212,TRUE,Success,0.967065
9.6,0.857206,5340299.018,,,Success,0.946932,0.965564,0.839376,2.900168,1.01325,2.759259,2.723177,298,423.652021,1217339.813,413.55274,591429.1349,303.797656,1.043619,1,0.838533,3.193509,2.759259,8.613811,3.121784,303.797656,445.572473,1375172.934,434.161465,680197.3088,304.756745,1.061488,1,0.837181,3.171453,8.613811,27.116683,3.148047,304.756745,446.615816,1375034.884,438.416482,698677.4304,303.775968,1.082527,1,0.835118,3.142172,27.116683,85,3.134602,303.775968,445.192046,1372751.387,441.798024,713406.4028,305.913585,TRUE,Success,0.965564
9.55,0.857432,5310675.737,,,Success,0.942,0.964068,0.839214,2.88858,1.01325,2.749381,2.713428,298,423.132293,1205954.939,413.092997,589461.2123,303.759477,1.041849,1,0.838645,3.195554,2.749381,8.589264,3.124072,303.759477,445.588884,1368537.98,434.19409,680338.7814,304.735232,1.05894,1,0.837398,3.174756,8.589264,27.068747,3.151463,304.735232,446.696507,1368864.558,438.50403,699058.2813,303.758636,1.078765,1,0.835522,3.14767,27.068747,85,3.140153,303.758636,445.352456,1367318.26,441.964274,714131.5405,305.904947,TRUE,Success,0.964068
9.5,0.857652,5281134.462,,,Success,0.937068,0.962577,0.839025,2.877073,1.01325,2.739575,2.70375,298,422.618535,1194680.99,412.638607,587516.6723,303.721579,1.040038,1,0.838755,3.197618,2.739575,8.564967,3.126385,303.721579,445.60677,1361909.114,434.228135,680486.4216,304.713721,1.056347,1,0.83761,3.178064,8.564967,27.021479,3.154884,304.713721,446.777885,1362690.601,438.592314,699442.3542,303.741295,1.074964,1,0.835915,3.153111,27.021479,85,3.145646,303.741295,445.511412,1361853.757,442.129179,714850.9134,305.896207,TRUE,Success,0.962577
9.45,0.857866,5251677.225,,,Success,0.932137,0.961092,0.838808,2.865651,1.01325,2.729845,2.694148,298,422.11099,1183519.361,412.189794,585596.4615,303.683972,1.038188,1,0.838863,3.199702,2.729845,8.540926,3.128721,303.683972,445.626173,1355286.49,434.263643,680640.4084,304.692211,1.053707,1,0.837818,3.181375,8.540926,26.974896,3.158311,304.692211,446.859965,1356513.067,438.681349,699829.7249,303.723944,1.071122,1,0.836297,3.158489,26.974896,85,3.151078,303.723944,445.668933,1356358.307,442.29276,715564.5979,305.887367,TRUE,Success,0.961092
9.4,0.858073,5222306.199,,,Success,0.927205,0.959613,0.838563,2.854316,1.01325,2.720194,2.684623,298,421.609912,1172471.531,411.746798,583701.5805,303.646665,1.036295,1,0.83897,3.201803,2.720194,8.517151,3.131082,303.646665,445.647139,1348670.272,434.300658,680800.9306,304.670705,1.051021,1,0.838021,3.184686,8.517151,26.929018,3.16174,304.670705,446.942766,1350332.022,438.771155,700220.4768,303.706586,1.067239,1,0.836666,3.163804,26.929018,85,3.156446,303.706586,445.825043,1350832.374,442.455037,716272.6869,305.878427,TRUE,Success,0.959613
9.35,0.858273,5193023.709,,,Success,0.922273,0.95814,0.838289,2.843072,1.01325,2.710625,2.675179,298,421.115574,1161539.066,411.30987,581833.0875,303.609666,1.034359,1,0.839073,3.203924,2.710625,8.493652,3.133466,303.609666,445.669716,1342060.636,434.339224,680968.1869,304.649201,1.048286,1,0.838218,3.187998,8.493652,26.883862,3.165171,304.649201,447.026308,1344147.551,438.861754,700614.702,303.68922,1.063315,1,0.837022,3.169052,26.883862,85,3.161748,303.68922,445.979767,1345276.456,442.616036,716975.2904,305.869388,TRUE,Success,0.95814
9.3,0.858465,5163832.243,,,Success,0.917341,0.956674,0.837984,2.831921,1.01325,2.701141,2.665819,298,420.628261,1150723.623,410.879278,579992.1027,303.572987,1.032377,1,0.839174,3.206062,2.701141,8.470437,3.135874,303.572987,445.693956,1335457.773,434.37939,681142.3872,304.627703,1.045501,1,0.838409,3.191309,8.470437,26.839449,3.168603,304.627703,447.110614,1337959.754,438.953167,701012.5024,303.671847,1.059349,1,0.837364,3.17423,26.839449,85,3.16698,303.671847,446.133136,1339691.093,442.775787,717672.5376,305.860251,TRUE,Success,0.956674
9.25,0.85865,5134734.468,,,Success,0.912409,0.955215,0.837647,2.820867,1.01325,2.691745,2.656546,298,420.148276,1140026.961,410.455305,578179.8129,303.536638,1.030349,1,0.839271,3.208217,2.691745,8.447518,3.138305,303.536638,445.719912,1328861.888,434.421207,681323.7534,304.60621,1.042664,1,0.838594,3.194615,8.447518,26.795799,3.172032,304.60621,447.195709,1331768.753,439.045422,701413.9908,303.654469,1.05534,1,0.83769,3.179334,26.795799,85,3.172139,303.654469,446.285187,1334076.866,442.934324,718364.5781,305.851016,TRUE,Success,0.955215
