Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage4
12.75,0.850664,7226437.676,,,Success,1.257645,1.090338,0.823114,4.122054,1.01325,3.860338,3.809857,298,477.1134,2312718.468,460.906689,797440.8878,307.086697,0.996062,1,0.839987,3.239623,3.860338,12.253817,3.174286,307.086697,452.224625,1870596.973,439.320881,702612.9466,306.447021,0.993754,1,0.839967,3.241396,12.253817,39.468097,3.220882,306.447021,451.973164,1874385.636,443.265922,719812.3378,305.641463,0.990826,0.90449,0.831341,2.15998,39.468097,84.999998,2.153638,305.641463,396.844562,1168736.598,394.565581,510520.7709,304.895982,TRUE,Success,1.090338,0.90449
12.7,0.851063,7194310.792,,,Success,1.252713,1.090082,0.823832,4.12549,1.01325,3.866295,3.815736,298,477.085812,2303286.277,460.902099,797420.5168,307.064598,0.990592,1,0.839924,3.243754,3.866295,12.291465,3.179133,307.064598,452.387284,1865652.719,439.48827,703341.6417,306.43751,0.98681,1,0.83985,3.246469,12.291465,39.655219,3.22624,306.43751,452.207629,1870217.098,443.509275,720875.0685,305.645603,0.98229,0.902149,0.832012,2.149709,39.655219,84.999999,2.143476,305.645603,396.156671,1155154.698,393.906422,507724.1116,304.858438,TRUE,Success,1.090082,0.902149
12.65,0.85143,7162634.363,,,Success,1.247781,1.089857,0.824543,4.129151,1.01325,3.87247,3.821831,298,477.068158,2293985.866,460.90645,797439.8248,307.042813,0.985084,1,0.839807,3.247669,3.87247,12.329035,3.183765,307.042813,452.549893,1860685.756,439.655676,704070.5061,306.427908,0.979914,1,0.839647,3.25112,12.329035,39.837244,3.231173,306.427908,452.437439,1865967.907,443.74806,721918.0512,305.649209,0.973958,0.89988,0.832629,2.13981,39.837244,84.999999,2.133682,305.649209,395.495076,1141994.834,393.272544,505035.4023,304.821988,TRUE,Success,1.089857,0.89988
12.6,0.851759,7131387.006,,,Success,1.242849,1.089635,0.825241,4.132595,1.01325,3.878418,3.827701,298,477.045145,2284618.088,460.906028,797437.9542,307.020786,0.97965,1,0.839638,3.25129,3.878418,12.364739,3.188089,307.020786,452.708011,1855646.099,439.81895,704781.4714,306.417926,0.973207,1,0.839363,3.255275,12.364739,40.007352,3.2356,306.417926,452.658023,1861582.965,443.977607,722920.8773,305.651718,0.965987,0.897741,0.833185,2.130637,40.007352,85,2.124609,305.651718,394.881588,1129539.855,392.685092,502544.2148,304.787646,TRUE,Success,1.089635,0.897741
12.55,0.852055,7100562.415,,,Success,1.237917,1.089427,0.825927,4.135999,1.01325,3.884313,3.833519,298,477.022966,2275263.501,460.90639,797439.5577,306.998741,0.974247,1,0.839413,3.254654,3.884313,12.399302,3.192148,306.998741,452.863969,1850561.426,439.980255,705483.9478,306.407703,0.966627,1,0.838999,3.258997,12.399302,40.16863,3.239588,306.407703,452.872561,1857102.844,444.20106,723897.2614,305.653418,0.958294,0.895702,0.833687,2.122011,40.16863,85,2.116079,305.653418,394.304997,1117634.644,392.133236,500204.4901,304.754922,TRUE,Success,1.089427,0.895702
12.5,0.852312,7070075.017,,,Success,1.232985,1.089173,0.826596,4.138517,1.01325,3.889302,3.838443,298,476.972362,2265546.873,460.881282,797328.1465,306.975626,0.969084,1,0.839145,3.257648,3.889302,12.429443,3.195803,306.975626,453.009281,1845336.9,440.131666,706143.4174,306.396699,0.960424,1,0.838574,3.262186,12.429443,40.308988,3.243025,306.396699,453.072189,1852420.441,444.409438,724807.9343,305.653291,0.951152,0.893866,0.834125,2.114555,40.308988,84.999999,2.108711,305.653291,393.803395,1106770.803,391.653911,498172.6796,304.725587,TRUE,Success,1.089173,0.893866
12.45,0.852542,7040122.644,,,Success,1.228053,1.089038,0.827264,4.14246,1.01325,3.895725,3.844781,298,476.973847,2256500.575,460.902939,797424.2462,306.954335,0.963583,1,0.8388,3.260601,3.895725,12.464197,3.199455,306.954335,453.1687,1840252.695,440.296258,706860.3859,306.38646,0.953899,1,0.838038,3.265203,12.464197,40.462544,3.246302,306.38646,453.28448,1847873.429,444.630454,725774.0119,305.654286,0.943754,0.891933,0.834533,2.106462,40.462544,85,2.100708,305.654286,393.26613,1095495.945,391.139903,495994.2658,304.694567,TRUE,Success,1.089038,0.891933
12.4,0.852736,7010510.524,,,Success,1.223121,1.088874,0.827914,4.145726,1.01325,3.901452,3.850434,298,476.954397,2247187.991,460.905848,797437.1559,306.932242,0.95827,1,0.838407,3.26322,3.901452,12.495365,3.202747,306.932242,453.32047,1835063.992,440.453731,707546.4334,306.375612,0.947681,1,0.83744,3.267758,12.495365,40.598721,3.249102,306.375612,453.485871,1843174.769,444.840336,726691.5807,305.653794,0.93681,0.890167,0.834885,2.099331,40.598721,85,2.093662,305.653794,392.791045,1085083.772,390.68605,494071.1439,304.666374,TRUE,Success,1.088874,0.890167
12.35,0.852899,6979881.202,,,Success,1.218189,1.087973,0.828474,4.138564,1.01325,3.896603,3.845648,298,476.5741,2233307.475,460.584923,796013.331,306.897227,0.955539,1,0.838181,3.264477,3.896603,12.486074,3.204348,306.897227,453.363625,1828646.876,440.509942,707791.341,306.357904,0.944535,1,0.837103,3.268932,12.486074,40.584736,3.2504,306.357904,453.568928,1837026.251,444.931071,727088.3102,305.640369,0.933334,0.889696,0.835104,2.100011,40.584736,84.999998,2.094383,305.640369,392.794631,1080900.6,390.69621,494114.1877,304.6603,TRUE,Success,1.087973,0.889696
12.3,0.853056,6947732.446,,,Success,1.213257,1.086179,0.828934,4.119014,1.01325,3.879192,3.828465,298,475.762508,2214027.053,459.876646,792872.6073,306.846788,0.955863,1,0.838209,3.264331,3.879192,12.429557,3.204161,306.846788,453.277742,1820789.466,440.445861,707512.1409,306.332158,0.944949,1,0.837149,3.268783,12.429557,40.398969,3.250234,306.332158,453.51348,1829199.854,444.882543,726876.1235,305.612113,0.933786,0.890696,0.835207,2.109647,40.398969,84.999998,2.104014,305.612113,393.342666,1083716.074,391.234261,496394.1325,304.679256,TRUE,Success,1.086179,0.890696
12.25,0.853213,6915657.498,,,Success,1.208325,1.084381,0.829386,4.09947,1.01325,3.861778,3.811279,298,474.950929,2194831.597,459.168018,789732.568,306.796316,0.956192,1,0.838237,3.264182,3.861778,12.373026,3.203971,306.796316,453.191671,1812933.875,440.381626,707232.2913,306.306383,0.945367,1,0.837195,3.26863,12.373026,40.213133,3.250065,306.306383,453.457814,1821374.426,444.833814,726663.0669,305.58383,0.934245,0.891704,0.835309,2.119376,40.213133,84.999998,2.113737,305.58383,393.894168,1086517.6,391.77571,498688.9396,304.698156,TRUE,Success,1.084381,0.891704
12.2,0.853368,6883651.757,,,Success,1.203393,1.082576,0.829832,4.079898,1.01325,3.844326,3.794054,298,474.138088,2175705.129,458.457895,786588.1291,306.745764,0.956533,1,0.838265,3.264026,3.844326,12.316344,3.203772,306.745764,453.105032,1805075.923,440.316886,706950.2487,306.280554,0.945802,1,0.837242,3.268469,12.316344,40.02673,3.249887,306.280554,453.40152,1813545.097,444.784472,726447.3395,305.555477,0.934721,0.892725,0.83541,2.129225,40.02673,85.000001,2.123581,305.555477,394.450782,1089325.608,392.32215,501005.3806,304.717071,TRUE,Success,1.082576,0.892725
12.15,0.853522,6851723.997,,,Success,1.198461,1.080769,0.830271,4.060368,1.01325,3.826906,3.776862,298,473.326459,2156678.641,457.748502,783449.1284,306.695226,0.956871,1,0.838293,3.263872,3.826906,12.25978,3.203575,306.695226,453.018568,1797223.808,440.252331,706669.0312,306.254717,0.946232,1,0.837288,3.268309,12.25978,39.840732,3.24971,306.254717,453.34539,1805721.378,444.735314,726232.4233,305.527138,0.935193,0.893749,0.835511,2.139145,39.840732,85.000001,2.133495,305.527138,395.009425,1092100.169,392.870594,503330.8038,304.735857,TRUE,Success,1.080769,0.893749
12.1,0.853675,6819869.633,,,Success,1.193529,1.078959,0.830703,4.040843,1.01325,3.809482,3.759667,298,472.51479,2137736.404,457.038718,780310.5787,306.644656,0.957212,1,0.838322,3.263714,3.809482,12.203197,3.203374,306.644656,452.931908,1789373.421,440.187616,706387.1267,306.22885,0.946667,1,0.837334,3.268146,12.203197,39.65465,3.24953,306.22885,453.289023,1797898.48,444.685936,726016.5533,305.498771,0.935671,0.894782,0.835611,2.149162,39.65465,85.000001,2.143507,305.498771,395.571708,1094861.328,393.422601,505671.8378,304.754583,TRUE,Success,1.078959,0.894782
12.05,0.853827,6788088.669,,,Success,1.188597,1.077144,0.831128,4.021326,1.01325,3.792056,3.742468,298,471.703105,2118878.678,456.328565,777172.5609,306.594059,0.957559,1,0.83835,3.263553,3.792056,12.1466,3.20317,306.594059,452.845058,1781524.864,440.122747,706104.5711,306.202952,0.947108,1,0.83738,3.267978,12.1466,39.468493,3.249345,306.202952,453.232425,1790076.506,444.636344,725799.7578,305.470376,0.936156,0.895823,0.835711,2.159278,39.468493,85.000001,2.153617,305.470376,396.13764,1097608.621,393.97818,508028.5297,304.773247,TRUE,Success,1.077144,0.895823
12,0.853977,6756380.827,,,Success,1.183665,1.075325,0.831545,4.001815,1.01325,3.774626,3.725266,298,470.891342,2100104.703,455.617991,774034.8276,306.543433,0.95791,1,0.838378,3.263389,3.774626,12.089982,3.202962,306.543433,452.758005,1773677.968,440.057711,705821.2998,306.177023,0.947555,1,0.837427,3.267807,12.089982,39.282241,3.249156,306.177023,453.175576,1782255.248,444.586518,725581.9485,305.441951,0.936649,0.896873,0.83581,2.169495,39.282241,85.000001,2.163828,305.441951,396.707333,1100342.908,394.53744,510401.3612,304.791849,TRUE,Success,1.075325,0.896873
11.95,0.854127,6724746.209,,,Success,1.178733,1.073502,0.831955,3.98231,1.01325,3.757193,3.708062,298,470.079556,2081415.113,454.907047,770897.5796,306.492782,0.958265,1,0.838407,3.263222,3.757193,12.033351,3.20275,306.492782,452.670764,1765832.935,439.992525,705537.3858,306.151064,0.948007,1,0.837473,3.267632,12.033351,39.095916,3.248963,306.151064,453.118491,1774434.923,444.536474,725363.1964,305.413498,0.937148,0.897931,0.835908,2.179814,39.095916,85.000001,2.17414,305.413498,397.280759,1103063.239,395.100354,512790.2261,304.810385,TRUE,Success,1.073502,0.897931
11.9,0.854275,6693184.726,,,Success,1.173802,1.071674,0.832356,3.962813,1.01325,3.739759,3.690855,298,469.267742,2062809.861,454.195731,767760.7995,306.442109,0.958625,1,0.838435,3.263052,3.739759,11.976705,3.202534,306.442109,452.583339,1757989.784,439.927188,705252.8351,306.125073,0.948466,1,0.83752,3.267453,11.976705,38.909518,3.248767,306.125073,453.061168,1766615.541,444.486211,725143.4948,305.385018,0.937653,0.898998,0.836006,2.190235,38.909518,85.000001,2.184555,305.385018,397.857959,1105769.54,395.666959,515195.3067,304.828852,TRUE,Success,1.071674,0.898998
11.85,0.854421,6661695.945,,,Success,1.16887,1.069842,0.83275,3.943321,1.01325,3.722319,3.673643,298,468.455789,2044287.568,453.483945,764624.0338,306.39141,0.95899,1,0.838464,3.262878,3.722319,11.920034,3.202314,306.39141,452.495696,1750148.185,439.861673,704967.5195,306.099051,0.94893,1,0.837567,3.26727,11.920034,38.723006,3.248565,306.099051,453.003571,1758796.702,444.435692,724922.6819,305.356506,0.938167,0.900074,0.836103,2.200763,38.723006,85,2.195078,305.356506,398.439115,1108463.491,396.237434,517617.3709,304.847253,TRUE,Success,1.069842,0.900074
11.8,0.854567,6630279.754,,,Success,1.163938,1.068005,0.833136,3.923833,1.01325,3.704873,3.656426,298,467.643682,2025848.035,452.771677,761487.2095,306.340686,0.959361,1,0.838493,3.2627,3.704873,11.863337,3.20209,306.340686,452.407833,1742308.116,439.795976,704681.4275,306.072995,0.949402,1,0.837614,3.267083,11.863337,38.536377,3.248359,306.072995,452.945694,1750978.369,444.38491,724700.7306,305.327963,0.938689,0.901159,0.836199,2.2114,38.536377,85,2.205708,305.327963,399.024289,1111145.235,396.811838,520056.6873,304.865588,TRUE,Success,1.068005,0.901159
11.75,0.854711,6598936.825,,,Success,1.159006,1.066163,0.833514,3.904356,1.01325,3.68743,3.63921,298,466.831663,2007494.209,452.059148,758351.2905,306.289949,0.959736,1,0.838522,3.26252,3.68743,11.806641,3.201862,306.289949,452.319826,1734470.392,439.730169,704394.8678,306.046911,0.949878,1,0.837661,3.266891,11.806641,38.349726,3.248149,306.046911,452.887613,1743161.475,444.333944,724477.9848,305.299397,0.939217,0.902253,0.836295,2.222142,38.349726,85,2.216444,305.299397,399.613205,1113810.75,397.389901,522512.132,304.883841,TRUE,Success,1.066163,0.902253
11.7,0.854854,6567666.181,,,Success,1.154074,1.064317,0.833883,3.884882,1.01325,3.66998,3.621988,298,466.019439,1989222.514,451.346095,755215.0953,306.239189,0.960116,1,0.83855,3.262336,3.66998,11.749915,3.201629,306.239189,452.231588,1726634.099,439.66417,704107.4874,306.020794,0.950362,1,0.837708,3.266695,11.749915,38.162941,3.247933,306.020794,452.829233,1735344.941,444.282698,724254.0222,305.270797,0.939754,0.903357,0.83639,2.232997,38.162941,85,2.227292,305.270797,400.206285,1116464.627,397.972034,524985.4635,304.902024,TRUE,Success,1.064317,0.903357
11.65,0.854995,6536468.091,,,Success,1.149142,1.062466,0.834243,3.865415,1.01325,3.652527,3.604764,298,465.207122,1971034.31,450.632621,752079.0657,306.188413,0.960502,1,0.838579,3.262147,3.652527,11.693171,3.201393,306.188413,452.143155,1718799.63,439.598012,703819.434,305.994644,0.950852,1,0.837756,3.266494,11.693171,37.97607,3.247713,305.994644,452.77059,1727529.212,444.231207,724028.9998,305.242168,0.940298,0.90447,0.836484,2.243963,37.97607,85,2.238252,305.242168,400.803425,1119104.938,398.558134,527476.2645,304.92013,TRUE,Success,1.062466,0.90447
11.6,0.855135,6505342.439,,,Success,1.14421,1.06061,0.834595,3.845955,1.01325,3.635071,3.587536,298,464.394698,1952929.438,449.918717,748943.1426,306.137621,0.960892,1,0.838609,3.261956,3.635071,11.636411,3.201151,306.137621,452.054525,1710966.976,439.531695,703530.7007,305.968463,0.951349,1,0.837803,3.266289,11.636411,37.789109,3.247488,305.968463,452.711677,1719714.263,444.179466,723802.8962,305.213509,0.94085,0.905593,0.836578,2.255044,37.789109,85,2.249325,305.213509,401.404684,1121731.762,399.148258,529984.793,304.938155,TRUE,Success,1.06061,0.905593
11.55,0.855274,6474289.092,,,Success,1.139278,1.058749,0.834938,3.826501,1.01325,3.617611,3.570304,298,463.58215,1934907.655,449.204367,745807.2389,306.086815,0.961288,1,0.838638,3.26176,3.617611,11.579631,3.200905,306.086815,451.965694,1703136.105,439.465216,703241.2722,305.942249,0.951852,1,0.837851,3.266079,11.579631,37.602054,3.247258,305.942249,452.652489,1711900.045,444.127468,723575.6796,305.18482,0.941411,0.906726,0.83667,2.26624,37.602054,85,2.260515,305.18482,402.010129,1124345.287,399.742471,532511.349,304.956099,TRUE,Success,1.058749,0.906726
11.5,0.855411,6443307.953,,,Success,1.134346,1.056883,0.835271,3.807053,1.01325,3.600148,3.55307,298,462.769468,1916968.873,448.489566,742671.3175,306.035995,0.96169,1,0.838667,3.26156,3.600148,11.522832,3.200655,306.035995,451.876663,1695307.028,439.398573,702951.1484,305.916003,0.952362,1,0.837898,3.265864,11.522832,37.414903,3.247023,305.916003,452.59302,1704086.555,444.075211,723347.3362,305.156101,0.94198,0.907868,0.836762,2.277554,37.414903,85,2.271822,305.156101,402.619814,1126945.497,400.340825,535056.1682,304.973958,TRUE,Success,1.056883,0.907868
11.45,0.855547,6412398.911,,,Success,1.129414,1.055012,0.835595,3.787611,1.01325,3.582682,3.535832,298,461.95664,1899112.945,447.774304,739535.3217,305.985164,0.962096,1,0.838696,3.261356,3.582682,11.466014,3.2004,305.985164,451.787428,1687479.739,439.331765,702660.3233,305.889724,0.952879,1,0.837946,3.265644,11.466014,37.227655,3.246783,305.889724,452.533266,1696273.773,444.022688,723117.8449,305.127352,0.942557,0.909021,0.836853,2.288988,37.227655,85,2.283249,305.127352,403.233799,1129532.455,400.943377,537619.5167,304.991731,TRUE,Success,1.055012,0.909021
11.4,0.855681,6381561.861,,,Success,1.124482,1.053135,0.83591,3.768176,1.01325,3.565212,3.518591,298,461.143656,1881339.74,447.058573,736399.1986,305.934323,0.962509,1,0.838726,3.261149,3.565212,11.409177,3.200139,305.934323,451.69799,1679654.237,439.264792,702368.7922,305.863413,0.953404,1,0.837994,3.265418,11.409177,37.040308,3.246536,305.863413,452.473223,1688461.682,443.969896,722887.1864,305.098572,0.943143,0.910184,0.836944,2.300544,37.040308,85,2.294797,305.098572,403.852144,1132106.202,401.550184,540201.659,305.009415,TRUE,Success,1.053135,0.910184
11.35,0.855814,6350796.699,,,Success,1.11955,1.051254,0.836214,3.748747,1.01325,3.547739,3.501347,298,460.330505,1863649.152,446.342366,733262.9031,305.883472,0.962927,1,0.838755,3.260936,3.547739,11.35232,3.199874,305.883472,451.608347,1671830.525,439.197652,702076.5526,305.837068,0.953935,1,0.838041,3.265188,11.35232,36.852861,3.246285,305.837068,452.412886,1680650.276,443.916831,722655.3436,305.069762,0.943738,0.911358,0.837033,2.312223,36.852861,85,2.306469,305.069762,404.474906,1134666.747,402.161301,542802.8525,305.027007,TRUE,Success,1.051254,0.911358
11.3,0.855945,6320103.328,,,Success,1.114618,1.049367,0.836509,3.729324,1.01325,3.530263,3.484099,298,459.517179,1846041.081,445.625678,730126.3922,305.832613,0.963351,1,0.838784,3.26072,3.530263,11.295444,3.199604,305.832613,451.518499,1664008.612,439.130346,701783.6029,305.810691,0.954474,1,0.838089,3.264951,11.295444,36.665315,3.246027,305.810691,452.352251,1672839.549,443.863488,722422.3005,305.040921,0.944342,0.912542,0.837122,2.324028,36.665315,85,2.318267,305.040921,405.102145,1137214.086,402.776785,545423.3553,305.044504,TRUE,Success,1.049367,0.912542
11.25,0.856075,6289481.628,,,Success,1.109686,1.047475,0.836794,3.709908,1.01325,3.512783,3.466848,298,458.703662,1828515.344,444.908494,726989.5932,305.781748,0.963781,1,0.838814,3.260499,3.512783,11.238547,3.199328,305.781748,451.428443,1656188.482,439.062871,701489.9322,305.784279,0.95502,1,0.838137,3.264709,11.238547,36.477665,3.245763,305.784279,452.291311,1665029.468,443.809862,722188.0302,305.012048,0.944955,0.913736,0.83721,2.335961,36.477665,85,2.330193,305.012048,405.733928,1139748.334,403.396701,548063.4714,305.061904,TRUE,Success,1.047475,0.913736
11.2,0.856203,6258931.503,,,Success,1.104754,1.045577,0.837068,3.690497,1.01325,3.4953,3.449593,298,457.889943,1811071.85,444.190809,723852.4635,305.730878,0.964216,1,0.838843,3.260273,3.4953,11.181631,3.199048,305.730878,451.338177,1648370.144,438.995227,701195.539,305.757835,0.955574,1,0.838184,3.264462,11.181631,36.289911,3.245494,305.757835,452.230064,1657220.031,443.75595,721952.5167,304.983144,0.945578,0.914942,0.837297,2.348025,36.289911,85,2.342249,304.983144,406.370315,1142269.478,404.021106,550723.4661,305.079204,TRUE,Success,1.045577,0.914942
11.15,0.85633,6228452.882,,,Success,1.099822,1.043674,0.837331,3.671094,1.01325,3.477814,3.432335,298,457.076029,1793710.659,443.472628,720715.014,305.680004,0.964658,1,0.838872,3.260043,3.477814,11.124696,3.198761,305.680004,451.247707,1640553.648,438.927416,700900.4386,305.731357,0.956135,1,0.838232,3.264208,11.124696,36.102059,3.245218,305.731357,452.168508,1649411.283,443.701751,721715.763,304.95421,0.94621,0.916159,0.837383,2.36022,36.102059,85,2.354436,304.95421,407.011349,1144777.291,404.65004,553403.5336,305.0964,TRUE,Success,1.043674,0.916159
11.1,0.856455,6198045.668,,,Success,1.094891,1.041765,0.837584,3.651697,1.01325,3.460325,3.415075,298,456.261912,1776431.695,442.753946,717577.2062,305.629129,0.965105,1,0.838902,3.259808,3.460325,11.067743,3.198469,305.629129,451.157032,1632739.007,438.859439,700604.631,305.704845,0.956704,1,0.83828,3.263948,11.067743,35.914109,3.244935,305.704845,452.106641,1641603.225,443.647262,721477.7548,304.925244,0.946852,0.917387,0.837468,2.372549,35.914109,85,2.366758,304.925244,407.657088,1147271.742,405.283559,556103.9405,305.113488,TRUE,Success,1.041765,0.917387
