Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage3,opt_n_stage4
13.65,0.843693,8080148.928,,,Feas(LowTol),1.346419,1.097207,0.808923,4.056094,1.01325,3.747269,3.698267,298,477.725769,2484613.581,460.906741,797441.1184,307.370499,1.099057,1,0.833177,3.116654,3.747269,11.380855,3.037107,307.370499,448.200504,1942778.642,435.313507,685195.0814,306.544515,1.14569,1.046536,0.833167,3.660417,11.380855,41.34836,3.633151,306.544515,471.211339,2275670.923,460.889025,797362.5034,306.557443,1.014046,0.921236,0.831413,2.304476,41.34836,95.011618,2.297833,306.557443,406.681785,1377085.781,404.219696,551569.6292,306.044083,FALSE,Feas(LowTol),1.097207,1.046536,0.921236
13.6,0.844488,8040914.222,,,Feas(LowTol),1.341487,1.096749,0.809761,4.060393,1.01325,3.754275,3.705181,298,477.704877,2475216.839,460.906741,797441.1184,307.348959,1.092949,1,0.833925,3.12634,3.754275,11.44181,3.047675,307.348959,448.491863,1939989.498,435.597753,686428.8367,306.543636,1.13541,1.045947,0.834256,3.664864,11.44181,41.626268,3.638084,306.543636,471.188969,2267003.381,460.902124,797420.6297,306.55936,1.003589,0.918261,0.832256,2.289681,41.626268,95.040055,2.283175,306.55936,405.728725,1358704.504,403.305596,547675.4232,305.995858,FALSE,Feas(LowTol),1.096749,1.045947,0.918261
13.55,0.845207,8003054.694,,,Success,1.336556,1.095968,0.810537,4.059144,1.01325,3.755652,3.70654,298,477.488277,2463102.508,460.906741,797441.1184,307.421202,1.08866,1,0.834429,3.132963,3.755652,11.473191,3.054913,307.421202,448.816132,1936356.198,435.909855,687783.7979,306.542292,1.128139,1.045516,0.834975,3.66733,11.473191,41.772655,3.640893,306.542292,471.15321,2258165.721,460.894152,797385.2565,306.552326,0.996384,0.916315,0.832822,2.280628,41.772655,94.999997,2.274215,306.552326,405.127732,1345430.268,402.730143,545224.7439,305.959445,TRUE,Success,1.095968,1.045516,0.916315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.4,0.847277,7888698.208,,,Success,1.32176,1.094665,0.813012,4.071371,1.01325,3.775907,3.726531,298,477.409824,2434745.336,460.906741,797441.1155,307.363646,1.070732,1,0.836334,3.159028,3.775907,11.643116,3.083528,307.363646,449.60823,1926501.177,436.688183,691164.1828,306.53428,1.099354,1.044,0.837384,3.675498,11.643116,42.501946,3.650393,306.53428,471.029415,2231504.824,460.874447,797297.8193,306.549634,0.968442,0.908408,0.834666,2.24125,42.501946,94.999999,2.235192,306.549634,402.608299,1295946.871,400.312083,534933.9131,305.823509,TRUE,Success,1.094665,1.044,0.908408
13.35,0.847896,7851127.349,,,Success,1.316828,1.094391,0.813851,4.077597,1.01325,3.784818,3.735325,298,477.461315,2426361.448,460.906741,797441.1184,307.306897,1.064127,1,0.836949,3.167976,3.784818,11.707975,3.093405,307.306897,449.830917,1923096.984,436.910903,692131.8418,306.530116,1.089177,1.043603,0.838051,3.678545,11.707975,42.779796,3.653902,306.530116,471.025566,2223167.886,460.904607,797431.6476,306.551883,0.958566,0.905552,0.83519,2.22661,42.779796,94.999994,2.220674,306.551883,401.688042,1278501.031,399.427599,531172.4524,305.774018,TRUE,Success,1.094391,1.043603,0.905552
13.3,0.848486,7815235.596,,,Success,1.311896,1.093859,0.814639,4.07946,1.01325,3.789299,3.739747,298,477.360022,2415888.314,460.906741,797441.1184,307.323765,1.058917,1,0.8374,3.174785,3.789299,11.750395,3.100942,307.323765,450.08886,1919166.357,437.164083,693232.0402,306.526006,1.081173,1.043251,0.838496,3.679857,11.750395,42.95445,3.655575,306.526006,470.991662,2214422.157,460.900295,797412.515,306.546614,0.951084,0.903574,0.835567,2.217488,42.95445,94.999995,2.211645,306.546614,401.099122,1265758.768,398.863884,528775.8811,305.739925,TRUE,Success,1.093859,1.043251,0.903574
13.25,0.849035,7779194.29,,,Success,1.306964,1.093491,0.815446,4.083721,1.01325,3.796199,3.746557,298,477.344348,2406589.117,460.906741,797441.1184,307.29927,1.052977,1,0.837874,3.182281,3.796199,11.803386,3.109264,307.29927,450.313629,1915310.203,437.388021,694205.3397,306.521015,1.072264,1.042863,0.838906,3.680757,11.803386,43.163488,3.656874,306.521015,470.94709,2205548.884,460.888458,797359.9912,306.54331,0.942915,0.901337,0.835918,2.206678,43.163488,94.999998,2.200934,306.54331,400.41339,1251746.086,398.206188,525980.4957,305.701168,TRUE,Success,1.093491,1.042863,0.901337
13.2,0.849554,7743804.261,,,Success,1.302032,1.093107,0.816244,4.087521,1.01325,3.802623,3.752897,298,477.313601,2397087.514,460.906386,797439.542,307.281796,1.047202,1,0.838293,3.189294,3.802623,11.853065,3.117076,307.281796,450.53501,1911291.172,437.608736,695164.7916,306.515583,1.063731,1.042575,0.839211,3.681999,11.853065,43.36437,3.658494,306.515583,470.935383,2197136.449,460.906339,797439.3337,306.540246,0.935001,0.899191,0.836211,2.196386,43.36437,95,2.190739,306.540246,399.763473,1238289.127,397.583025,523332.5996,305.663996,TRUE,Success,1.093107,1.042575,0.899191
