Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage2,opt_n_stage4
13.95,0.842703,8075920.915,,,Success,1.376011,1.099865,0.803757,4.024177,1.01325,3.698816,3.650447,298,477.643708,2538072.349,460.906741,797441.1184,307.598061,1.138347,1.054756,0.834719,3.776054,3.698816,13.651284,3.690717,307.598061,476.538934,2387085.508,460.905628,797436.1759,307.953054,0.978375,1,0.83959,3.252105,13.651284,44.123972,3.232221,307.953054,454.786094,2070253.438,445.825299,730999.8246,306.36448,0.970837,0.879664,0.828975,1.932479,44.123972,85,1.92639,306.36448,383.553046,1080509.62,381.541352,455388.2233,304.38957,TRUE,Success,1.099865,1.054756,0.879664
13.9,0.843221,8041090.808,,,Success,1.371079,1.09933,0.804613,4.028471,1.01325,3.705876,3.657416,298,477.61976,2528629.564,460.906558,797440.3058,307.578236,1.132069,1.054535,0.835314,3.779163,3.705876,13.692344,3.694766,307.578236,476.515696,2378464.087,460.906551,797440.2727,307.934627,0.971916,1,0.839299,3.256033,13.692344,44.314042,3.23641,307.934627,454.986857,2065975.049,446.036524,731924.1844,306.368867,0.963215,0.877519,0.829601,1.924121,44.314042,84.999999,1.918128,306.368867,382.950115,1068022.108,380.962713,452944.5155,304.352793,TRUE,Success,1.09933,1.054535,0.877519
13.85,0.843711,8006641.373,,,Success,1.366147,1.098813,0.805468,4.032862,1.01325,3.713026,3.664471,298,477.599705,2519244.588,460.906741,797441.1184,307.556684,1.125785,1.05433,0.835875,3.782127,3.713026,13.733232,3.698663,307.556684,476.490604,2369841.203,460.905836,797437.1017,307.916081,0.965508,1,0.838928,3.259595,13.733232,44.498844,3.240231,307.916081,455.18462,2061636.958,446.244707,732835.3951,306.372759,0.95577,0.875438,0.830184,1.916063,44.498844,84.999999,1.910162,306.372759,382.369261,1055918.624,380.40533,450591.0014,304.3171,TRUE,Success,1.098813,1.05433,0.875438
13.8,0.844174,7972590.178,,,Success,1.361215,1.098304,0.80632,4.037192,1.01325,3.720104,3.671457,298,477.577941,2509837.513,460.906741,797441.1184,307.535794,1.119549,1.054138,0.836397,3.784867,3.720104,13.773034,3.702325,307.535794,476.465412,2361208.795,460.904986,797433.3298,307.897425,0.959213,1,0.838481,3.262772,13.773034,44.675025,3.243659,307.897425,455.377815,2057216.959,446.448192,733726.1982,306.375893,0.948569,0.873445,0.830721,1.908442,44.675025,85,1.902629,306.375893,381.8196,1044326.912,379.878055,448364.9875,304.282983,TRUE,Success,1.098304,1.054138,0.873445
13.75,0.844609,7938864.435,,,Success,1.356283,1.097805,0.807168,4.041473,1.01325,3.727122,3.678384,298,477.55492,2500414.988,460.906663,797440.7688,307.515407,1.113355,1.053921,0.836876,3.786904,3.727122,13.810007,3.705273,307.515407,476.421348,2352304.155,460.887044,797353.7129,307.877851,0.953148,1,0.83797,3.265528,13.810007,44.836348,3.246657,307.877851,455.561745,2052659.598,446.642251,734575.8764,306.377725,0.941734,0.871587,0.831207,1.901512,44.836348,85.000002,1.895783,306.377725,381.318066,1033485.694,379.397322,446335.7822,304.251351,TRUE,Success,1.097805,1.053921,0.871587
13.7,0.844996,7905612.884,,,Success,1.351351,1.097424,0.808033,4.047528,1.01325,3.735928,3.687074,298,477.595555,2491889.289,460.906741,797441.1184,307.464331,1.1066,1.053881,0.837364,3.791145,3.735928,13.862167,3.710502,307.464331,476.416668,2344377.086,460.905578,797435.9577,307.86067,0.946083,1,0.837272,3.268365,13.862167,45.048879,3.249772,307.86067,455.785829,2048624.967,446.87667,735602.459,306.38401,0.933893,0.869351,0.831707,1.892473,45.048879,85,1.886839,306.38401,380.678732,1020721.542,378.782834,443742.4178,304.212373,TRUE,Success,1.097424,1.053881,0.869351
13.65,0.845398,7872753.739,,,Success,1.346419,1.096843,0.808856,4.050017,1.01325,3.74111,3.692189,298,477.509922,2481591.779,460.905311,797434.7726,307.473257,1.10105,1.053656,0.837719,3.791958,3.74111,13.887457,3.712122,307.473257,476.3926,2335355.327,460.90476,797432.3263,307.841007,0.940883,1,0.836684,3.270194,13.887457,45.159303,3.251805,307.841007,455.940965,2043623.284,447.041079,736322.5697,306.381563,0.928205,0.867919,0.832079,1.887791,45.159303,85,1.882226,306.381563,380.330689,1012183.349,378.450753,442341.1149,304.18879,TRUE,Success,1.096843,1.053656,0.867919
13.6,0.845752,7837436.022,,,Success,1.341487,1.096375,0.809694,4.054182,1.01325,3.747983,3.698971,298,477.484634,2472144.801,460.902189,797420.916,307.452015,1.094967,1.052075,0.838029,3.776638,3.747983,13.858847,3.697682,307.452015,475.69081,2317284.36,460.292119,794714.6722,307.792958,0.939298,1,0.836492,3.270708,13.858847,45.07425,3.252381,307.792958,455.925129,2036572.831,447.035274,736297.1404,306.361305,0.92652,0.867993,0.832274,1.891323,45.07425,84.99999,1.885777,306.361305,380.526645,1011434.03,378.646344,443166.4462,304.194061,TRUE,Success,1.096375,1.052075,0.867993
13.55,0.8461,7801795.432,,,Success,1.336556,1.095933,0.81053,4.058566,1.01325,3.755066,3.705962,298,477.467774,2462817.588,460.906642,797440.6761,307.431055,1.088847,1.050229,0.838308,3.758178,3.755066,13.819022,3.680101,307.431055,474.86857,2297605.78,459.570275,791514.7568,307.739713,0.938461,1,0.836388,3.270972,13.819022,44.948816,3.252677,307.739713,455.874793,2029103.354,446.995071,736121.0421,306.337382,0.925653,0.868378,0.832435,1.896575,44.948816,84.999997,1.89104,306.337382,380.835709,1012268.71,378.951689,444455,304.205252,TRUE,Success,1.095933,1.050229,0.868378
13.5,0.846443,7765251.381,,,Success,1.331624,1.095492,0.811361,4.062761,1.01325,3.761949,3.712755,298,477.445035,2453410.758,460.905866,797437.2362,307.40983,1.082807,1.047821,0.838547,3.733093,3.761949,13.753234,3.65588,307.40983,473.786061,2274409.324,458.612448,787272.3044,307.6751,0.939372,1,0.836501,3.270685,13.753234,44.730393,3.252355,307.6751,455.744643,2020666.201,446.875266,735596.3078,306.305061,0.926692,0.869484,0.832522,1.905821,44.730393,84.999993,1.900274,306.305061,381.406098,1016765.098,379.51057,446813.781,304.230073,TRUE,Success,1.095492,1.047821,0.869484
13.45,0.846781,7728871.291,,,Success,1.326692,1.095066,0.812188,4.066973,1.01325,3.768839,3.719555,298,477.423704,2444025.718,460.906384,797439.5318,307.388617,1.076787,1.045407,0.838767,3.708044,3.768839,13.687246,3.631688,307.388617,472.704399,2251336.953,457.65478,783034.5823,307.61038,0.940306,1,0.836615,3.270384,13.687246,44.511158,3.252017,307.61038,455.613571,2012225.095,446.754547,735067.626,306.272659,0.927758,0.870604,0.832609,1.915194,44.511158,85,1.909634,306.272659,381.982403,1021283.525,380.075221,449197.3281,304.254982,TRUE,Success,1.095066,1.045407,0.870604
13.4,0.847115,7692685.395,,,Success,1.32176,1.094651,0.81301,4.071144,1.01325,3.775677,3.726304,298,477.401807,2434635.157,460.906429,797439.7317,307.367342,1.070804,1.043005,0.838968,3.683254,3.775677,13.621675,3.607744,307.367342,471.632394,2228510.617,456.705244,778836.7616,307.545928,0.941221,1,0.836724,3.270082,13.621675,44.293318,3.251679,307.545928,455.483621,2003803.605,446.634944,734543.8801,306.24038,0.928806,0.871721,0.832696,1.924598,44.293318,85,1.919025,306.24038,382.558427,1025736.015,380.639629,451580.2655,304.279653,TRUE,Success,1.094651,1.043005,0.871721
13.35,0.847445,7656651.629,,,Success,1.316828,1.094247,0.813826,4.075287,1.01325,3.782477,3.733015,298,477.379871,2425246.355,460.906472,797439.9222,307.346023,1.064854,1.040593,0.839149,3.658447,3.782477,13.555542,3.583774,307.346023,470.559036,2205777.657,455.753885,774634.7392,307.481276,0.942185,1,0.836837,3.269757,13.555542,44.073359,3.251317,307.481276,455.351704,1995364.975,446.513378,734011.5971,306.207907,0.929909,0.872863,0.832781,1.934189,44.073359,84.999999,1.928603,306.207907,383.144181,1030262.642,381.213507,454003.614,304.3046,TRUE,Success,1.094247,1.040593,0.872863
13.3,0.84777,7620804.295,,,Success,1.311896,1.093855,0.814638,4.079395,1.01325,3.789232,3.739682,298,477.357724,2415856.974,460.906359,797439.4207,307.324654,1.058937,1.038189,0.83931,3.633856,3.789232,13.489705,3.56001,307.324654,469.493615,2183265.04,454.80913,770465.6588,307.416835,0.943139,1,0.836947,3.269428,13.489705,43.854357,3.25095,307.416835,455.220517,1986941.321,446.392538,733482.5457,306.175517,0.931004,0.874005,0.832866,1.943833,43.854357,85,1.938234,306.175517,383.730987,1034740.959,381.788434,456431.8366,304.329371,TRUE,Success,1.093855,1.038189,0.874005
13.25,0.848091,7585197.281,,,Success,1.306964,1.093475,0.815444,4.083476,1.01325,3.795951,3.746312,298,477.335723,2406471.914,460.90641,797439.65,307.303249,1.053053,1.035828,0.839452,3.609853,3.795951,13.425616,3.536826,307.303249,468.45144,2161179.197,453.884885,766390.6762,307.353287,0.943981,1,0.837042,3.269131,13.425616,43.641579,3.25062,307.353287,455.094684,1978587.116,446.277033,732976.8981,306.143685,0.931977,0.875107,0.832956,1.953295,43.641579,85,1.947684,306.143685,384.303582,1038959.055,382.349609,458802.4095,304.353188,TRUE,Success,1.093475,1.035828,0.875107
13.2,0.848407,7549649.777,,,Success,1.302032,1.093107,0.816244,4.087519,1.01325,3.802621,3.752895,298,477.313542,2397086.72,460.906334,797439.309,307.281793,1.047202,1.033402,0.839573,3.585219,3.802621,13.358613,3.513001,307.281793,467.382583,2138840.958,452.935871,762210.1371,307.288443,0.945036,1,0.837159,3.268751,13.358613,43.418148,3.250199,307.288443,454.959389,1970127.432,446.152094,732430.012,306.110889,0.933188,0.876301,0.833037,1.963332,43.418148,85,1.957707,306.110889,384.910832,1043594.667,382.944425,461315.5598,304.378535,TRUE,Success,1.093107,1.033402,0.876301
13.15,0.848719,7514308.157,,,Success,1.2971,1.092751,0.817037,4.091528,1.01325,3.809247,3.759434,298,477.291386,2387704.192,460.906312,797439.2142,307.260296,1.041384,1.030999,0.839674,3.560951,3.809247,13.292492,3.489533,307.260296,466.327714,2116802.56,451.998989,758086.6179,307.224097,0.94604,1,0.837267,3.268381,13.292492,43.197799,3.249789,307.224097,454.826692,1961704.693,446.029743,731894.5059,306.078368,0.934346,0.87748,0.83312,1.973332,43.197799,85.000001,1.967693,306.078368,385.513117,1048096.712,383.534454,463808.9665,304.403388,TRUE,Success,1.092751,1.030999,0.87748
13.1,0.849026,7479187.238,,,Success,1.292168,1.092406,0.817824,4.095496,1.01325,3.815822,3.765923,298,477.269099,2378322.245,460.906207,797438.7491,307.238751,1.035601,1.028629,0.839755,3.53717,3.815822,13.227712,3.466543,307.238751,465.292147,2095133.089,451.079088,754041.2471,307.160492,0.94696,1,0.837365,3.268035,13.227712,42.98222,3.249407,307.160492,454.698131,1953336.224,445.911509,731377.0752,306.046275,0.935413,0.878629,0.833206,1.983214,42.98222,84.999998,1.977562,306.046275,386.10531,1052395.681,384.114726,466261.6151,304.427494,TRUE,Success,1.092406,1.028629,0.878629
13.05,0.849328,7444411.362,,,Success,1.287236,1.092074,0.818604,4.099421,1.01325,3.822343,3.772359,298,477.246665,2368940.684,460.906005,797437.8503,307.217156,1.029852,1.026375,0.839815,3.514792,3.822343,13.167769,3.444947,307.217156,464.314507,2074345.763,450.211295,750228.0905,307.099355,0.947546,1,0.837426,3.267811,13.167769,42.784189,3.24916,307.099355,454.585132,1945153.544,445.808776,730927.5213,306.01576,0.936109,0.879644,0.833307,1.992376,42.784189,84.99999,1.986715,306.01576,386.649222,1055971.371,384.648211,468516.9274,304.448967,TRUE,Success,1.092074,1.026375,0.879644
13,0.849626,7409382.22,,,Success,1.282304,1.091755,0.819377,4.103321,1.01325,3.82883,3.778761,298,477.224817,2359569.283,460.90636,797439.4248,307.195539,1.024132,1.023853,0.839857,3.489505,3.82883,13.096259,3.420434,307.195539,463.213595,2052018.218,449.230961,745923.9464,307.032645,0.948966,1,0.837571,3.267256,13.096259,42.543844,3.248549,307.032645,454.434317,1936539.497,445.668366,730313.1585,305.98143,0.937738,0.881012,0.833371,2.003619,42.543844,84.999997,1.997939,305.98143,387.322923,1061255.222,385.307579,471304.9739,304.47664,TRUE,Success,1.091755,1.023853,0.881012
12.95,0.849918,7374755.596,,,Success,1.277372,1.091447,0.820141,4.107168,1.01325,3.835252,3.785099,298,477.202616,2350195.514,460.906433,797439.7492,307.173864,1.018449,1.021484,0.839876,3.466047,3.835252,13.031188,3.39774,307.173864,462.1884,2030809.514,448.318917,741922.9503,306.969204,0.949939,1,0.837667,3.266867,13.031188,42.326886,3.248122,306.969204,454.304275,1928171.502,445.548647,729789.3874,305.949206,0.93887,0.882199,0.833455,2.013874,42.326886,85,2.00818,305.949206,387.931141,1065579.065,385.903479,473825.1917,304.500814,TRUE,Success,1.091447,1.021484,0.882199
12.9,0.850206,7340298.985,,,Success,1.27244,1.091151,0.820898,4.110962,1.01325,3.841612,3.791376,298,477.180213,2340821.399,460.906357,797439.414,307.152137,1.012801,1.01912,0.839875,3.442751,3.841612,12.966207,3.3752,307.152137,461.16899,2009783.732,447.41163,737945.953,306.90593,0.950915,1,0.837762,3.266468,12.966207,42.110155,3.247685,306.90593,454.174376,1919810.778,445.429065,729266.2671,305.916999,0.940009,0.883393,0.833539,2.024224,42.110155,84.999998,2.018515,305.916999,388.54272,1069883.076,386.502667,476359.8344,304.524905,TRUE,Success,1.091151,1.01912,0.883393
12.85,0.850488,7306070.333,,,Success,1.267508,1.090868,0.821646,4.114709,1.01325,3.847913,3.797595,298,477.157841,2331450.077,460.906344,797439.3564,307.130366,1.007188,1.016802,0.839852,3.420065,3.847913,12.903056,3.353261,307.130366,460.174603,1989192.818,446.526623,734069.5896,306.843695,0.951769,1,0.837843,3.266114,12.903056,41.900049,3.247297,306.843695,454.050383,1911522.857,445.315362,728768.9121,305.885387,0.941012,0.884541,0.833628,2.034357,41.900049,84.999998,2.028637,305.885387,389.138172,1073904.581,387.086249,478828.9719,304.547967,TRUE,Success,1.090868,1.016802,0.884541
12.8,0.850765,7271773.38,,,Success,1.262576,1.090596,0.822385,4.118403,1.01325,3.854152,3.803752,298,477.135433,2322080.626,460.906331,797439.2984,307.108548,1.001609,1.014325,0.839813,3.395715,3.854152,12.832973,3.329649,307.108548,459.106938,1967745.025,445.574419,729902.1353,306.778092,0.953141,1,0.83797,3.265531,12.832973,41.664299,3.24666,306.778092,453.903146,1902977,445.178504,728170.3377,305.851467,0.942602,0.885912,0.833693,2.045856,41.664299,84.999999,2.040116,305.851467,389.816348,1078970.729,387.750058,481638.167,304.574764,TRUE,Success,1.090596,1.014325,0.885912
12.75,0.851037,7237788.455,,,Success,1.257645,1.090338,0.823114,4.122044,1.01325,3.860327,3.809847,298,477.113043,2312713.788,460.906368,797439.4635,307.086684,0.996065,1.011952,0.83975,3.372625,3.860327,12.767215,3.307288,307.086684,458.092171,1947098.152,444.669879,725946.3576,306.714785,0.95421,1,0.838066,3.265067,12.767215,41.44434,3.246153,306.714785,453.770072,1894597.985,445.055749,727633.4993,305.818965,0.943853,0.887161,0.833772,2.056698,41.44434,84.999999,2.050943,305.818965,390.450635,1083378.53,388.371345,484268.0101,304.599174,TRUE,Success,1.090338,1.011952,0.887161
12.7,0.851304,7203990.887,,,Success,1.252713,1.090091,0.823833,4.125626,1.01325,3.866433,3.815872,298,477.090554,2303348.036,460.906351,797439.3857,307.06477,0.990557,1.009599,0.839666,3.349859,3.866433,12.702168,3.285242,307.06477,457.090039,1926720.603,443.776374,722041.7374,306.651977,0.955237,1,0.838155,3.264612,12.702168,41.22689,3.245658,306.651977,453.639205,1886249.535,444.935188,727106.3117,305.786687,0.945061,0.888399,0.833853,2.067531,41.22689,84.999995,2.061761,305.786687,391.081486,1087672.713,388.989327,486884.4458,304.623156,TRUE,Success,1.090091,1.009599,0.888399
12.65,0.851565,7170329.6,,,Success,1.247781,1.089857,0.824542,4.129148,1.01325,3.872468,3.821829,298,477.068064,2293984.65,460.906366,797439.4517,307.042809,0.985084,1.007229,0.839562,3.327009,3.872468,12.636265,3.263104,307.042809,456.082647,1906378.7,442.877609,718116.9975,306.588866,0.95634,1,0.838249,3.264115,12.636265,41.006147,3.245116,306.588866,453.505259,1877872.302,444.811556,726565.7507,305.754112,0.946357,0.889674,0.83393,2.078645,41.006147,85,2.07286,305.754112,391.727032,1092093.949,389.621581,489561.9164,304.647567,TRUE,Success,1.089857,1.007229,0.889674
12.6,0.851821,7136845.806,,,Success,1.242849,1.089636,0.825241,4.132606,1.01325,3.878428,3.827711,298,477.045511,2284622.823,460.906357,797439.4128,307.020799,0.979648,1.004875,0.839437,3.304418,3.878428,12.570826,3.241217,307.020799,455.085059,1886267.394,441.987321,714232.0761,306.526136,0.957421,1,0.838339,3.263617,12.570826,40.786996,3.244576,306.526136,453.372692,1869516.201,444.689292,726031.2246,305.721679,0.947631,0.890946,0.834008,2.089799,40.786996,84.999996,2.083997,305.721679,392.372068,1096439.388,390.253367,492238.0258,304.67168,TRUE,Success,1.089636,1.004875,0.890946
