Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage3,opt_n_stage4
13.2,0.850445,7887454.689,,,Success,1.302032,1.09312,0.816246,4.087726,1.01325,3.802831,3.753102,298,477.320817,2397185.207,460.906741,797441.1183,307.278512,1.047139,1,0.838298,3.189369,3.802831,11.854032,3.11716,307.278512,450.532934,1911306.475,437.606923,695156.9074,306.515553,1.063645,1.042567,0.839214,3.681954,11.854032,43.367416,3.658453,306.515553,470.933089,2197105.699,460.904429,797430.8585,306.540389,0.934935,0.916537,0.83792,2.380702,43.367416,103,2.375055,306.540389,410.337388,1381857.307,408.023509,567792.5484,306.625585,TRUE,Success,1.09312,1.042567,0.916537
13.15,0.850898,7852001.301,,,Success,1.2971,1.092752,0.817037,4.091544,1.01325,3.809263,3.759451,298,477.291957,2387711.902,460.906741,797441.1183,307.260269,1.04138,1,0.838674,3.196091,3.809263,11.902706,3.124674,307.260269,450.746654,1907170.996,437.820703,696086.3647,306.509639,1.055272,1.042258,0.839422,3.682281,11.902706,43.553775,3.659149,306.509639,470.90173,2188437.419,460.903284,797425.7768,306.535868,0.927402,0.914581,0.838001,2.370449,43.553775,102.999999,2.364893,306.535868,409.743101,1368680.984,407.454945,565365.7807,306.59194,TRUE,Success,1.092752,1.042258,0.914581
13.1,0.851312,7817024.222,,,Success,1.292168,1.092392,0.817822,4.095277,1.01325,3.8156,3.765704,298,477.261412,2378218.97,460.89932,797408.1882,307.238464,1.035661,1,0.839004,3.202501,3.8156,11.949948,3.131866,307.238464,450.948191,1902896.363,438.023422,696967.8663,306.503031,1.047093,1.041977,0.839536,3.682268,11.949948,43.730744,3.659492,306.503031,470.873334,2179824.331,460.904264,797430.1275,306.530776,0.920129,0.912718,0.838026,2.360792,43.730744,102.999997,2.355322,306.530776,409.186555,1356084.559,406.922811,563095.1143,306.559922,TRUE,Success,1.092392,1.041977,0.912718
13.05,0.851698,7782518.634,,,Success,1.287236,1.092075,0.818604,4.099434,1.01325,3.822356,3.772372,298,477.247121,2368946.787,460.906413,797439.6632,307.217173,1.029848,1,0.839294,3.208745,3.822356,11.997995,3.1389,307.217173,451.149156,1898585.18,438.22575,697847.8034,306.496354,1.038908,1.041708,0.839556,3.681849,11.997995,43.905804,3.659429,306.496354,470.846252,2171235.925,460.906349,797439.3771,306.525562,0.912955,0.910888,0.837995,2.351316,43.905804,103,2.345931,306.525562,408.644866,1343750.742,406.404942,560885.8838,306.528507,TRUE,Success,1.092075,1.041708,0.910888
13,0.852049,7748495.718,,,Success,1.282304,1.091755,0.819377,4.103325,1.01325,3.828833,3.778764,298,477.224933,2359570.836,460.906464,797439.888,307.195543,1.024131,1,0.839534,3.214619,3.828833,12.043777,3.145548,307.195543,451.34114,1894137.365,438.419856,698692.1099,306.489072,1.030981,1.041455,0.83948,3.680981,12.043777,44.066997,3.658902,306.489072,470.81776,2162641.824,460.906244,797438.91,306.519376,0.906121,0.909181,0.837912,2.342654,44.066997,102.999999,2.33735,306.519376,408.152513,1332145.694,405.934784,558880.6616,306.499282,TRUE,Success,1.091755,1.041455,0.909181
12.95,0.852366,7714938.4,,,Success,1.277372,1.091447,0.820141,4.107175,1.01325,3.835259,3.785106,298,477.202861,2350198.77,460.906653,797440.7241,307.173874,1.018447,1,0.839724,3.220197,3.835259,12.088317,3.151891,307.173874,451.527523,1889595,438.608874,699514.4007,306.481392,1.023219,1.041215,0.839312,3.679722,12.088317,44.21874,3.657973,306.481392,470.790177,2154070.594,460.906377,797439.5038,306.512563,0.899528,0.907563,0.83778,2.334556,44.21874,102.999996,2.329329,306.512563,407.695686,1321074.037,405.498969,557022.3211,306.471637,TRUE,Success,1.091447,1.041215,0.907563
12.9,0.852651,7680346.258,,,Feas(LowTol),1.27244,1.091152,0.820898,4.11097,1.01325,3.841619,3.791383,298,477.180477,2340824.895,460.906594,797440.4648,307.152147,1.012799,1,0.839866,3.225481,3.841619,12.131565,3.15793,307.152147,451.708581,1884962.781,438.793047,700315.7331,306.473324,1.015621,1.039481,0.839144,3.662335,12.131565,44.169912,3.640908,306.473324,470.104709,2136751.577,460.287304,794693.3176,306.476775,0.896994,0.907489,0.837729,2.337101,44.169912,102.999986,2.331904,306.476775,407.799871,1317807.006,405.60729,557484.1703,306.469732,FALSE,Feas(LowTol),1.091152,1.039481,0.907489
12.85,0.85292,7642855.677,,,Success,1.267508,1.090868,0.821646,4.114709,1.01325,3.847913,3.797595,298,477.157832,2331449.957,460.906336,797439.3203,307.130366,1.007188,1,0.839957,3.230475,3.847913,12.173529,3.163671,307.130366,451.884754,1880247.275,438.972775,701097.8335,306.464888,1.008183,1.034394,0.839134,3.60991,12.173529,43.688307,3.588796,306.464888,467.945546,2099976.67,458.280942,785804.9259,306.376497,0.903219,0.910756,0.837935,2.36288,43.688307,102.999996,2.35761,306.376497,409.111528,1331181.775,406.886828,562941.5939,306.522642,TRUE,Success,1.090868,1.034394,0.910756
12.8,0.853178,7605864.659,,,Success,1.262576,1.090597,0.822385,4.118404,1.01325,3.854153,3.803753,298,477.135458,2322080.958,460.906354,797439.399,307.108549,1.001609,1,0.839998,3.235188,3.854153,12.214278,3.169121,307.108549,452.05663,1875456.656,439.148595,701863.028,306.456114,1.000896,1.029412,0.8391,3.55884,12.214278,43.214486,3.53803,306.456114,465.823618,2063935.802,456.307561,777079.7823,306.276597,0.909421,0.914012,0.838115,2.388803,43.214486,102.999999,2.38346,306.276597,410.421302,1344391.243,408.164362,568393.8475,306.574458,TRUE,Success,1.090597,1.029412,0.914012
12.75,0.853424,7569516.169,,,Success,1.257645,1.090338,0.823114,4.122047,1.01325,3.86033,3.80985,298,477.113146,2312715.142,460.906461,797439.8755,307.086688,0.996064,1,0.839987,3.239622,3.86033,12.253787,3.174285,307.086688,452.224543,1870596.031,439.320805,702612.6158,306.447016,0.993757,1.024714,0.839031,3.511011,12.253787,42.771808,3.490497,306.447016,463.821322,2029704.046,454.444943,768859.5409,306.180828,0.915101,0.91707,0.838263,2.413538,42.771808,103,2.408128,306.180828,411.661102,1356500.95,409.373883,573559.0175,306.622202,TRUE,Success,1.090338,1.024714,0.91707
12.7,0.853657,7533430.622,,,Success,1.252713,1.090091,0.823833,4.125626,1.01325,3.866432,3.815872,298,477.090551,2303348.003,460.906349,797439.3754,307.06477,0.990557,1,0.839924,3.24378,3.866432,12.29202,3.179163,307.06477,452.388781,1865669.924,439.489666,703347.7173,306.437605,0.986766,1.019873,0.838955,3.461896,12.29202,42.305069,3.441669,306.437605,461.744419,1994720.214,452.510233,760336.3271,306.080701,0.921418,0.920368,0.838401,2.440181,42.305069,103,2.434696,306.080701,412.989952,1369692.482,410.669553,579095.5772,306.672867,TRUE,Success,1.090091,1.019873,0.920368
12.65,0.853879,7497941.058,,,Success,1.247781,1.089853,0.824542,4.129084,1.01325,3.872403,3.821764,298,477.065827,2293955.63,460.90436,797430.5495,307.042728,0.985101,1,0.839808,3.247657,3.872403,12.328765,3.183751,307.042728,452.549166,1860677.446,439.654999,704067.5562,306.427862,0.979936,1.015298,0.838847,3.415819,12.328765,41.866904,3.395872,306.427862,459.780996,1961445.567,450.680763,752290.6065,305.984609,0.92725,0.923483,0.838511,2.465731,41.866904,102.999996,2.460177,305.984609,414.254423,1381862.415,411.902647,584368.1633,306.719762,TRUE,Success,1.089853,1.015298,0.923483
12.6,0.854088,7462864.738,,,Success,1.242849,1.089635,0.825241,4.132603,1.01325,3.878425,3.827708,298,477.04541,2284621.513,460.906266,797439.0092,307.020795,0.979648,1,0.839637,3.251291,3.878425,12.364769,3.18809,307.020795,452.708093,1855647.029,439.819027,704781.8031,306.417931,0.973204,1.010762,0.83872,3.370386,12.364769,41.430781,3.350712,306.417931,457.828489,1928529.298,448.860121,744296.7441,305.88822,0.93316,0.926627,0.838602,2.4917,41.430781,102.999999,2.486074,305.88822,415.531515,1394066.899,413.147794,589695.743,306.766228,TRUE,Success,1.089635,1.010762,0.926627
12.55,0.854285,7428238.622,,,Success,1.237917,1.089426,0.825927,4.13599,1.01325,3.884304,3.83351,298,477.022661,2275259.573,460.906116,797438.3429,306.99873,0.974249,1,0.839413,3.254653,3.884304,12.399268,3.192147,306.99873,452.863876,1850560.371,439.980168,705483.5695,306.407697,0.966629,1.006341,0.838572,3.326378,12.399268,41.003984,3.306968,306.407697,455.921273,1896413.929,447.080689,736496.0759,305.793006,0.938985,0.929739,0.838675,2.517647,41.003984,103,2.511951,305.793006,416.799361,1406004.749,414.383804,594987.7312,306.811341,TRUE,Success,1.089426,1.006341,0.929739
12.5,0.854469,7393802.03,,,Success,1.232985,1.08923,0.826602,4.139318,1.01325,3.890114,3.839244,298,477.000249,2265904.357,460.906301,797439.1638,306.976628,0.968884,1,0.839134,3.25776,3.890114,12.43257,3.19594,306.976628,453.017722,1845432.125,440.139537,706177.7052,306.397229,0.960183,1.001626,0.838434,3.279476,12.43257,40.534212,3.260324,306.397229,453.864387,1862586.795,445.158468,728082.7122,305.690191,0.945924,0.933266,0.838728,2.546843,40.534212,102.99999,2.541063,305.690191,418.221358,1419878.752,415.768885,600922.1933,306.861709,TRUE,Success,1.08923,1.001626,0.933266
12.45,0.85464,7360349.405,,,Success,1.228053,1.08894,0.827253,4.141071,1.01325,3.894318,3.843393,298,476.925476,2255882.997,460.859538,797231.6648,306.952601,0.963928,1,0.838824,3.260422,3.894318,12.458831,3.199233,306.952601,453.154154,1840089.283,440.282694,706801.2967,306.385552,0.954308,0.998143,0.838227,3.245544,12.458831,40.199987,3.226626,306.385552,452.374709,1836249.336,443.769787,722012.9611,305.611603,0.949851,0.935674,0.83877,2.568018,40.199987,102.999991,2.56219,305.611603,419.237577,1428127.789,416.760917,605175.4066,306.894793,TRUE,Success,1.08894,0.998143,0.935674
12.4,0.854805,7327112.457,,,Success,1.223121,1.087261,0.827741,4.123202,1.01325,3.878629,3.827909,298,476.168399,2237193.662,460.200412,794308.0083,306.904074,0.963864,1,0.838819,3.260456,3.878629,12.4088,3.199274,306.904074,453.084658,1832425.686,440.233842,706588.4895,306.360942,0.95427,0.997572,0.838269,3.239547,12.4088,39.964158,3.22063,306.360942,452.060764,1825179.999,443.478056,720738.7185,305.572952,0.951559,0.937256,0.838818,2.583158,39.964158,102.999994,2.577309,305.572952,419.981173,1432313.11,417.488996,608298.4617,306.916511,TRUE,Success,1.087261,0.997572,0.937256
12.35,0.854969,7293940.999,,,Success,1.218189,1.0856,0.828224,4.105622,1.01325,3.863224,3.812706,298,475.421604,2218713.549,459.5502,791425.7954,306.855891,0.96373,1,0.83881,3.260525,3.863224,12.359848,3.199361,306.855891,453.018097,1824797.129,440.187751,706387.7163,306.33649,0.954148,0.996923,0.838309,3.232773,12.359848,39.722834,3.213861,306.33649,451.712299,1813701.789,443.153888,719323.1527,305.532987,0.953418,0.938901,0.838865,2.598839,39.722834,102.999997,2.592967,305.532987,420.747843,1436728.532,418.239397,611518.6212,306.938737,TRUE,Success,1.0856,0.996923,0.938901
12.3,0.855133,7260927.547,,,Success,1.213257,1.083868,0.828694,4.087097,1.01325,3.846852,3.796548,298,474.641764,2199894.712,458.869988,788412.615,306.806492,0.963836,1,0.838817,3.26047,3.846852,12.307207,3.199293,306.806492,452.941422,1817058.428,440.132251,706145.9661,306.311386,0.95431,0.996554,0.838351,3.228792,12.307207,39.504586,3.209874,306.311386,451.487317,1803824.046,442.945762,718414.509,305.498045,0.954749,0.940357,0.838913,2.613181,39.504586,102.999993,2.607292,305.498045,421.446995,1440150.361,418.924448,614459.5568,306.957952,TRUE,Success,1.083868,0.996554,0.940357
12.25,0.855295,7227922.776,,,Success,1.208325,1.0822,0.829164,4.069516,1.01325,3.831427,3.781325,298,473.895255,2181575.774,458.2194,785532.5661,306.758272,0.963707,1,0.838809,3.260537,3.831427,12.258176,3.199376,306.758272,452.874632,1809431.874,440.085992,705944.4768,306.286869,0.954194,0.995903,0.838391,3.221979,12.258176,39.263737,3.203065,306.286869,451.136512,1792378.953,442.619362,716989.8086,305.458091,0.956638,0.942026,0.838957,2.629198,39.263737,102.999998,2.623286,305.458091,422.22387,1444536.174,419.684701,617724.7095,306.97977,TRUE,Success,1.0822,0.995903,0.942026
12.2,0.855456,7195101.876,,,Success,1.203393,1.080447,0.829618,4.050793,1.01325,3.814835,3.764949,298,473.108448,2162830.863,457.53227,782492.7558,306.708572,0.963869,1,0.83882,3.260453,3.814835,12.204692,3.199271,306.708572,452.795528,1801671.927,440.028272,705693.0767,306.26157,0.954425,0.995626,0.83843,3.218933,12.204692,39.055143,3.200011,306.26157,450.953314,1783075.406,442.450585,716253.2622,305.424988,0.95777,0.943423,0.839005,2.643222,39.055143,102.99999,2.637296,305.424988,422.902178,1447523.68,420.349577,620581.4238,306.997456,TRUE,Success,1.080447,0.995626,0.943423
12.15,0.855616,7162293.777,,,Success,1.198461,1.078738,0.830071,4.032744,1.01325,3.798916,3.749239,298,472.345553,2144465.737,456.866313,779548.5607,306.659715,0.963865,1,0.838819,3.260455,3.798916,12.153775,3.199274,306.659715,452.723476,1793992.379,439.977153,705470.4367,306.23668,0.954457,0.995111,0.83847,3.213465,12.153775,38.825743,3.194542,306.23668,450.661773,1772433.199,442.179862,715072.0259,305.387493,0.959422,0.945018,0.839049,2.658825,38.825743,102.999991,2.652879,305.387493,423.653451,1451402.461,421.085041,623742.7375,307.017517,TRUE,Success,1.078738,0.995111,0.945018
12.1,0.855775,7129564.068,,,Success,1.193529,1.077029,0.830516,4.014732,1.01325,3.783025,3.733555,298,471.584029,2126197.164,456.201275,776610.3193,306.610888,0.963854,1,0.838819,3.260461,3.783025,12.102959,3.199281,306.610888,452.651683,1786318.124,439.926297,705248.9533,306.211781,0.954481,0.994582,0.83851,3.207844,12.102959,38.595366,3.18892,306.211781,450.363122,1761730.926,441.902435,713861.803,305.349757,0.961117,0.946638,0.839092,2.674681,38.595366,102.999992,2.668714,305.349757,424.413796,1455317.854,421.829267,626943.1331,307.037508,TRUE,Success,1.077029,0.994582,0.946638
12.05,0.855933,7096908.257,,,Success,1.188597,1.075323,0.830954,3.99681,1.01325,3.767215,3.717952,298,470.825854,2108049.312,455.538938,773685.878,306.562165,0.963823,1,0.838817,3.260477,3.767215,12.052456,3.199301,306.562165,452.580747,1778655.618,439.876265,705031.0631,306.186909,0.954481,0.994019,0.83855,3.201868,12.052456,38.36228,3.182943,306.186909,450.048281,1750857.049,441.609756,712585.3404,305.311414,0.962901,0.948297,0.839133,2.690918,38.36228,102.999993,2.684929,305.311414,425.18915,1459346.277,422.587994,630207.3651,307.057631,TRUE,Success,1.075323,0.994019,0.948297
12,0.85609,7064314.019,,,Success,1.183665,1.073626,0.831386,3.97905,1.01325,3.75156,3.702502,298,470.073628,2090053.602,454.881652,770785.5547,306.513644,0.963752,1,0.838812,3.260513,3.75156,12.00254,3.199346,306.513644,452.511459,1771013.257,439.827792,704819.9737,306.162111,0.954435,0.993378,0.838591,3.195078,12.00254,38.121924,3.176155,306.162111,449.696401,1739556.952,441.282162,711156.9499,305.271586,0.964888,0.950039,0.839172,2.707872,38.121924,102.999999,2.701857,305.271586,425.995286,1463690.208,423.376466,633601.1761,307.078429,TRUE,Success,1.073626,0.993378,0.950039
11.95,0.856246,7031889.902,,,Success,1.178733,1.071858,0.831804,3.960399,1.01325,3.734991,3.68615,298,469.28934,2071743.87,454.195173,767758.3412,306.463936,0.963916,1,0.838823,3.260429,3.734991,11.949138,3.199241,306.463936,452.432315,1763267.027,439.770152,704568.9713,306.136692,0.954666,0.99309,0.838627,3.191888,11.949138,37.914094,3.172956,306.136692,449.506348,1730281.615,441.10694,710393.0895,305.23842,0.966082,0.951497,0.839216,2.722697,37.914094,102.99999,2.716668,305.23842,426.697686,1466597.39,424.06461,636564.4971,307.095099,TRUE,Success,1.071858,0.99309,0.951497
11.9,0.856401,6999482.302,,,Success,1.173802,1.070139,0.832219,3.942445,1.01325,3.71912,3.670486,298,468.530272,2053823.183,453.531104,764831.7916,306.415136,0.963902,1,0.838822,3.260436,3.71912,11.898395,3.19925,306.415136,452.360651,1755604.009,439.719511,704348.4589,306.1117,0.954687,0.992534,0.838666,3.185949,11.898395,37.682404,3.167016,306.1117,449.192397,1719506.853,440.815057,709120.8942,305.200261,0.967895,0.95319,0.839254,2.739423,37.682404,102.999992,2.733371,305.200261,427.486687,1470548.256,424.836473,639889.847,307.11443,TRUE,Success,1.070139,0.992534,0.95319
11.85,0.856555,6967143.259,,,Success,1.16887,1.068434,0.832627,3.924743,1.01325,3.703494,3.655065,298,467.780466,2036093.917,452.875082,761942.476,306.366665,0.963826,1,0.838817,3.260475,3.703494,11.848586,3.199299,306.366665,452.291644,1747971.695,439.671373,704138.8506,306.08684,0.954633,0.991896,0.838704,3.179181,11.848586,37.444493,3.16025,306.08684,448.841066,1708306.795,440.487993,707695.7073,305.16068,0.969889,0.954958,0.83929,2.756815,37.444493,102.999998,2.750738,305.16068,428.303438,1474770.851,425.635135,643332.3552,307.134274,TRUE,Success,1.068434,0.991896,0.954958
11.8,0.856707,6934938.756,,,Success,1.163938,1.06666,0.833021,3.906178,1.01325,3.686985,3.638771,298,466.999312,2018064.039,452.190486,758929.1697,306.317031,0.963979,1,0.838827,3.260396,3.686985,11.795405,3.199201,306.317031,452.212988,1740239.015,439.614259,703890.1702,306.061377,0.954852,0.991544,0.838742,3.175294,11.795405,37.230479,3.156354,306.061377,448.618785,1698709.037,440.282349,706799.7954,305.126269,0.971294,0.956517,0.839329,2.772645,37.230479,102.999991,2.76655,305.126269,429.044277,1477926.665,426.360394,646459.9939,307.151063,TRUE,Success,1.06666,0.991544,0.956517
11.75,0.856859,6902764.942,,,Success,1.159006,1.064948,0.833412,3.888468,1.01325,3.671331,3.623322,298,466.249431,2000491.6,451.533794,756040.4501,306.268538,0.96391,1,0.838822,3.260432,3.671331,11.745488,3.199245,306.268538,452.143665,1732607.983,439.565873,703679.5023,306.036445,0.954808,0.990904,0.838779,3.168483,11.745488,36.992942,3.149545,306.036445,448.264906,1687540.907,439.952853,705364.6054,305.086694,0.973325,0.958315,0.839362,2.790435,36.992942,102.999998,2.784315,305.086694,429.872851,1482124.452,427.170421,649954.9168,307.170394,TRUE,Success,1.064948,0.990904,0.958315
11.7,0.857009,6870721.108,,,Success,1.154074,1.063164,0.833788,3.869885,1.01325,3.654784,3.606991,298,465.467562,1982614.169,450.847933,753025.2427,306.218859,0.964076,1,0.838834,3.260346,3.654784,11.692159,3.199138,306.218859,452.064491,1724875.373,439.508324,703428.9493,306.010901,0.955041,0.990559,0.838816,3.164639,11.692159,36.779934,3.145692,306.010901,448.044293,1678012.356,439.748765,704475.8442,305.052433,0.974742,0.959895,0.8394,2.806578,36.779934,102.999991,2.80044,305.052433,430.622078,1485219.209,427.903745,653120.4874,307.186613,TRUE,Success,1.063164,0.990559,0.959895
11.65,0.857158,6838711.583,,,Success,1.149142,1.06144,0.834162,3.852146,1.01325,3.639081,3.591494,298,464.716788,1965188.8,450.18984,750133.8523,306.17032,0.964022,1,0.83883,3.260374,3.639081,11.64205,3.199173,306.17032,451.994607,1717243.113,439.459465,703216.2375,305.985882,0.955014,0.989917,0.838852,3.157786,11.64205,36.542536,3.13884,305.985882,447.687828,1666876.371,439.416784,703030.4302,305.012849,0.976818,0.961726,0.83943,2.824797,36.542536,102.999997,2.818633,305.012849,431.463672,1489403.3,428.726282,656672.9873,307.20543,TRUE,Success,1.06144,0.989917,0.961726
