Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage4
12.65,0.853753,7489218.198,,,Success,1.247781,1.089857,0.824543,4.12915,1.01325,3.87247,3.82183,298,477.068125,2293985.431,460.90642,797439.6911,307.042812,0.985084,1,0.839807,3.247669,3.87247,12.329031,3.183764,307.042812,452.549882,1860685.636,439.655667,704070.4636,306.427907,0.979915,1,0.839647,3.251119,12.329031,39.837229,3.231173,306.427907,452.437427,1865967.76,443.748048,721917.9987,305.649208,0.973958,0.940795,0.838144,2.591649,39.837229,103,2.585521,305.649208,420.619195,1468579.372,418.064763,610769.1023,306.98022,TRUE,Success,1.089857,0.940795
12.6,0.854025,7456627.496,,,Success,1.242849,1.089636,0.825241,4.132606,1.01325,3.878429,3.827711,298,477.045525,2284623.001,460.906369,797439.4677,307.020799,0.979647,1,0.839637,3.251292,3.878429,12.364783,3.188091,307.020799,452.708128,1855647.433,439.81906,704781.9473,306.417933,0.973203,1,0.839363,3.255277,12.364783,40.00752,3.235602,306.417933,452.658154,1861584.583,443.97774,722921.457,305.651732,0.965983,0.938798,0.838392,2.580544,40.00752,103,2.574516,305.651732,420.00405,1454772.479,417.477914,608250.9165,306.948216,TRUE,Success,1.089636,0.938798
12.55,0.854262,7424481.156,,,Success,1.237917,1.089396,0.825924,4.135566,1.01325,3.883874,3.833086,298,477.007883,2275069.372,460.892859,797379.5178,306.998197,0.974356,1,0.839418,3.254589,3.883874,12.397593,3.192069,306.998197,452.859366,1850509.269,439.975962,705465.2517,306.407413,0.96676,1,0.839007,3.258926,12.397593,40.162137,3.239511,306.407413,452.867452,1857040.272,444.195915,723874.777,305.65286,0.958448,0.936959,0.838577,2.570539,40.162137,103,2.564605,305.65286,419.451773,1441862.242,416.951732,605993.7753,306.918617,TRUE,Success,1.089396,0.936959
12.5,0.854466,7392772.203,,,Success,1.232985,1.089167,0.826595,4.138427,1.01325,3.889211,3.838353,298,476.969227,2265506.685,460.878469,797315.666,306.975513,0.969107,1,0.839146,3.257635,3.889211,12.429091,3.195787,306.975513,453.008331,1845326.192,440.130781,706139.5622,306.39664,0.960451,1,0.838576,3.262172,12.429091,40.30767,3.24301,306.39664,453.071148,1852407.724,444.408389,724803.3506,305.653178,0.951183,0.935217,0.838706,2.56119,40.30767,103,2.555345,305.653178,418.939033,1429531.602,416.463676,603900.7758,306.890527,TRUE,Success,1.089167,0.935217
12.45,0.854639,7360938.821,,,Success,1.228053,1.088507,0.827205,4.134988,1.01325,3.888154,3.83731,298,476.713445,2253175.92,460.669279,796387.5414,306.944992,0.965445,1,0.838924,3.259629,3.888154,12.435278,3.198247,306.944992,453.090316,1839372.134,440.223164,706541.9744,306.381564,0.95611,1,0.83823,3.264219,12.435278,40.35534,3.24523,306.381564,453.199242,1846836.021,444.544658,725398.9676,305.64507,0.946247,0.934334,0.83878,2.558111,40.35534,102.999999,2.552326,305.64507,418.754791,1421554.746,416.293538,603171.2835,306.87554,TRUE,Success,1.088507,0.934334
12.4,0.854804,7327870.106,,,Success,1.223121,1.086697,0.827679,4.115312,1.01325,3.870634,3.820019,298,475.892381,2233684.308,459.952629,793209.4299,306.894144,0.96584,1,0.838949,3.259419,3.870634,12.378239,3.197987,306.894144,453.001472,1831495.172,440.15627,706250.5873,306.355764,0.956618,1,0.838272,3.263988,12.378239,40.167116,3.244978,306.355764,453.140594,1838987.335,444.492919,725172.8136,305.616671,0.946819,0.935495,0.838831,2.570078,40.167116,102.999999,2.564287,305.616671,419.346056,1423703.29,416.874203,605661.2559,306.891433,TRUE,Success,1.086697,0.935495
12.35,0.854967,7294876.855,,,Success,1.218189,1.084883,0.828147,4.09564,1.01325,3.85311,3.802724,298,475.071172,2214276.691,459.235478,790031.3985,306.843254,0.96624,1,0.838975,3.259205,3.85311,12.321176,3.197722,306.843254,452.912388,1823619.708,440.089174,705958.3355,306.329933,0.957132,1,0.838315,3.263751,12.321176,39.978778,3.244721,306.329933,453.081666,1831139.166,444.440918,724945.5233,305.588242,0.947399,0.936666,0.838881,2.582165,39.978778,102.999999,2.576367,305.588242,419.94137,1425841.291,417.458807,608168.9453,306.907216,TRUE,Success,1.084883,0.936666
12.3,0.855129,7261958.149,,,Success,1.213257,1.083064,0.828609,4.075963,1.01325,3.835571,3.785414,298,474.249421,2194948.053,458.517473,786851.8567,306.792309,0.966648,1,0.839,3.258986,3.835571,12.264048,3.197451,306.792309,452.822944,1815744.438,440.021765,705664.7382,306.304062,0.957657,1,0.838358,3.263507,12.264048,39.790166,3.244456,306.304062,453.022326,1823289.955,444.388521,724716.514,305.559768,0.947992,0.937849,0.838931,2.594385,39.790166,103,2.588579,305.559768,420.541322,1427975.703,418.047919,610696.8115,306.922905,TRUE,Success,1.083064,0.937849
12.25,0.85529,7229115.706,,,Success,1.208325,1.081242,0.829064,4.056302,1.01325,3.818038,3.768111,298,473.427907,2175708.237,457.799314,783673.8955,306.74134,0.967059,1,0.839025,3.258763,3.818038,12.20694,3.197176,306.74134,452.733379,1807872.011,439.954266,705370.7602,306.278168,0.958186,1,0.8384,3.263259,12.20694,39.601601,3.244187,306.278168,452.962829,1815442.814,444.335986,724486.9095,305.531278,0.94859,0.939041,0.838979,2.606718,39.601601,103,2.600905,305.531278,421.144889,1430092.645,418.640548,613240.6293,306.938455,TRUE,Success,1.081242,0.939041
12.2,0.855451,7196348.555,,,Success,1.203393,1.079416,0.829512,4.036647,1.01325,3.800501,3.750803,298,472.60622,2156552.055,457.080636,780495.8749,306.690333,0.967476,1,0.839051,3.258536,3.800501,12.149808,3.196896,306.690333,452.643571,1800001.078,439.886562,705075.9059,306.252241,0.958722,1,0.838443,3.263006,12.149808,39.412916,3.243913,306.252241,452.903038,1807596.131,444.283175,724256.1098,305.502756,0.949197,0.940244,0.839026,2.619177,39.412916,103,2.613356,305.502756,421.752675,1432199.29,419.237277,615802.9276,306.953885,TRUE,Success,1.079416,0.940244
12.15,0.855609,7163656.637,,,Success,1.198461,1.077585,0.829954,4.016996,1.01325,3.78296,3.733491,298,471.784349,2137479.376,456.361431,777317.7435,306.639289,0.967898,1,0.839076,3.258305,3.78296,12.092651,3.196611,306.639289,452.553517,1792131.637,439.818652,704780.1699,306.226283,0.959265,1,0.838485,3.262747,12.092651,39.22411,3.243632,306.226283,452.842948,1799749.882,444.230084,724024.0935,305.474204,0.949812,0.941458,0.839071,2.631764,39.22411,102.999999,2.625936,305.474204,422.36474,1434295.743,419.838163,618383.9763,306.969191,TRUE,Success,1.077585,0.941458
12.1,0.855767,7131039.901,,,Success,1.193529,1.07575,0.830388,3.997351,1.01325,3.765414,3.716175,298,470.962284,2118490.094,455.641694,774139.4577,306.588211,0.968326,1,0.839101,3.25807,3.765414,12.03547,3.196321,306.588211,452.463217,1784263.688,439.750535,704483.5491,306.200293,0.959815,1,0.838528,3.262482,12.03547,39.03518,3.243345,306.200293,452.782555,1791904.053,444.176707,723790.8415,305.44562,0.950437,0.942684,0.839116,2.644481,39.03518,102.999999,2.638645,305.44562,422.981141,1436382.065,420.443261,620984.0372,306.984369,TRUE,Success,1.07575,0.942684
12.05,0.855924,7098498.289,,,Success,1.188597,1.07391,0.830816,3.977711,1.01325,3.747863,3.698853,298,470.140014,2099584.064,454.921415,770960.9603,306.537099,0.96876,1,0.839126,3.257829,3.747863,11.978264,3.196025,306.537099,452.372669,1776397.225,439.682209,704186.0361,306.17427,0.960373,1,0.83857,3.26221,11.978264,38.846125,3.243051,306.17427,452.721853,1784058.615,444.12304,723556.3297,305.417004,0.951072,0.94392,0.83916,2.65733,38.846125,102.999999,2.651487,305.417004,423.601942,1438458.385,421.052631,623603.3974,306.999417,TRUE,Success,1.07391,0.94392
12,0.856079,7066031.752,,,Success,1.183665,1.072066,0.831236,3.958076,1.01325,3.730308,3.681528,298,469.317529,2080761.186,454.200587,767782.2078,306.485954,0.969199,1,0.839152,3.257584,3.730308,11.921033,3.195723,306.485954,452.281872,1768532.251,439.613675,703887.6278,306.148214,0.960939,1,0.838612,3.261933,11.921033,38.656943,3.242751,306.148214,452.660837,1776213.554,444.069078,723320.539,305.388357,0.951716,0.945169,0.839203,2.670314,38.656943,102.999999,2.664463,305.388357,424.227201,1440524.761,421.666329,626242.3271,307.014331,TRUE,Success,1.072066,0.945169
11.95,0.856233,7033640.211,,,Success,1.178733,1.070218,0.831649,3.938446,1.01325,3.712748,3.664197,298,468.494804,2062021.151,453.479191,764603.0886,306.434779,0.969645,1,0.839177,3.257333,3.712748,11.863775,3.195416,306.434779,452.19082,1760668.714,439.544925,703588.2998,306.122126,0.961512,1,0.838654,3.261649,11.863775,38.467625,3.242444,306.122126,452.599496,1768368.789,444.01481,723083.4249,305.359677,0.95237,0.946429,0.839244,2.683435,38.467625,102.999999,2.677576,305.359677,424.857005,1442581.557,422.284436,628901.2015,307.029107,TRUE,Success,1.070218,0.946429
11.9,0.856386,7001323.818,,,Success,1.173802,1.068365,0.832054,3.918823,1.01325,3.695186,3.646865,298,467.671942,2043365.244,452.757321,761424.0085,306.383578,0.970096,1,0.839202,3.257078,3.695186,11.806501,3.195104,306.383578,452.099546,1752806.99,439.475992,703288.1891,306.096007,0.962093,1,0.838696,3.261358,11.806501,38.278218,3.24213,306.096007,452.537864,1760524.747,443.960271,722845.134,305.330968,0.953033,0.947701,0.839284,2.696693,38.278218,102.999999,2.690825,305.330968,425.491254,1444626.837,422.906855,631579.6376,307.043737,TRUE,Success,1.068365,0.947701
11.85,0.856537,6969082.066,,,Success,1.16887,1.066507,0.832452,3.899201,1.01325,3.677614,3.629523,298,466.848669,2024790.137,452.034733,758243.8709,306.332343,0.970554,1,0.839227,3.256818,3.677614,11.749184,3.194784,306.332343,452.007969,1744946.214,439.4068,702986.9633,306.069852,0.962683,1,0.838738,3.26106,11.749184,38.088611,3.241809,306.069852,452.475848,1752680.384,443.905366,722605.257,305.302221,0.953708,0.948986,0.839324,2.710096,38.088611,102.999999,2.70422,305.302221,426.130385,1446665.331,423.534007,634279.4744,307.058228,TRUE,Success,1.066507,0.948986
11.8,0.856687,6936915.313,,,Success,1.163938,1.064644,0.832841,3.879586,1.01325,3.66004,3.612179,298,466.025208,2006298.549,451.311627,755063.5482,306.281084,0.971018,1,0.839252,3.256552,3.66004,11.691849,3.194459,306.281084,451.916158,1737087.149,439.337412,702684.9054,306.043665,0.963281,1,0.838779,3.260756,11.691849,37.898899,3.24148,306.043665,452.413518,1744836.584,443.850169,722364.1129,305.273444,0.954393,0.950283,0.839362,2.723641,37.898899,102.999999,2.717757,305.273444,426.774135,1448693.031,424.165636,636999.6483,307.072566,TRUE,Success,1.064644,0.950283
11.75,0.856836,6904823.291,,,Success,1.159006,1.062776,0.833223,3.859974,1.01325,3.64246,3.594828,298,465.20141,1987888.717,450.587874,751882.4485,306.229798,0.971489,1,0.839277,3.25628,3.64246,11.63448,3.194127,306.229798,451.82407,1729229.35,439.267789,702381.8404,306.017443,0.963888,1,0.838821,3.260443,11.63448,37.709023,3.241144,306.017443,452.350825,1736992.801,443.794628,722121.4782,305.244632,0.955089,0.951593,0.839398,2.737334,37.709023,102.999999,2.731442,305.244632,427.422765,1450712.423,424.801994,639741.2682,307.086754,TRUE,Success,1.062776,0.951593
11.7,0.856984,6872806.235,,,Success,1.154074,1.060903,0.833597,3.84037,1.01325,3.624877,3.577476,298,464.377446,1969562.713,449.863629,748701.2406,306.178491,0.971966,1,0.839301,3.256004,3.624877,11.577096,3.19379,306.178491,451.731759,1721373.406,439.197982,702077.9884,305.99119,0.964502,1,0.838862,3.260124,11.577096,37.519056,3.2408,305.99119,452.287824,1729149.716,443.738799,721877.5975,305.21579,0.955795,0.952916,0.839434,2.751173,37.519056,102.999999,2.745272,305.21579,428.076084,1452720.4,425.442893,642503.5673,307.100776,TRUE,Success,1.060903,0.952916
11.65,0.85713,6840863.821,,,Success,1.149142,1.059026,0.833962,3.820769,1.01325,3.607289,3.560117,298,463.55312,1951318.199,449.138716,745519.1372,306.12716,0.97245,1,0.839326,3.255721,3.607289,11.519679,3.193445,306.12716,451.639166,1713518.716,439.127936,701773.1124,305.964902,0.965126,1,0.838903,3.259797,11.519679,37.328922,3.240448,305.964902,452.224446,1721306.594,443.682615,721632.1737,305.186913,0.956513,0.954252,0.839468,2.765165,37.328922,102.999999,2.759255,305.186913,428.734425,1454720.312,426.088655,645287.9631,307.114639,TRUE,Success,1.059026,0.954252
11.6,0.857275,6808996.099,,,Success,1.14421,1.057143,0.834318,3.801173,1.01325,3.589695,3.542754,298,462.728479,1933155.768,448.413179,742336.3176,306.075807,0.97294,1,0.83935,3.255432,3.589695,11.462233,3.193094,306.075807,451.546307,1705665.471,439.057666,701467.2789,305.93858,0.965758,1,0.838944,3.259462,11.462233,37.138643,3.240088,305.93858,452.160706,1713463.643,443.626089,721385.2688,305.158002,0.957242,0.955602,0.839501,2.779311,37.138643,102.999999,2.773392,305.158002,429.397775,1456711.218,426.739265,648094.4317,307.128334,TRUE,Success,1.057143,0.955602
11.55,0.857418,6777203.028,,,Success,1.139278,1.055255,0.834666,3.781581,1.01325,3.572096,3.525385,298,461.903507,1915075.257,447.687007,739152.7106,306.024433,0.973437,1,0.839375,3.255138,3.572096,11.404759,3.192736,306.024433,451.45318,1697813.657,438.98717,701160.4757,305.912224,0.9664,1,0.838985,3.259119,11.404759,36.948215,3.239719,305.912224,452.096595,1705620.824,443.569213,721136.8514,305.129057,0.957983,0.956965,0.839532,2.793614,36.948215,102.999999,2.787685,305.129057,430.066214,1458693.29,427.394797,650923.3309,307.141857,TRUE,Success,1.055255,0.956965
11.5,0.85756,6745484.638,,,Success,1.134346,1.053361,0.835005,3.761996,1.01325,3.554494,3.508013,298,461.078248,1897077.212,446.96024,735968.4827,305.973043,0.973941,1,0.839399,3.254837,3.554494,11.347261,3.19237,305.973043,451.359799,1689963.452,438.916461,700852.7655,305.885834,0.96705,1,0.839025,3.258768,11.347261,36.75766,3.239342,305.885834,452.032126,1697778.332,443.512003,720886.9792,305.100079,0.958735,0.958343,0.839563,2.808075,36.75766,102.999999,2.802137,305.100079,430.739734,1460665.642,428.055244,653774.6597,307.155201,TRUE,Success,1.053361,0.958343
11.45,0.8577,6713840.69,,,Success,1.129414,1.051462,0.835334,3.742412,1.01325,3.536883,3.490633,298,460.252517,1879159.503,446.232714,732782.8976,305.92163,0.974453,1,0.839423,3.25453,3.536883,11.289723,3.191997,305.92163,451.26611,1682114.307,438.845489,700543.9259,305.859407,0.967711,1,0.839065,3.258408,11.289723,36.566907,3.238955,305.859407,451.967236,1689935.49,443.454392,720635.3706,305.071063,0.9595,0.959735,0.839591,2.822702,36.566907,102.999999,2.816754,305.071063,431.418659,1462631.39,428.720916,656649.8055,307.168367,TRUE,Success,1.051462,0.959735
11.4,0.857839,6682271.351,,,Success,1.124482,1.049558,0.835655,3.722834,1.01325,3.519269,3.473249,298,459.426466,1861323.933,445.504566,729596.5431,305.870202,0.974972,1,0.839446,3.254217,3.519269,11.232161,3.191617,305.870202,451.172161,1674266.742,438.774298,700234.1526,305.832947,0.968381,1,0.839104,3.258039,11.232161,36.37602,3.238559,305.832947,451.901972,1682092.898,443.396429,720382.2406,305.042013,0.960278,0.961141,0.839619,2.837493,36.37602,102.999999,2.831536,305.042013,432.102831,1464587.779,429.391657,659548.1351,307.181343,TRUE,Success,1.049558,0.961141
11.35,0.857976,6650776.469,,,Success,1.11955,1.047648,0.835965,3.703259,1.01325,3.501649,3.455858,298,458.599969,1843569.091,444.775685,726408.9206,305.818757,0.975498,1,0.83947,3.253896,3.501649,11.174563,3.191229,305.818757,451.077915,1666420.402,438.702855,699923.2977,305.80645,0.969061,1,0.839144,3.257661,11.174563,36.184953,3.238154,305.80645,451.83629,1674250.111,443.338072,720127.3958,305.012927,0.961068,0.962563,0.839645,2.852454,36.184953,102.999999,2.846487,305.012927,432.79249,1466536.866,430.067698,662470.6893,307.194129,TRUE,Success,1.047648,0.962563
11.3,0.858112,6619356.177,,,Success,1.114618,1.045733,0.836267,3.683691,1.01325,3.484025,3.438466,298,457.773171,1825896.68,444.046203,723220.5903,305.767301,0.976032,1,0.839493,3.253569,3.484025,11.116946,3.190834,305.767301,450.983418,1658575.782,438.631203,699611.5494,305.77992,0.96975,1,0.839183,3.257274,11.116946,35.993767,3.237739,305.77992,451.770236,1666407.698,443.279366,719871.0419,304.983808,0.961871,0.963999,0.839669,2.867583,35.993767,102.999998,2.861607,304.983808,433.487487,1468476.018,430.748893,665416.8769,307.206712,TRUE,Success,1.045733,0.963999
11.25,0.858247,6588010.252,,,Success,1.109686,1.043811,0.836558,3.664125,1.01325,3.466394,3.421065,298,456.945852,1808304.207,443.315923,720030.6777,305.715827,0.976573,1,0.839517,3.253235,3.466394,11.059287,3.19043,305.715827,450.888604,1650732.23,438.55928,699298.6396,305.753352,0.970451,1,0.839221,3.256877,11.059287,35.802378,3.237313,305.753352,451.703733,1658564.86,443.220234,719612.8417,304.954651,0.962688,0.965452,0.839692,2.882891,35.802378,102.999998,2.876904,304.954651,434.188208,1470408.955,431.435611,668388.3429,307.219094,TRUE,Success,1.043811,0.965452
11.2,0.858379,6556738.824,,,Success,1.104754,1.041885,0.836839,3.644565,1.01325,3.448759,3.403661,298,456.118163,1790793.457,442.584984,716839.7722,305.664344,0.977122,1,0.83954,3.252894,3.448759,11.001605,3.190018,305.664344,450.793521,1642890.264,438.487131,698984.7659,305.726749,0.971161,1,0.839259,3.25647,11.001605,35.610852,3.236878,305.726749,451.636831,1650722.192,443.160727,719353.0119,304.925459,0.963518,0.96692,0.839714,2.898374,35.610852,102.999998,2.892377,304.925459,434.894493,1472332.912,432.127695,671384.4586,307.231264,TRUE,Success,1.041885,0.96692
11.15,0.85851,6525541.821,,,Success,1.099822,1.039952,0.83711,3.62501,1.01325,3.43112,3.386252,298,455.290031,1773363.633,441.85332,713647.5769,305.612851,0.977678,1,0.839562,3.252545,3.43112,10.943893,3.189598,305.612851,450.698149,1635049.694,438.414738,698669.844,305.700111,0.971882,1,0.839297,3.256053,10.943893,35.419161,3.236432,305.700111,451.5695,1642879.447,443.100816,719091.4333,304.896232,0.964362,0.968404,0.839734,2.914038,35.419161,102.999998,2.90803,304.896232,435.606514,1474249.046,432.825312,674405.9843,307.243216,TRUE,Success,1.039952,0.968404
11.1,0.85864,6494419.112,,,Success,1.094891,1.038013,0.83737,3.605456,1.01325,3.413471,3.368834,298,454.461276,1756012.744,441.120769,710453.3735,305.561341,0.978244,1,0.839585,3.252188,3.413471,10.886133,3.189168,305.561341,450.602433,1627210.005,438.342049,698353.6541,305.673433,0.972614,1,0.839334,3.255624,10.886133,35.227241,3.235974,305.673433,451.501677,1635035.979,443.040437,718827.8241,304.866962,0.965221,0.969905,0.839752,2.929892,35.227241,102.999998,2.923874,304.866962,436.32461,1476160.384,433.528781,677454.3653,307.254952,TRUE,Success,1.038013,0.969905
11.05,0.858767,6463370.865,,,Success,1.089959,1.036068,0.83762,3.585908,1.01325,3.395819,3.351413,298,453.632124,1738743.415,440.387539,707258.0486,305.509826,0.978817,1,0.839607,3.251824,3.395819,10.828351,3.18873,305.509826,450.506445,1619371.944,438.269131,698036.4893,305.64672,0.973357,1,0.839371,3.255186,10.828351,35.035184,3.235505,305.64672,451.433437,1627192.666,442.979665,718562.5149,304.837659,0.966094,0.971423,0.839769,2.945931,35.035184,102.999998,2.939902,304.837659,437.048509,1478062.84,434.237841,680528.5106,307.266454,TRUE,Success,1.036068,0.971423
