Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage3,opt_n_stage4
7.45,0.85864,4166537.062,,,Success,0.734859,0.881473,0.803164,2.252302,1.01325,2.174141,2.14571,298,394.572109,725004.8038,387.441407,480331.8925,301.963913,1.024748,1,0.83951,3.213997,2.174141,6.837332,3.144843,301.963913,443.618065,1066171.916,433.123797,675699.2422,303.654004,1.035909,1.022286,0.83973,3.464401,6.837332,23.534846,3.442109,303.654004,457.18952,1156046.703,448.733037,743739.2371,302.993328,0.966694,1.035405,0.835442,3.617703,23.534846,85,3.611666,302.993328,464.477285,1219313.639,460.883333,797337.247,305.577531,TRUE,Success,0.881473,1.022286,1.035405
7.5,0.858866,4190615.165,,,Success,0.739791,0.884817,0.804503,2.278233,1.01325,2.198962,2.170206,298,395.930653,740185.7818,388.683992,485591.632,302.029372,1.020092,1,0.839674,3.21861,2.198962,6.926911,3.150082,302.029372,443.890373,1074910.775,433.358823,676717.7376,303.689935,1.029436,1.017545,0.83981,3.414334,6.926911,23.498301,3.39232,303.689935,455.121593,1147640.772,446.788526,735216.428,302.978758,0.974671,1.03581,0.836373,3.62342,23.498301,85,3.617283,302.978758,464.517973,1227877.837,460.906412,797439.6564,305.593267,TRUE,Success,0.884817,1.017545,1.03581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6,0.859241,4241019.216,,,Success,0.749655,0.88968,0.807733,2.314283,1.01325,2.232551,2.203357,298,397.62329,763077.6347,390.219961,492096.5104,302.12355,1.0183,1,0.839729,3.220338,2.232551,7.037117,3.152052,302.12355,444.096362,1090112.812,433.512726,677384.7746,303.748335,1.026924,1.0122,0.83979,3.354517,7.037117,23.451971,3.332611,303.748335,452.663447,1143361.969,444.460473,725030.9975,302.974705,0.989612,1.036353,0.837794,3.630755,23.451971,85,3.624429,302.974705,464.550156,1244466.799,460.905663,797436.3318,305.624316,TRUE,Success,0.88968,1.0122,1.036353
7.65,0.859392,4266213.039,,,Success,0.754587,0.892535,0.809114,2.336295,1.01325,2.253371,2.223904,298,398.711731,776529.8909,391.211527,496297.7888,302.179688,1.015623,1,0.839801,3.222871,2.253371,7.109257,3.154943,302.179688,444.27857,1098269.859,433.663744,678039.379,303.780679,1.023245,1.008806,0.839813,3.318222,7.109257,23.435469,3.296472,303.780679,451.144528,1138737.444,443.026564,718767.2573,302.966982,0.996811,1.036588,0.838326,3.6334,23.435469,84.999999,3.626981,302.966982,464.548647,1252675.845,460.888533,797360.3212,305.639661,TRUE,Success,0.892535,1.008806,1.036588
7.7,0.859523,4291885.488,,,Success,0.759519,0.895006,0.81058,2.354973,1.01325,2.270803,2.241108,298,399.588931,788445.3499,392.007396,499671.0333,302.228261,1.014495,1,0.839829,3.223922,2.270803,7.166982,3.156144,302.228261,444.391924,1105958.611,433.750494,678415.4399,303.81022,1.021688,1.006202,0.839797,3.28936,7.166982,23.419377,3.267676,303.81022,449.938788,1136448.155,441.884045,713781.5908,302.963831,1.00401,1.036858,0.838759,3.635985,23.419377,85,3.629473,302.963831,464.569545,1261033.371,460.892878,797379.6025,305.655093,TRUE,Success,0.895006,1.006202,1.036858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8,0.859728,4343466.863,,,Success,0.769383,0.900397,0.813215,2.396779,1.01325,2.310147,2.279938,298,401.600968,814582.0871,393.836478,507427.4013,302.335266,1.010347,1,0.839912,3.227695,2.310147,7.30115,3.16047,302.335266,444.70191,1121940.306,434.001931,679505.5469,303.872637,1.016042,1.000255,0.839797,3.225434,7.30115,23.392807,3.203989,303.872637,447.227964,1129080.981,439.319572,702607.2462,302.950211,1.018182,1.037427,0.839347,3.640293,23.392807,85,3.633596,302.950211,464.616112,1277863.489,460.906272,797439.035,305.68585,TRUE,Success,0.900397,1.000255,1.037427
7.85,0.859803,4369180.391,,,Success,0.774314,0.903687,0.814278,2.423332,1.01325,2.335528,2.304987,298,402.934719,830412.9527,395.053374,512590.8342,302.40102,1.005883,1,0.839971,3.2316,2.335528,7.391873,3.164969,302.40102,444.960723,1130680.158,434.224709,680471.5633,303.908146,1.010064,0.996228,0.839839,3.184429,7.391873,23.382239,3.163236,303.908146,445.453537,1121789.548,437.64607,695327.0997,302.934346,1.025145,1.037723,0.839515,3.642027,23.382239,85,3.635238,302.934346,464.631796,1286297.733,460.905774,797436.826,305.701111,TRUE,Success,0.903687,0.996228,1.037723
7.9,0.859863,4395697.871,,,Success,0.779246,0.905853,0.815651,2.439712,1.01325,2.350593,2.319855,298,403.657708,841488.8868,395.705568,515359.2096,302.444494,1.005874,1,0.839971,3.231607,2.350593,7.439573,3.164977,302.444494,445.025272,1138053.791,434.266052,680650.8559,303.935568,1.010026,0.994496,0.839794,3.16442,7.439573,23.38428,3.143229,303.935568,444.606675,1121875.864,436.838696,691818.107,302.936083,1.031587,1.037861,0.839608,3.641795,23.38428,84.999998,3.634921,302.936083,464.608109,1294279.329,460.867701,797267.8846,305.716066,TRUE,Success,0.905853,0.994496,1.037861
7.95,0.859908,4422117.205,,,Success,0.784178,0.908519,0.816825,2.460815,1.01325,2.370434,2.339436,298,404.656286,854860.1787,396.612094,519208.373,302.498223,1.003857,1,0.839988,3.233319,2.370434,7.507059,3.166956,302.498223,445.177137,1146054.678,434.389013,681184.1235,303.966609,1.007332,0.991705,0.83978,3.134774,7.507059,23.374699,3.113696,303.966609,443.321044,1118278.344,435.620828,686529.005,302.92805,1.038528,1.03821,0.839632,3.643377,23.374699,84.999994,3.63641,302.92805,464.65564,1302924.004,460.897732,797401.1406,305.731445,TRUE,Success,0.908519,0.991705,1.03821
8,0.859939,4448492.076,,,Success,0.78911,0.911051,0.817995,2.480796,1.01325,2.389127,2.357885,298,405.584743,867764.9264,397.453552,522782.5385,302.549503,1.002352,1,0.839995,3.234575,2.389127,7.569735,3.16841,302.549503,445.30678,1153904.308,434.491259,681627.591,303.996697,1.005324,0.990087,0.839782,3.118085,7.569735,23.444149,3.09709,303.996697,442.611237,1119261.944,434.9461,683600.7491,302.935397,1.041976,1.037366,0.839632,3.632651,23.444149,84.99999,3.625638,302.935397,464.232581,1307560.898,460.478158,795539.7543,305.743533,TRUE,Success,0.911051,0.990087,1.037366
8.05,0.859965,4474524.958,,,Success,0.794042,0.913371,0.819181,2.498928,1.01325,2.405938,2.374476,298,406.403366,879868.0529,398.193326,525925.8343,302.596854,1.001647,1,0.839998,3.235156,2.405938,7.624621,3.169084,302.596854,445.401902,1161510.749,434.561301,681931.4009,304.025289,1.004373,0.990624,0.83982,3.125258,7.624621,23.669138,3.104304,304.025289,442.975558,1129015.185,435.285435,685073.2504,302.973069,1.038587,1.034161,0.839691,3.598142,23.669138,84.999994,3.591174,302.973069,462.874892,1304130.971,459.165207,789720.1179,305.748302,TRUE,Success,0.913371,0.990624,1.034161
8.1,0.859987,4500662.288,,,Success,0.798974,0.915699,0.820319,2.517226,1.01325,2.422907,2.391223,298,407.229573,892117.2623,398.939856,529098.8329,302.644597,1.000889,1,0.839999,3.235778,2.422907,7.680145,3.169806,302.644597,445.499494,1169139.302,434.633694,682245.4242,304.053946,1.003352,0.990999,0.839852,3.130599,7.680145,23.882845,3.109687,304.053946,443.257465,1138120.628,435.54698,686208.4405,303.008468,1.035747,1.031183,0.839739,3.56597,23.882845,84.999991,3.55904,303.008468,461.60156,1301285.096,457.93243,784262.7863,305.752527,TRUE,Success,0.915699,0.990999,1.031183
8.15,0.860007,4526854.046,,,Success,0.803906,0.917995,0.821421,2.535331,1.01325,2.439671,2.407768,298,408.042934,904344.8528,399.674285,532221.3942,302.691976,1.000226,1,0.84,3.236317,2.439671,7.734813,3.170433,302.691976,445.593122,1176743.093,434.70243,682543.5962,304.082394,1.002457,0.991542,0.839882,3.137723,7.734813,24.10824,3.116848,304.082394,443.619774,1147923.612,435.884375,687673.1664,303.046198,1.032462,1.028081,0.839786,3.532651,24.10824,84.999994,3.525765,303.046198,460.275292,1297842.488,456.648562,778586.294,305.755129,TRUE,Success,0.917995,0.991542,1.028081
8.2,0.860023,4553128.247,,,Success,0.808838,0.920307,0.822476,2.553697,1.01325,2.45669,2.424564,298,408.869233,916763.3475,400.420408,535394.6888,302.739944,0.99947,1,0.84,3.236928,2.45669,7.790516,3.171143,302.739944,445.690888,1184381.388,434.775074,682858.743,304.110982,1.001443,0.991956,0.839908,3.143468,7.790516,24.326941,3.122635,304.110982,443.920197,1157241.387,436.163487,688885.1402,303.082322,1.029518,1.02513,0.839826,3.500915,24.326941,84.999996,3.494068,303.082322,459.004094,1294742.125,455.416963,773147.5169,305.757084,TRUE,Success,0.920307,0.991956,1.02513
8.25,0.860036,4579493.229,,,Success,0.81377,0.922574,0.8235,2.571724,1.01325,2.473355,2.441011,298,409.674799,929092.915,401.14716,538486.5983,302.787249,0.998867,1,0.839999,3.237412,2.473355,7.844755,3.171706,302.787249,445.782201,1191976.093,434.841734,683147.9418,304.13925,1.000629,0.992452,0.83993,3.149925,7.844755,24.547225,3.129126,304.13925,444.252643,1166860.164,436.47256,690227.5073,303.119223,1.026563,1.022206,0.839861,3.469521,24.547225,84.999995,3.462713,303.119223,457.739984,1291564.057,454.191752,767743.259,305.758001,TRUE,Success,0.922574,0.992452,1.022206
8.3,0.860047,4605928.872,,,Success,0.818702,0.924843,0.824482,2.589877,1.01325,2.490138,2.457576,298,410.485853,941551.2012,401.878731,541600.0185,302.834862,0.998226,1,0.839997,3.237923,2.490138,7.899471,3.172302,302.834862,445.875297,1199587.867,434.910104,683444.5693,304.167555,0.999767,0.992918,0.839948,3.156075,7.899471,24.767301,3.135311,304.167555,444.571434,1176394.258,436.768834,691514.5728,303.155865,1.023669,1.019333,0.839891,3.438713,24.767301,84.999995,3.431944,303.155865,456.492033,1288395.545,452.981647,762411.7011,305.758009,TRUE,Success,0.924843,0.992918,1.019333
8.35,0.860054,4632439.957,,,Success,0.823634,0.927105,0.825425,2.608067,1.01325,2.50695,2.474167,298,411.297356,954096.3858,402.610474,544715.1909,302.882594,0.997583,1,0.839995,3.238432,2.50695,7.954289,3.172895,302.882594,445.968588,1207205.002,434.978697,683742.1832,304.19583,0.998905,0.993371,0.839963,3.162038,7.954289,24.986892,3.141311,304.19583,444.881972,1185888.283,437.057335,692768.1408,303.192342,1.020847,1.016513,0.839916,3.408516,24.986892,84.999995,3.401783,303.192342,455.261632,1285250.286,451.78801,757158.5135,305.757166,TRUE,Success,0.927105,0.993371,1.016513
8.4,0.860058,4659028.166,,,Success,0.828566,0.929352,0.826332,2.626209,1.01325,2.523702,2.4907,298,412.104695,966689.2252,403.338134,547814.0129,302.930272,0.996974,1,0.839992,3.238912,2.523702,8.008855,3.173455,302.930272,446.060617,1214816.521,435.046153,684034.8821,304.224011,0.998086,0.993839,0.839975,3.168124,8.008855,25.207321,3.147431,304.224011,445.198078,1195460.239,437.351053,694044.654,303.229014,1.018041,1.013725,0.839937,3.378731,25.207321,84.999994,3.372036,303.229014,454.041193,1282062.18,450.603594,751951.5206,305.755416,TRUE,Success,0.929352,0.993839,1.013725
8.45,0.860059,4685692.071,,,Success,0.833498,0.931591,0.827203,2.644373,1.01325,2.540467,2.507246,298,412.911765,979362.4902,404.065303,550911.7769,302.97804,0.996368,1,0.839989,3.239385,2.540467,8.063462,3.174008,302.97804,446.152604,1222431.515,435.113612,684327.6035,304.252151,0.997274,0.994295,0.839984,3.174041,8.063462,25.427168,3.153381,304.252151,445.506642,1204997.253,437.637655,695290.5145,303.265527,1.015307,1.010989,0.839954,3.34954,25.427168,84.999996,3.342881,303.265527,452.838187,1278900.813,449.43559,746822.062,305.752889,TRUE,Success,0.931591,0.994295,1.010989
8.5,0.860057,4712431.973,,,Success,0.83843,0.933817,0.828038,2.662509,1.01325,2.557194,2.523754,298,413.71596,992093.6903,404.789582,553998.2673,303.025797,0.995787,1,0.839985,3.239837,2.557194,8.117906,3.174537,303.025797,446.243724,1230043.681,435.180303,684617.008,304.280213,0.996493,0.994762,0.839991,3.180037,8.117906,25.647789,3.159409,304.280213,445.818821,1214595.463,437.927646,696551.3754,303.30219,1.012591,1.008284,0.839968,3.320749,25.647789,84.999994,3.314126,303.30219,451.64496,1275699.139,448.276679,741737.7337,305.749517,TRUE,Success,0.933817,0.994762,1.008284
8.55,0.860052,4739247.931,,,Success,0.843362,0.936042,0.828837,2.680731,1.01325,2.573999,2.54034,298,414.523408,1004935.569,405.516611,557097.5392,303.073771,0.995183,1,0.83998,3.240303,2.573999,8.172658,3.175082,303.073771,446.335898,1237667.654,435.248019,684910.8725,304.308285,0.995685,0.995149,0.839994,3.185134,8.172658,25.862702,3.16454,304.308285,446.090945,1223872.887,438.179847,697648.1567,303.337716,1.010143,1.005699,0.839976,3.293178,25.862702,84.999991,3.286586,303.337716,450.495799,1272771.821,447.159806,736842.6578,305.745836,TRUE,Success,0.936042,0.995149,1.005699
8.6,0.860045,4766139.081,,,Success,0.848294,0.938236,0.829606,2.698757,1.01325,2.590596,2.556719,298,415.319189,1017758.375,406.232654,560151.022,303.121401,0.994668,1,0.839976,3.240699,2.590596,8.226552,3.175545,303.121401,446.424434,1245267.301,435.312377,685190.1802,304.336154,0.994993,0.995699,0.839995,3.191947,8.226552,26.089534,3.171381,304.336154,446.439608,1233850.603,438.504218,699059.0971,303.375561,1.007279,1.002989,0.839983,3.264565,26.089534,84.999994,3.258011,303.375561,449.296708,1269262.802,445.994725,731741.2531,305.740478,TRUE,Success,0.938236,0.995699,1.002989
8.65,0.860034,4793103.409,,,Success,0.853225,0.940441,0.830339,2.716978,1.01325,2.607379,2.573283,298,416.12394,1030741.6,406.956713,563239.7589,303.16946,0.99409,1,0.83997,3.24114,2.607379,8.281197,3.176062,303.16946,446.515809,1252892.507,435.379428,685481.1873,304.364114,0.994219,0.996084,0.839993,3.196953,8.281197,26.30456,3.17642,304.364114,446.707824,1243149.127,438.752719,700140.2566,303.411065,1.004912,1.00048,0.839984,3.237902,26.30456,84.999991,3.231379,303.411065,448.172853,1266320.174,444.901678,726959.7891,305.735377,TRUE,Success,0.940441,0.996084,1.00048
8.7,0.860021,4820147.774,,,Success,0.858157,0.942615,0.831042,2.734993,1.01325,2.623944,2.589632,298,416.916789,1043702.22,407.669573,566281.785,303.217161,0.993603,1,0.839965,3.241511,2.623944,8.334949,3.176496,303.217161,446.603464,1260492.341,435.443043,685757.2954,304.391867,0.993563,0.996632,0.839989,3.203678,8.334949,26.531578,3.183172,304.391867,447.052542,1253155.254,439.073339,701535.4891,303.448903,1.002135,0.997845,0.839983,3.210217,26.531578,84.999999,3.20373,303.448903,446.999598,1262797.96,443.76093,721974.2731,305.728587,TRUE,Success,0.942615,0.996632,0.997845
8.7,0.860021,4820148.203,,,Success,0.858157,0.942614,0.831042,2.734982,1.01325,2.623934,2.589622,298,416.916265,1043697.585,407.669091,566279.7251,303.217141,0.993606,1,0.839965,3.241508,2.623934,8.334908,3.176493,303.217141,446.603299,1260491.052,435.442889,685756.6275,304.391859,0.993568,0.996637,0.839989,3.203724,8.334908,26.531824,3.183217,304.391859,447.054565,1253173.325,439.075242,701543.7707,303.44896,1.002126,0.997841,0.839983,3.210187,26.531824,85,3.2037,303.44896,446.998346,1262786.24,443.759726,721969.0126,305.728566,TRUE,Success,0.942614,0.996637,0.997841
8.75,0.860005,4847264.959,,,Success,0.863089,0.94479,0.831712,2.753101,1.01325,2.640595,2.606064,298,417.71338,1056777.442,408.385635,569338.5441,303.265091,0.99309,1,0.839959,3.241898,2.640595,8.389038,3.17695,303.265091,446.692306,1268104.911,435.507807,686038.4035,304.419635,0.992875,0.997116,0.839983,3.209677,8.389038,26.754317,3.1892,304.419635,447.364988,1262905.314,439.363536,702798.626,303.485843,0.999564,0.995305,0.839979,3.183511,26.754317,84.999995,3.177057,303.485843,445.861349,1259477.291,442.653607,717139.2663,305.721491,TRUE,Success,0.94479,0.997116,0.995305
8.8,0.859986,4874456.11,,,Success,0.868021,0.946957,0.83235,2.771235,1.01325,2.657262,2.622514,298,418.510226,1069936.708,409.101688,572396.3549,303.313117,0.992579,1,0.839953,3.242282,2.657262,8.443188,3.177401,303.313117,446.781238,1275721.681,435.572692,686320.0541,304.447371,0.99219,0.997576,0.839974,3.215403,8.443188,26.975587,3.194953,304.447371,447.665261,1272575.672,439.642247,704012.0332,303.522469,0.99709,0.99282,0.839972,3.157419,26.975587,84.999994,3.150997,303.522469,444.743053,1256222.049,441.56527,712391.3493,305.713889,TRUE,Success,0.946957,0.997576,0.99282
8.85,0.859964,4901724.352,,,Success,0.872953,0.94911,0.832959,2.789321,1.01325,2.67387,2.638905,298,419.303538,1083145.987,409.814245,575440.3317,303.361094,0.992097,1,0.839947,3.242642,2.67387,8.49709,3.177824,303.361094,446.869063,1283333.157,435.636584,686597.4009,304.475018,0.991543,0.99805,0.839963,3.221229,8.49709,27.197535,3.200806,304.475018,447.969949,1282315.159,439.925083,705243.6641,303.559256,0.994633,0.990362,0.839961,3.131674,27.197535,84.999993,3.125283,303.559256,443.63362,1252930.049,440.48527,707683.8416,305.705616,TRUE,Success,0.94911,0.99805,0.990362
8.9,0.85994,4929067.803,,,Success,0.877885,0.951253,0.833538,2.807401,1.01325,2.690462,2.65528,298,420.095515,1096424.661,410.525334,578479.1289,303.409105,0.991628,1,0.83994,3.242991,2.690462,8.550919,3.178234,303.409105,446.95647,1290944.688,435.700122,686873.2288,304.502608,0.990912,0.998526,0.83995,3.227039,8.550919,27.419738,3.206642,304.502608,448.273932,1292077.563,440.207242,706472.6179,303.59607,0.992207,0.987934,0.839948,3.106316,27.419738,84.999994,3.099956,303.59607,442.534915,1249620.892,439.415415,703024.4682,305.696728,TRUE,Success,0.951253,0.998526,0.987934
8.95,0.859912,4956486.472,,,Success,0.882817,0.953387,0.834088,2.825472,1.01325,2.707036,2.671637,298,420.886153,1109772.481,411.234947,581512.7267,303.457145,0.991172,1,0.839933,3.243328,2.707036,8.60467,3.178631,303.457145,447.043452,1298556.166,435.763301,687147.5114,304.530141,0.990299,0.999002,0.839935,3.232832,8.60467,27.64216,3.21246,304.530141,448.577092,1301861.705,440.488611,707698.4011,303.632907,0.989812,0.985536,0.839932,3.081342,27.64216,84.999994,3.075013,303.632907,441.446925,1246296.12,438.355706,698413.0624,305.687249,TRUE,Success,0.953387,0.999002,0.985536
9,0.859882,4983980.457,,,Success,0.887749,0.95551,0.83461,2.843535,1.01325,2.723592,2.687977,298,421.675467,1123189.398,411.9431,584541.1922,303.505215,0.990728,1,0.839926,3.243654,2.723592,8.658341,3.179015,303.505215,447.13001,1306167.543,435.826123,687420.2507,304.557617,0.989703,0.999481,0.839918,3.238618,8.658341,27.86489,3.218271,304.557617,448.879938,1311672.179,440.769673,708923.1139,303.669782,0.987446,0.983166,0.839913,3.056732,27.86489,84.999994,3.050433,303.669782,440.369016,1242951.337,437.305546,693846.8624,305.677189,TRUE,Success,0.95551,0.999481,0.983166
9.05,0.85985,5011549.603,,,Success,0.892681,0.957624,0.835104,2.861592,1.01325,2.740133,2.704301,298,422.463597,1136676.521,412.649921,587565.0846,303.553319,0.990298,1,0.839919,3.24397,2.740133,8.711941,3.179387,303.553319,447.216185,1313779.089,435.888623,687691.6088,304.585039,0.989123,0.999961,0.839899,3.244384,8.711941,28.087831,3.224061,304.585039,449.181838,1321503.057,441.04983,710144.1511,303.706676,0.98511,0.980826,0.839891,3.03249,28.087831,84.999994,3.026221,303.706676,439.301475,1239590.936,436.265225,689326.9784,305.666577,TRUE,Success,0.957624,0.999961,0.980826
9.1,0.859815,5039194.049,,,Success,0.897613,0.959728,0.835571,2.879641,1.01325,2.756655,2.720607,298,423.250495,1150233.236,413.355366,590584.2192,303.601451,0.989879,1,0.839912,3.244275,2.756655,8.765463,3.179746,303.601451,447.301957,1321390.596,435.950784,687961.5071,304.612405,0.988559,1.000442,0.839879,3.250139,8.765463,28.311036,3.229839,304.612405,449.483196,1331357.992,441.329464,711363.1746,303.743601,0.982803,0.978512,0.839868,3.008602,28.311036,84.999994,3.002362,303.743601,438.243859,1236212.224,435.234327,684851.4537,305.655425,TRUE,Success,0.959728,1.000442,0.978512
