Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1
13,0.846144,7786957.367,,,Success,1.282304,1.079635,0.817459,3.915966,1.01325,3.638992,3.591406,298,470.550392,2270639.419,454.916909,770941.0835,306.942583,1.077115,1,0.835694,3.150046,3.638992,11.184963,3.073643,306.942583,448.689604,1862331.283,435.957608,687991.1392,306.326111,1.109847,1,0.831771,3.098803,11.184963,34.373808,3.073216,306.326111,446.595229,1841340.43,437.88883,696382.5931,305.233484,1.159202,1,0.824156,3.005148,34.373808,103,2.996468,305.233484,442.820125,1812646.235,439.403243,702971.4795,307.80227,TRUE,Success,1.079635
12.95,0.84646,7752025.278,,,Success,1.277372,1.078128,0.818062,3.90254,1.01325,3.627913,3.580472,298,469.907557,2253375.988,454.358497,768478.3837,306.897602,1.07617,1,0.835792,3.151397,3.627913,11.156296,3.075128,306.897602,448.669325,1855486.056,435.954014,687975.532,306.305731,1.108383,1,0.831968,3.101282,11.156296,34.314112,3.075762,306.305731,446.64729,1835206.127,437.946812,696634.721,305.21757,1.156722,1,0.82458,3.010324,34.314112,103,3.00168,305.21757,442.979026,1807957.107,439.565784,703679.1138,307.797543,TRUE,Success,1.078128
12.9,0.846776,7717155.956,,,Success,1.27244,1.076623,0.818662,3.889152,1.01325,3.616863,3.569566,298,469.266532,2236203.358,453.801488,766023.1555,306.852688,1.075211,1,0.83589,3.152759,3.616863,11.127735,3.076626,306.852688,448.649575,1848644.478,435.950937,687962.1719,306.285347,1.1069,1,0.832165,3.103772,11.127735,34.254738,3.078321,306.285347,446.699719,1829069.46,438.005187,696888.5663,305.201646,1.154223,1,0.825003,3.015489,34.254738,103,3.006883,305.201646,443.137026,1803238.66,439.727493,704383.2163,307.792735,TRUE,Success,1.076623
12.85,0.847092,7682349.687,,,Success,1.267508,1.075121,0.819258,3.875803,1.01325,3.605841,3.558689,298,468.627361,2219121.804,453.245925,763575.5636,306.807845,1.074239,1,0.835988,3.154134,3.605841,11.09928,3.078139,306.807845,448.630366,1841806.587,435.948388,687951.1043,306.264958,1.1054,1,0.832363,3.106275,11.09928,34.195689,3.080892,306.264958,446.752518,1822930.391,438.063956,697144.1388,305.185713,1.151705,1,0.825425,3.020644,34.195689,103,3.012076,305.185713,443.294114,1798490.906,439.888362,705083.7441,307.787846,TRUE,Success,1.075121
12.8,0.847407,7647606.771,,,Success,1.262576,1.073622,0.819851,3.862492,1.01325,3.59485,3.547841,298,467.99009,2202131.607,452.691849,761135.7781,306.763075,1.073252,1,0.836087,3.155521,3.59485,11.070935,3.079665,306.763075,448.611707,1834972.42,435.946378,687942.3759,306.244564,1.103881,1,0.832561,3.10879,11.070935,34.136973,3.083477,306.244564,446.805689,1816788.882,438.123121,697401.4485,305.16977,1.149167,1,0.825847,3.025787,34.136973,103,3.017256,305.16977,443.45028,1793713.861,440.048379,705780.6548,307.782875,TRUE,Success,1.073622
12.75,0.847722,7612927.524,,,Success,1.257645,1.072125,0.820439,3.849221,1.01325,3.58389,3.537024,298,467.354764,2185233.062,452.139307,758703.9753,306.718381,1.072251,1,0.836186,3.15692,3.58389,11.042702,3.081206,306.718381,448.593611,1828142.017,435.944917,687936.0342,306.224165,1.102344,1,0.83276,3.111316,11.042702,34.078595,3.086074,306.224165,446.859233,1810644.898,438.182686,697660.5055,305.153818,1.146609,1,0.826267,3.030918,34.078595,103,3.022425,305.153818,443.605515,1788907.548,440.207538,706473.9072,307.777823,TRUE,Success,1.072125
12.7,0.848036,7578312.283,,,Success,1.252713,1.070632,0.821023,3.835991,1.01325,3.572961,3.526238,298,466.721433,2168426.473,451.588343,756280.3375,306.673766,1.071236,1,0.836285,3.158332,3.572961,11.014583,3.082761,306.673766,448.57609,1821315.417,435.944017,687932.1279,306.203762,1.100787,1,0.832958,3.113855,11.014583,34.020562,3.088684,306.203762,446.913152,1804498.402,438.242653,697921.3204,305.137857,1.144031,1,0.826686,3.036036,34.020562,103,3.027581,305.137857,443.75981,1784071.991,440.365827,707163.4607,307.772689,TRUE,Success,1.070632
12.65,0.84835,7543761.402,,,Success,1.247781,1.069141,0.821603,3.822803,1.01325,3.562063,3.515483,298,466.090145,2151712.157,451.039005,753865.0536,306.629233,1.070205,1,0.836385,3.159756,3.562063,10.986581,3.08433,306.629233,448.559155,1814492.661,435.94369,687930.7067,306.183355,1.099211,1,0.833157,3.116405,10.986581,33.962881,3.091306,306.183355,446.967448,1798349.358,438.303023,698183.904,305.121886,1.141432,1,0.827103,3.041139,33.962881,103,3.032723,305.121886,443.913154,1779207.225,440.523239,707849.2762,307.767475,TRUE,Success,1.069141
12.6,0.848664,7509275.252,,,Success,1.242849,1.067653,0.822178,3.809656,1.01325,3.551199,3.504761,298,465.460952,2135090.441,450.491342,751458.3193,306.584785,1.069158,1,0.836485,3.161193,3.551199,10.958698,3.085915,306.584785,448.54282,1807673.792,435.943947,687931.8217,306.162944,1.097616,1,0.833356,3.118966,10.958698,33.905556,3.09394,306.162944,447.022123,1792197.732,438.3638,698448.2676,305.105907,1.138813,1,0.827519,3.046228,33.905556,103,3.03785,305.105907,444.06554,1774313.288,440.679765,708531.3153,307.762178,TRUE,Success,1.067653
12.55,0.848976,7474854.228,,,Success,1.237917,1.066168,0.822749,3.796552,1.01325,3.540369,3.494073,298,464.833907,2118561.664,449.945405,749060.3371,306.540425,1.068096,1,0.836586,3.162642,3.540369,10.930938,3.087514,306.540425,448.527095,1800858.853,435.9448,687935.525,306.142529,1.096,1,0.833555,3.121539,10.930938,33.848597,3.096587,306.142529,447.077179,1786043.488,438.424986,698714.4228,305.089918,1.136173,1,0.827934,3.051301,33.848597,103,3.042962,305.089918,444.216958,1769390.223,440.835397,709209.5413,307.756801,TRUE,Success,1.066168
12.5,0.849289,7440498.746,,,Success,1.232985,1.064686,0.823315,3.783493,1.01325,3.529574,3.483418,298,464.209065,2102126.181,449.401246,746671.3171,306.496156,1.067017,1,0.836686,3.164104,3.529574,10.903303,3.089127,306.496156,448.511995,1794047.889,435.946261,687941.8702,306.122111,1.094364,1,0.833754,3.124123,10.903303,33.792008,3.099245,306.122111,447.132618,1779886.594,438.486583,698982.3815,305.073921,1.133511,1,0.828346,3.056358,33.792008,103,3.048058,305.073921,444.367401,1764438.082,440.990127,709883.9186,307.751342,TRUE,Success,1.064686
12.45,0.8496,7406209.243,,,Success,1.228053,1.063208,0.823876,3.770478,1.01325,3.518814,3.472799,298,463.586484,2085784.358,448.85892,744291.4769,306.451983,1.065922,1,0.836787,3.16558,3.518814,10.875796,3.090756,306.451983,448.497533,1787240.945,435.948343,687950.9121,306.10169,1.092707,1,0.833954,3.126718,10.875796,33.735797,3.101915,306.10169,447.188442,1773727.016,438.548595,699252.1565,305.057916,1.130829,1,0.828757,3.061397,33.735797,103,3.053137,305.057916,444.516859,1759456.924,441.143948,710554.4133,307.745801,TRUE,Success,1.063208
12.4,0.849911,7371986.18,,,Success,1.223121,1.061732,0.824432,3.757508,1.01325,3.50809,3.462216,298,462.966223,2069536.575,448.318482,741921.0424,306.407907,1.06481,1,0.836888,3.167068,3.50809,10.84842,3.0924,306.407907,448.483722,1780438.069,435.95106,687962.707,306.081266,1.091028,1,0.834153,3.129324,10.84842,33.679973,3.104597,306.081266,447.244653,1767564.723,438.611025,699523.7608,305.041902,1.128125,1,0.829165,3.066419,33.679973,103,3.058197,305.041902,444.665327,1754446.812,441.296852,711220.9932,307.74018,TRUE,Success,1.061732
12.35,0.85022,7337830.044,,,Success,1.218189,1.06026,0.824982,3.744585,1.01325,3.497404,3.451669,298,462.348342,2053383.228,447.779991,739560.2476,306.363932,1.06368,1,0.836989,3.168569,3.497404,10.821178,3.09406,306.363932,448.470576,1773639.311,435.954424,687977.3125,306.06084,1.089328,1,0.834351,3.13194,10.821178,33.624541,3.10729,306.06084,447.301255,1761399.685,438.673875,699797.208,305.02588,1.125398,1,0.829571,3.071421,33.624541,103,3.063239,305.02588,444.812796,1749407.821,441.448832,711883.6277,307.734477,TRUE,Success,1.06026
12.3,0.850529,7303741.349,,,Success,1.213257,1.058791,0.825527,3.73171,1.01325,3.486756,3.441161,298,461.732904,2037324.728,447.243506,737209.3354,306.320062,1.062533,1,0.837091,3.170083,3.486756,10.794073,3.095735,306.320062,448.458109,1766844.72,435.958448,687994.7879,306.040412,1.087606,1,0.83455,3.134566,10.794073,33.569509,3.109995,306.040412,447.35825,1755231.872,438.737149,700072.5127,305.009849,1.12265,1,0.829974,3.076402,33.569509,103,3.068261,305.009849,444.959261,1744340.029,441.599884,712542.2885,307.728693,TRUE,Success,1.058791
12.25,0.850837,7269720.636,,,Success,1.208325,1.057325,0.826067,3.718883,1.01325,3.476148,3.430691,298,461.119977,2021361.502,446.709089,734868.558,306.276301,1.061367,1,0.837192,3.171611,3.476148,10.76711,3.097426,306.276301,448.446337,1760054.35,435.963148,688015.1942,306.019981,1.085861,1,0.834748,3.137203,10.76711,33.514886,3.11271,306.019981,447.41564,1749061.258,438.800851,700349.69,304.993811,1.119879,1,0.830374,3.081363,33.514886,103,3.073261,304.993811,445.104715,1739243.526,441.75,713196.9492,307.722828,TRUE,Success,1.057325
12.2,0.851144,7235768.473,,,Success,1.203393,1.055863,0.826601,3.706106,1.01325,3.46558,3.420262,298,460.509628,2005493.995,446.176806,732538.1771,306.232651,1.060183,1,0.837293,3.173151,3.46558,10.74029,3.099132,306.232651,448.435274,1753268.254,435.968537,688038.5939,305.999549,1.084093,1,0.834946,3.139849,10.74029,33.460679,3.115435,305.999549,447.473429,1742887.816,438.864983,700628.7557,304.977766,1.117086,1,0.830772,3.086301,33.460679,103,3.07824,304.977766,445.249152,1734118.409,441.899175,713847.5859,307.716882,TRUE,Success,1.055863
12.15,0.851449,7201885.463,,,Success,1.198461,1.054405,0.827128,3.693379,1.01325,3.455054,3.409874,298,459.901928,1989722.667,445.646722,730218.4646,306.189117,1.058979,1,0.837394,3.174705,3.455054,10.713619,3.100854,306.189117,448.424936,1746486.489,435.97463,688065.0515,305.979116,1.082302,1,0.835143,3.142504,10.713619,33.406897,3.118171,305.979116,447.531619,1736711.522,438.92955,700909.7267,304.961712,1.114269,1,0.831166,3.091216,33.406897,103,3.083196,304.961712,445.392568,1728964.785,442.047405,714494.1769,307.710855,TRUE,Success,1.054405
12.1,0.851753,7168072.239,,,Success,1.193529,1.05295,0.82765,3.680704,1.01325,3.444571,3.399527,298,459.296949,1974048,445.118908,727909.7028,306.145702,1.057756,1,0.837496,3.176273,3.444571,10.687099,3.102592,306.145702,448.415339,1739709.114,435.981443,688094.633,305.958682,1.080487,1,0.835339,3.145168,10.687099,33.353548,3.120917,305.958682,447.590214,1730532.355,438.994556,701192.6209,304.945652,1.111429,1,0.831557,3.096107,33.353548,103,3.088127,304.945652,445.534958,1723782.77,442.194687,715136.7035,307.704748,TRUE,Success,1.05295
12.05,0.852056,7134329.468,,,Success,1.188597,1.051499,0.828165,3.668083,1.01325,3.434132,3.389225,298,458.69477,1958470.493,444.593435,725612.1853,306.10241,1.056512,1,0.837597,3.177854,3.434132,10.660734,3.104346,306.10241,448.4065,1732936.19,435.988991,688127.4069,305.938247,1.078647,1,0.835534,3.147841,10.660734,33.300641,3.123673,305.938247,447.649218,1724350.295,439.060005,701477.4572,304.929585,1.108566,1,0.831944,3.100972,33.300641,103,3.093034,304.929585,445.676319,1718572.49,442.341016,715775.1499,307.69856,TRUE,Success,1.051499
12,0.852357,7100657.855,,,Success,1.183665,1.050051,0.828673,3.655515,1.01325,3.423738,3.378967,298,458.095467,1942990.668,444.070377,723326.2172,306.059245,1.055248,1,0.837697,3.179448,3.423738,10.634528,3.106116,306.059245,448.398435,1726167.779,435.99729,688163.4434,305.917812,1.076782,1,0.835729,3.150522,10.634528,33.248184,3.126437,305.917812,447.708634,1718165.327,439.125901,701764.2556,304.913511,1.105679,1,0.832326,3.105811,33.248184,103,3.097914,304.913511,445.816649,1713334.081,442.486389,716409.5033,307.692292,TRUE,Success,1.050051
11.95,0.852657,7067058.141,,,Success,1.178733,1.048608,0.829175,3.643003,1.01325,3.41339,3.368754,298,457.499125,1927609.066,443.549813,721052.1159,306.016211,1.053963,1,0.837798,3.181056,3.41339,10.608485,3.107903,306.016211,448.391162,1719403.948,436.006357,688202.815,305.897377,1.074892,1,0.835922,3.153212,10.608485,33.196187,3.129211,305.897377,447.768467,1711977.435,439.19225,702053.0376,304.89743,1.102767,1,0.832705,3.110622,33.196187,103,3.102766,304.89743,445.955944,1708067.692,442.630806,717039.7545,307.685944,TRUE,Success,1.048608
11.9,0.852954,7033531.109,,,Success,1.173802,1.047169,0.829669,3.630548,1.01325,3.403091,3.358589,298,456.905829,1912326.252,443.031822,718790.2116,305.973313,1.052656,1,0.837898,3.182678,3.403091,10.58261,3.109705,305.973313,448.384698,1712644.766,436.01621,688245.5966,305.876943,1.072976,1,0.836114,3.155908,10.58261,33.14466,3.131993,305.876943,447.828722,1705786.609,439.259056,702343.8261,304.881344,1.099832,1,0.833079,3.115404,33.14466,103,3.10759,304.881344,446.094204,1702773.482,442.774265,717665.8978,307.679516,TRUE,Success,1.047169
11.85,0.85325,7000077.586,,,Success,1.16887,1.045734,0.830157,3.618151,1.01325,3.39284,3.348473,298,456.315667,1897142.816,442.516487,716540.8479,305.930554,1.051326,1,0.837998,3.184313,3.39284,10.556906,3.111525,305.930554,448.379064,1705890.305,436.026865,688291.8655,305.85651,1.071033,1,0.836305,3.158612,10.556906,33.093611,3.134783,305.85651,447.889402,1699592.843,439.326326,702636.6454,304.865252,1.096871,1,0.833448,3.120155,33.093611,103,3.112383,304.865252,446.231429,1697451.622,442.916767,718287.9315,307.673008,TRUE,Success,1.045734
11.8,0.853544,6966698.44,,,Success,1.163938,1.044303,0.830636,3.605814,1.01325,3.38264,3.338407,298,455.728732,1882059.37,442.003897,714304.3826,305.887939,1.049974,1,0.838097,3.185961,3.38264,10.531379,3.11336,305.887939,448.374278,1699140.64,436.038342,688341.7014,305.836078,1.069064,1,0.836494,3.161322,10.531379,33.043051,3.137581,305.836078,447.950514,1693396.133,439.394064,702931.5218,304.849154,1.093885,1,0.833812,3.124875,33.043051,103,3.117146,304.849154,446.36762,1692102.298,443.058311,718905.858,307.666422,TRUE,Success,1.044303
11.75,0.853836,6933394.59,,,Success,1.159006,1.042877,0.831108,3.593537,1.01325,3.372493,3.328392,298,455.145121,1867076.555,441.494141,712081.1886,305.845472,1.048598,1,0.838196,3.187623,3.372493,10.506032,3.115212,305.845472,448.370359,1692395.849,436.05066,688395.1871,305.815648,1.067066,1,0.836682,3.164038,10.506032,32.992991,3.140385,305.815648,448.012063,1687196.48,439.462278,703228.4834,304.833051,1.090874,1,0.834171,3.129563,32.992991,103,3.121875,304.833051,446.502778,1686725.707,443.198899,719519.6845,307.659756,TRUE,Success,1.042877
11.7,0.854126,6900167.006,,,Success,1.154074,1.041455,0.831572,3.581324,1.01325,3.362399,3.31843,298,454.564934,1852195.038,440.987314,709871.6542,305.803158,1.047198,1,0.838294,3.189299,3.362399,10.480871,3.117081,305.803158,448.36733,1685656.016,436.063837,688452.408,305.795221,1.065041,1,0.836867,3.166759,10.480871,32.94344,3.143197,305.795221,448.074056,1680993.889,439.530974,703527.5603,304.816944,1.087837,1,0.834523,3.134216,32.94344,103,3.126571,304.816944,446.636906,1681322.062,443.338536,720129.4228,307.653012,TRUE,Success,1.041455
11.65,0.854413,6867016.708,,,Success,1.149142,1.040038,0.832028,3.569175,1.01325,3.352361,3.308523,298,453.988275,1837415.517,440.483512,707676.1845,305.761002,1.045773,1,0.838391,3.190988,3.352361,10.455901,3.118967,305.761002,448.365211,1678921.227,436.077895,688513.4528,305.774797,1.062987,1,0.837051,3.169486,10.455901,32.894409,3.146014,305.774797,448.136498,1674788.373,439.60016,703828.7849,304.800833,1.084774,1,0.83487,3.138833,32.894409,103,3.131231,304.800833,446.770009,1675891.591,443.477225,720735.0902,307.646189,TRUE,Success,1.040038
11.6,0.854698,6833944.777,,,Success,1.14421,1.038626,0.832475,3.557091,1.01325,3.34238,3.298672,298,453.415253,1822738.719,439.982839,705495.2017,305.719009,1.044323,1,0.838487,3.19269,3.34238,10.431127,3.120868,305.719009,448.364024,1672191.574,436.092854,688578.4134,305.754376,1.060903,1,0.837232,3.172216,10.431127,32.84591,3.148836,305.754376,448.199399,1668579.948,439.669843,704132.1922,304.784718,1.081685,1,0.83521,3.143413,32.84591,103,3.135855,304.784718,446.902093,1670434.536,443.614971,721336.7095,307.639288,TRUE,Success,1.038626
11.55,0.85498,6800952.351,,,Success,1.139278,1.037219,0.832913,3.545076,1.01325,3.332457,3.28888,298,452.845983,1808165.406,439.4854,703329.1466,305.677184,1.042846,1,0.838582,3.194406,3.332457,10.406554,3.122787,305.677184,448.363792,1665467.151,436.108737,688647.3851,305.73396,1.058789,1,0.83741,3.17495,10.406554,32.797954,3.151663,305.73396,448.262764,1662368.636,439.740033,704437.8201,304.7686,1.078568,1,0.835543,3.147955,32.797954,103,3.14044,304.7686,447.033164,1664951.158,443.751782,721934.3096,307.632311,TRUE,Success,1.037219
11.5,0.85526,6768040.634,,,Success,1.134346,1.035817,0.833342,3.53313,1.01325,3.322596,3.279147,298,452.280582,1793696.371,438.991307,701178.4793,305.635531,1.041342,1,0.838676,3.196134,3.322596,10.382188,3.124722,305.635531,448.364541,1658748.062,436.125566,688720.4671,305.713548,1.056644,1,0.837586,3.177687,10.382188,32.750553,3.154494,305.713548,448.326604,1656154.466,439.810738,704745.7091,304.752479,1.075425,1,0.835868,3.152456,32.750553,103,3.144985,304.752479,447.163231,1659441.734,443.887666,722527.9256,307.625256,TRUE,Success,1.035817
11.45,0.855536,6735210.896,,,Success,1.129414,1.034421,0.833761,3.521255,1.01325,3.312797,3.269476,298,451.719174,1779332.446,438.500674,699043.6803,305.594057,1.039811,1,0.838769,3.197876,3.312797,10.358034,3.126674,305.594057,448.366293,1652034.412,436.143366,688797.7623,305.693141,1.054468,1,0.837759,3.180426,10.358034,32.703718,3.157329,305.693141,448.390928,1649937.477,439.881969,705055.9033,304.736355,1.072254,1,0.836186,3.156916,32.703718,103,3.149489,304.736355,447.292305,1653906.561,444.022632,723117.6,307.618124,TRUE,Success,1.034421
11.4,0.855809,6702464.48,,,Success,1.124482,1.033031,0.834171,3.509454,1.01325,3.303062,3.259869,298,451.161888,1765074.5,438.013623,696925.2516,305.552766,1.038251,1,0.83886,3.199631,3.303062,10.334099,3.128642,305.552766,448.369076,1645326.314,436.16216,688879.3782,305.67274,1.05226,1,0.837928,3.183166,10.334099,32.657463,3.160165,305.67274,448.455746,1643717.713,439.953735,705368.4505,304.720231,1.069056,1,0.836495,3.161333,32.657463,103,3.15395,304.720231,447.420397,1648345.952,444.156693,723703.3824,307.610917,TRUE,Success,1.033031
11.35,0.856078,6669802.804,,,Success,1.11955,1.031646,0.834571,3.497728,1.01325,3.293395,3.250328,298,450.60886,1750923.442,437.530279,694823.7181,305.511665,1.036662,1,0.838949,3.201398,3.293395,10.310389,3.130627,305.511665,448.372917,1638623.888,436.181974,688965.4264,305.652346,1.050019,1,0.838094,3.185907,10.310389,32.611801,3.163004,305.652346,448.521069,1637495.229,440.02605,705683.4021,304.704105,1.065829,1,0.836796,3.165704,32.611801,103,3.158366,304.704105,447.547521,1642760.246,444.289862,724285.3305,307.603634,TRUE,Success,1.031646
11.3,0.856344,6637227.37,,,Success,1.114618,1.030267,0.83496,3.486081,1.01325,3.283796,3.240855,298,450.06023,1736880.226,437.050774,692739.6289,305.47076,1.035043,1,0.839037,3.203178,3.283796,10.28691,3.132627,305.47076,448.377844,1631927.26,436.202836,689056.0236,305.63196,1.047744,1,0.838256,3.188647,10.28691,32.566743,3.165843,305.63196,448.58691,1631270.087,440.098926,706000.8143,304.687979,1.062574,1,0.837087,3.170029,32.566743,103,3.162736,304.687979,447.673694,1637149.798,444.422154,724863.5105,307.596276,TRUE,Success,1.030267
