Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage4
12.65,0.852755,7348958.735,,,Success,1.247781,1.089836,0.82454,4.128839,1.01325,3.872155,3.82152,298,477.057312,2293845.159,460.896722,797396.6607,307.042419,0.985163,1,0.839809,3.247614,3.872155,12.327779,3.1837,307.042419,452.546511,1860647.082,439.652523,704056.7774,306.427694,0.980014,1,0.839651,3.251055,12.327779,39.832343,3.231105,306.427694,452.433584,1865920.363,443.744177,721901.0887,305.648788,0.974077,0.922892,0.836186,2.391126,39.832343,94.999998,2.384996,305.648788,409.886438,1328546.131,407.468998,565425.7532,306.045516,TRUE,Success,1.089836,0.922892
12.6,0.853055,7316904.013,,,Success,1.242849,1.08963,0.82524,4.132522,1.01325,3.878343,3.827627,298,477.042597,2284585.164,460.903743,797427.8132,307.020693,0.979669,1,0.839638,3.251278,3.878343,12.364447,3.188074,307.020693,452.707226,1855637.161,439.818218,704778.2826,306.417876,0.97323,1,0.839364,3.255261,12.364447,40.006229,3.235586,306.417876,452.65714,1861572.118,443.976718,722916.993,305.651621,0.966014,0.920798,0.836582,2.380659,40.006229,95,2.37463,305.651621,409.256252,1315109.571,406.866568,562855.1538,306.011634,TRUE,Success,1.08963,0.920798
12.55,0.853318,7285242.936,,,Success,1.237917,1.089365,0.82592,4.135123,1.01325,3.883426,3.832643,298,476.99245,2274870.74,460.879014,797318.0851,306.99764,0.974468,1,0.839423,3.254521,3.883426,12.395843,3.191987,306.99764,452.854654,1850455.891,439.971569,705446.118,306.407117,0.966896,1,0.839015,3.258852,12.395843,40.15549,3.239432,306.407117,452.862223,1856976.22,444.190648,723851.7605,305.65229,0.958606,0.918941,0.836909,2.37174,40.15549,94.999998,2.365803,305.65229,408.717144,1302940.086,406.352168,560660.7769,305.981551,TRUE,Success,1.089365,0.918941
12.5,0.853552,7254122.326,,,Success,1.232985,1.08923,0.826602,4.139319,1.01325,3.890114,3.839244,298,477.000278,2265904.73,460.906327,797439.2796,306.976629,0.968883,1,0.839134,3.25776,3.890114,12.432573,3.19594,306.976629,453.017731,1845432.224,440.139546,706177.741,306.397229,0.960183,1,0.838556,3.262303,12.432573,40.320721,3.243152,306.397229,453.081459,1852533.632,444.418773,724848.734,305.654299,0.950877,0.916964,0.837196,2.36195,40.320721,95,2.356109,305.654299,408.134026,1290251.74,405.795003,558284.5845,305.94952,TRUE,Success,1.08923,0.916964
12.45,0.853749,7223319.836,,,Success,1.228053,1.089007,0.827261,4.142025,1.01325,3.895285,3.844347,298,476.958715,2256307.368,460.889361,797363.9974,306.953793,0.963691,1,0.838808,3.260545,3.895285,12.462518,3.199386,306.953793,453.16415,1840201.58,440.292015,706841.9028,306.386176,0.954027,1,0.838049,3.265147,12.462518,40.456335,3.246241,306.386176,453.27954,1847813.295,444.625482,725752.2761,305.653752,0.943898,0.915261,0.837419,2.353966,40.456335,95,2.348211,305.653752,407.655968,1278997.594,405.339471,556342.3046,305.921937,TRUE,Success,1.089007,0.915261
12.4,0.853917,7191880.91,,,Success,1.223121,1.088122,0.827834,4.135238,1.01325,3.890825,3.839945,298,476.588747,2242538.405,460.577706,795981.3152,306.919158,0.960867,1,0.838607,3.261968,3.890825,12.455179,3.201167,306.919158,453.21095,1833838.537,440.351608,707101.5157,306.368801,0.950728,1,0.837744,3.266545,12.455179,40.451547,3.247769,306.368801,453.367817,1841742.386,444.721579,726172.3772,305.641124,0.940199,0.914776,0.837557,2.354199,40.451547,94.999999,2.348489,305.641124,407.636861,1273761.581,405.328533,556295.6727,305.914079,TRUE,Success,1.088122,0.914776
12.35,0.854079,7159203.537,,,Success,1.218189,1.086319,0.828301,4.115623,1.01325,3.873358,3.822707,298,475.772161,2223152.281,459.864987,792820.9254,306.868501,0.961229,1,0.838633,3.261789,3.873358,12.398397,3.200943,306.868501,453.123512,1825971.385,440.286051,706815.9214,306.343027,0.951191,1,0.837788,3.266354,12.398397,40.264539,3.24756,306.343027,453.310711,1833905.033,444.671389,725952.9615,305.612796,0.940713,0.915861,0.837631,2.365113,40.264539,94.999999,2.359396,305.612796,408.20836,1276174.839,405.889855,558689.0639,305.931472,TRUE,Success,1.086319,0.915861
12.3,0.85424,7126600.715,,,Success,1.213257,1.084512,0.828762,4.096014,1.01325,3.855888,3.805466,298,474.955491,2203850.45,459.151827,789660.8491,306.817805,0.961595,1,0.83866,3.261607,3.855888,12.341595,3.200714,306.817805,453.035856,1818105.847,440.220312,706529.5518,306.317222,0.95166,1,0.837833,3.266159,12.341595,40.077433,3.247346,306.317222,453.253352,1826068.378,444.620963,725732.5231,305.58444,0.941235,0.916956,0.837704,2.376134,40.077433,94.999999,2.370411,305.58444,408.783648,1278576.04,406.454876,561098.8778,305.948783,TRUE,Success,1.084512,0.916956
12.25,0.8544,7094070.527,,,Success,1.208325,1.0827,0.829216,4.076393,1.01325,3.838395,3.788202,298,474.138073,2184624.547,458.43763,786498.431,306.767048,0.961971,1,0.838687,3.261419,3.838395,12.284701,3.200479,306.767048,452.947783,1810239.744,440.154207,706241.602,306.291374,0.952141,1,0.837878,3.265957,12.284701,39.889966,3.247125,306.291374,453.195523,1818229.845,444.570083,725510.1066,305.556031,0.941771,0.918061,0.837777,2.387281,39.889966,95,2.381551,305.556031,409.363645,1280976.391,407.024487,563528.928,305.966045,TRUE,Success,1.0827,0.918061
12.2,0.854559,7061616.668,,,Success,1.203393,1.080885,0.829663,4.056797,1.01325,3.820918,3.770953,298,473.321234,2165491.268,457.723592,783338.945,306.71628,0.962347,1,0.838714,3.26123,3.820918,12.227862,3.200242,306.71628,452.859694,1802377.523,440.08811,705953.7025,306.265508,0.952623,1,0.837922,3.265753,12.227862,39.702673,3.246902,306.265508,453.137654,1810394.634,444.519181,725287.6045,305.527617,0.942308,0.919174,0.837848,2.398522,39.702673,95,2.392786,305.527617,409.946637,1283353.244,407.597026,565972.1503,305.983182,TRUE,Success,1.080885,0.919174
12.15,0.854717,7029237.124,,,Success,1.198461,1.079066,0.830103,4.037206,1.01325,3.803437,3.753701,298,472.50429,2146441.962,457.009098,780179.6544,306.665478,0.962728,1,0.838741,3.261037,3.803437,12.171001,3.200001,306.665478,452.771386,1794516.929,440.021831,705665.0243,306.23961,0.95311,1,0.837967,3.265545,12.171001,39.515279,3.246674,306.23961,453.07952,1802560.083,444.468032,725064.0334,305.499173,0.942852,0.920297,0.837919,2.409876,39.515279,95,2.404133,305.499173,410.533568,1285718.151,408.173406,568432.4614,306.000228,TRUE,Success,1.079066,0.920297
12.1,0.854873,6996931.818,,,Success,1.193529,1.077242,0.830537,4.017622,1.01325,3.785953,3.736445,298,471.687231,2127476.527,456.294145,777020.5211,306.614643,0.963114,1,0.838768,3.260841,3.785953,12.114121,3.199755,306.614643,452.682857,1786657.967,439.955369,705375.5666,306.213681,0.953604,1,0.838012,3.265331,12.114121,39.327783,3.246441,306.213681,453.021118,1794726.184,444.416632,724839.3779,305.4707,0.943405,0.921429,0.837989,2.421345,39.327783,95,2.415595,305.4707,411.124489,1288071.14,408.753678,570910.0886,306.017182,TRUE,Success,1.077242,0.921429
12.05,0.855028,6964700.668,,,Success,1.188597,1.075415,0.830963,3.998043,1.01325,3.768464,3.719185,298,470.870048,2108594.837,455.578725,773861.4973,306.563777,0.963506,1,0.838795,3.26064,3.768464,12.057219,3.199505,306.563777,452.594108,1778800.636,439.888725,705085.3256,306.187721,0.954105,1,0.838056,3.265113,12.057219,39.140184,3.246203,306.187721,452.962444,1786892.917,444.364978,724613.6192,305.442196,0.943965,0.922571,0.838058,2.432929,39.140184,95,2.427173,305.442196,411.719454,1290412.279,409.337892,573405.2756,306.034041,TRUE,Success,1.075415,0.922571
12,0.855182,6932543.602,,,Success,1.183665,1.073583,0.831382,3.97847,1.01325,3.750972,3.701921,298,470.052735,2089796.804,454.862834,770702.5481,306.512881,0.963902,1,0.838822,3.260436,3.750972,12.000296,3.19925,306.512881,452.505137,1770944.944,439.821897,704794.3014,306.161729,0.954613,1,0.838101,3.26489,12.000296,38.952482,3.24596,306.161729,452.903493,1779060.276,444.313067,724386.7433,305.413662,0.944534,0.923723,0.838127,2.444632,38.952482,95,2.438869,305.413662,412.318514,1292741.577,409.926097,575918.2516,306.050803,TRUE,Success,1.073583,0.923723
11.95,0.855335,6900460.534,,,Success,1.178733,1.071746,0.831793,3.958902,1.01325,3.733475,3.684654,298,469.235279,2071082.288,454.146465,767543.6199,306.461957,0.964304,1,0.838849,3.260227,3.733475,11.943352,3.19899,306.461957,452.415944,1763090.886,439.754884,704502.4884,306.135705,0.955127,1,0.838146,3.264662,11.943352,38.764673,3.245711,306.135705,452.844262,1771228.239,444.260892,724158.729,305.385098,0.945112,0.924885,0.838194,2.456455,38.764673,95,2.450685,305.385098,412.921727,1295059.122,410.518349,578449.2755,306.067463,TRUE,Success,1.071746,0.924885
11.9,0.855487,6868451.421,,,Success,1.173802,1.069905,0.832197,3.939341,1.01325,3.715975,3.667383,298,468.417686,2052451.343,453.429622,764384.7233,306.411007,0.964712,1,0.838876,3.260015,3.715975,11.886388,3.198726,306.411007,452.326531,1755238.509,439.68769,704209.9008,306.109649,0.955648,1,0.838191,3.264428,11.886388,38.576761,3.245457,306.109649,452.784749,1763396.844,444.208456,723929.5784,305.356504,0.945697,0.926057,0.83826,2.4684,38.576761,95,2.462622,305.356504,413.529131,1297364.725,411.114683,580998.5194,306.08402,TRUE,Success,1.069905,0.926057
11.85,0.855637,6836516.08,,,Success,1.16887,1.068059,0.832593,3.919785,1.01325,3.698471,3.650107,298,467.599903,2033903.325,452.712262,761225.6393,306.36003,0.965125,1,0.838903,3.259798,3.698471,11.829399,3.198457,306.36003,452.236885,1747387.673,439.620302,703916.4816,306.083561,0.956177,1,0.838236,3.264189,11.829399,38.388729,3.245197,306.083561,452.724937,1755565.911,444.155738,723699.2105,305.327879,0.946292,0.92724,0.838326,2.480469,38.388729,95,2.474685,305.327879,414.14084,1299659.172,411.71521,583566.4829,306.100472,TRUE,Success,1.068059,0.92724
11.8,0.855786,6804654.525,,,Success,1.163938,1.066209,0.832981,3.900234,1.01325,3.680962,3.632827,298,466.781956,2015438.573,451.994409,758066.4692,306.309029,0.965543,1,0.83893,3.259577,3.680962,11.772388,3.198182,306.309029,452.147015,1739538.499,439.552728,703622.2732,306.057441,0.956712,1,0.83828,3.263944,11.772388,38.200589,3.244931,306.057441,452.664833,1747735.567,444.102748,723467.66,305.299223,0.946896,0.928434,0.838391,2.492665,38.200589,95,2.486873,305.299223,414.756863,1301941.886,412.319936,586153.218,306.116815,TRUE,Success,1.066209,0.928434
11.75,0.855934,6772866.687,,,Success,1.159006,1.064354,0.833361,3.88069,1.01325,3.66345,3.615544,298,465.963841,1997057.031,451.276063,754907.1852,306.258007,0.965967,1,0.838957,3.259351,3.66345,11.715357,3.197903,306.258007,452.056923,1731691.006,439.484971,703327.2779,306.031288,0.957255,1,0.838325,3.263694,11.715357,38.012342,3.244659,306.031288,452.604434,1739905.815,444.049482,723234.9151,305.270536,0.947508,0.929639,0.838454,2.504988,38.012342,95,2.499188,305.270536,415.377252,1304212.835,412.928911,588758.9614,306.133044,TRUE,Success,1.064354,0.929639
11.7,0.85608,6741152.467,,,Success,1.154074,1.062494,0.833733,3.861151,1.01325,3.645934,3.598258,298,465.145539,1978758.466,450.557206,751747.7013,306.206963,0.966397,1,0.838984,3.259121,3.645934,11.658304,3.197618,306.206963,451.966604,1723845.163,439.417025,703031.4799,306.005103,0.957805,1,0.83837,3.263438,11.658304,37.823983,3.244381,306.005103,452.543732,1732076.605,443.995932,723000.9423,305.241818,0.94813,0.930855,0.838517,2.517441,37.823983,95,2.511634,305.241818,416.002079,1306472.233,413.542205,591384.0366,306.149158,TRUE,Success,1.062494,0.930855
11.65,0.856225,6709511.758,,,Success,1.149142,1.060629,0.834096,3.841618,1.01325,3.628414,3.580966,298,464.327023,1960542.593,449.837819,748587.9124,306.155899,0.966833,1,0.839011,3.258886,3.628414,11.601227,3.197327,306.155899,451.876052,1716000.926,439.348887,702734.8575,305.978885,0.958363,1,0.838414,3.263176,11.601227,37.635505,3.244097,305.978885,452.482717,1724247.867,443.94209,722765.7013,305.213068,0.948762,0.932082,0.838578,2.530027,37.635505,95,2.524212,305.213068,416.631426,1308720.372,414.159895,594028.7998,306.165153,TRUE,Success,1.060629,0.932082
11.6,0.856369,6677944.506,,,Success,1.14421,1.058759,0.83445,3.822091,1.01325,3.61089,3.563671,298,463.508295,1942409.407,449.117903,745427.8054,306.104816,0.967275,1,0.839039,3.258646,3.61089,11.544128,3.197031,306.104816,451.785269,1708158.325,439.280557,702437.4174,305.952634,0.958929,1,0.838459,3.262907,11.544128,37.446909,3.243806,305.952634,452.421388,1716419.622,443.887954,722529.1852,305.184287,0.949403,0.93332,0.838639,2.542748,37.446909,95,2.536925,305.184287,417.265342,1310957.152,414.782027,596693.4798,306.181026,TRUE,Success,1.058759,0.93332
11.55,0.856511,6646450.629,,,Success,1.139278,1.056884,0.834795,3.802568,1.01325,3.593362,3.546372,298,462.689339,1924358.76,448.397446,742267.3189,306.053716,0.967723,1,0.839066,3.258401,3.593362,11.487005,3.196729,306.053716,451.694254,1700317.352,439.212034,702139.1516,305.92635,0.959502,1,0.838504,3.262633,11.487005,37.258194,3.243508,305.92635,452.359739,1708591.843,443.833518,722291.3691,305.155474,0.950054,0.934571,0.838698,2.555605,37.258194,95,2.549775,305.155474,417.903895,1313182.675,415.408666,599378.3787,306.196774,TRUE,Success,1.056884,0.934571
11.5,0.856652,6615030.047,,,Success,1.134346,1.055003,0.835132,3.783052,1.01325,3.575829,3.529069,298,461.87014,1906390.489,447.676437,739106.3859,306.0026,0.968177,1,0.839092,3.258152,3.575829,11.429858,3.196422,306.0026,451.603002,1692477.996,439.143316,701840.0502,305.900032,0.960084,1,0.838548,3.262351,11.429858,37.069357,3.243204,305.900032,452.297763,1700764.499,443.778775,722052.2263,305.126629,0.950715,0.935833,0.838757,2.568602,37.069357,95,2.562764,305.126629,418.547154,1315397.062,416.039879,602083.8111,306.212392,TRUE,Success,1.055003,0.935833
11.45,0.856791,6583682.695,,,Success,1.129414,1.053118,0.835459,3.763541,1.01325,3.558292,3.511762,298,461.050694,1888504.541,446.954873,735944.9752,305.951469,0.968638,1,0.839119,3.257897,3.558292,11.372688,3.196108,305.951469,451.511516,1684640.274,439.074402,701540.1142,305.873681,0.960674,1,0.838592,3.262063,11.372688,36.880399,3.242892,305.873681,452.235457,1692937.596,443.723723,721811.7426,305.097751,0.951386,0.937107,0.838814,2.581741,36.880399,94.999999,2.575894,305.097751,419.195178,1317600.284,416.67572,604810.0446,306.227877,TRUE,Success,1.053118,0.937107
11.4,0.856929,6552408.501,,,Success,1.124482,1.051227,0.835777,3.744035,1.01325,3.540752,3.49445,298,460.230987,1870700.795,446.232745,732783.0327,305.900325,0.969104,1,0.839146,3.257637,3.540752,11.315494,3.195789,305.900325,451.419792,1676804.186,439.005291,701239.3378,305.847296,0.961272,1,0.838637,3.261768,11.315494,36.691317,3.242573,305.847296,452.172815,1685111.116,443.668357,721569.8958,305.068841,0.952068,0.938393,0.83887,2.595024,36.691317,94.999999,2.589168,305.068841,419.848035,1319792.404,417.316255,607557.3844,306.243226,TRUE,Success,1.051227,0.938393
11.35,0.857065,6521207.378,,,Success,1.11955,1.049331,0.836085,3.724535,1.01325,3.523207,3.477135,298,459.411001,1852979.044,445.510036,729620.4735,305.849168,0.969578,1,0.839173,3.257371,3.523207,11.258276,3.195463,305.849168,451.327826,1668969.709,438.93598,700937.7056,305.820877,0.961878,1,0.838681,3.261466,11.258276,36.502108,3.242247,305.820877,452.109829,1677285.014,443.612668,721326.6519,305.039899,0.95276,0.939692,0.838926,2.608453,36.502108,94.999999,2.602589,305.039899,420.505805,1321973.612,417.961558,610326.1858,306.258433,TRUE,Success,1.049331,0.939692
11.3,0.8572,6490079.25,,,Success,1.114618,1.047429,0.836383,3.70504,1.01325,3.505657,3.459815,298,458.59072,1835339.118,444.786733,726457.2245,305.798,0.970058,1,0.8392,3.2571,3.505657,11.201032,3.19513,305.798,451.235617,1661136.827,438.866465,700635.2055,305.794424,0.962493,1,0.838724,3.261156,11.201032,36.312769,3.241913,305.794424,452.046492,1669459.255,443.556651,721081.9809,305.010923,0.953464,0.941004,0.83898,2.622032,36.312769,94.999999,2.61616,305.010923,421.168563,1324144.049,418.611703,613116.7924,306.273497,TRUE,Success,1.047429,0.941004
11.25,0.857334,6459024.057,,,Success,1.109686,1.045522,0.836671,3.685551,1.01325,3.488104,3.442491,298,457.770136,1817780.979,444.062834,723293.2563,305.746822,0.970544,1,0.839226,3.256823,3.488104,11.143764,3.194791,305.746822,451.143163,1653305.563,438.796749,700331.8394,305.767937,0.963117,1,0.838768,3.260839,11.143764,36.1233,3.241571,305.767937,451.9828,1661633.85,443.5003,720835.8693,304.981914,0.954178,0.942329,0.839032,2.635763,36.1233,94.999999,2.629881,304.981914,421.836371,1326303.666,419.266746,615929.4882,306.288411,TRUE,Success,1.045522,0.942329
11.2,0.857465,6428041.72,,,Success,1.104754,1.043609,0.836949,3.666067,1.01325,3.470546,3.425163,298,456.949232,1800304.436,443.338322,720128.4868,305.695636,0.971038,1,0.839253,3.256541,3.470546,11.086471,3.194446,305.695636,451.050462,1645475.896,438.726826,700027.5925,305.741414,0.96375,1,0.838812,3.260515,11.086471,35.933699,3.241221,305.741414,451.918745,1653808.755,443.44361,720588.2833,304.952871,0.954904,0.943667,0.839084,2.649648,35.933699,94.999999,2.643758,304.952871,422.509312,1328452.633,419.926767,618764.6404,306.303171,TRUE,Success,1.043609,0.943667
11.15,0.857595,6397132.09,,,Success,1.099822,1.041691,0.837216,3.646587,1.01325,3.452983,3.407829,298,456.127936,1782908.692,442.613133,716962.622,305.64444,0.971538,1,0.839279,3.256252,3.452983,11.029147,3.194093,305.64444,450.957493,1637647.643,438.656678,699722.3833,305.714856,0.964392,1,0.838855,3.260182,11.029147,35.743941,3.240862,305.714856,451.854302,1645983.737,443.386553,720339.1105,304.923793,0.955642,0.945019,0.839134,2.663693,35.743941,94.999999,2.657793,304.923793,423.187545,1330592.017,420.591916,621622.941,306.317777,TRUE,Success,1.041691,0.945019
11.1,0.857724,6366295.285,,,Success,1.094891,1.039766,0.837473,3.627114,1.01325,3.435417,3.390493,298,455.306364,1765595.12,441.887376,713796.1193,305.59324,0.972046,1,0.839305,3.255957,3.435417,10.971804,3.193733,305.59324,450.864293,1629821.208,438.58634,699416.3672,305.688264,0.965043,1,0.838898,3.259841,10.971804,35.554074,3.240495,305.688264,451.789508,1638159.255,443.329169,720088.5175,304.894684,0.956392,0.946384,0.839184,2.677895,35.554074,94.999999,2.671986,304.894684,423.870959,1332719.702,421.262087,624503.9586,306.332216,TRUE,Success,1.039766,0.946384
11.05,0.857851,6335531.152,,,Success,1.089959,1.037836,0.837719,3.607647,1.01325,3.417847,3.373153,298,454.484444,1748362.924,441.160986,710628.685,305.542036,0.97256,1,0.839331,3.255656,3.417847,10.914437,3.193366,305.542036,450.770843,1621996.406,438.515795,699109.4628,305.661637,0.965704,1,0.838941,3.259491,10.914437,35.364075,3.240119,305.661637,451.724337,1630335.075,443.271431,719836.3916,304.86554,0.957153,0.947763,0.839232,2.69226,35.364075,94.999999,2.686342,304.86554,424.559715,1334836.747,421.937432,627408.3934,306.346488,TRUE,Success,1.037836,0.947763
