Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage2,opt_n_stage4
13.7,0.847127,8246336.243,,,Success,1.351351,1.097319,0.808014,4.045764,1.01325,3.73414,3.68531,298,477.532787,2491007.354,460.906298,797439.1523,307.494366,1.107184,1.052282,0.837247,3.771219,3.73414,13.780811,3.690491,307.494366,475.691654,2333767.618,460.249399,794525.229,307.828669,0.951618,1,0.837829,3.266177,13.780811,44.751332,3.247366,307.828669,455.541595,2045586.589,446.63236,734532.5656,306.357433,0.940061,0.910383,0.837141,2.307316,44.751332,102.999996,2.301607,306.357433,405.997604,1375974.682,403.745948,549551.1854,306.490088,TRUE,Success,1.097319,1.052282,0.910383
13.65,0.847485,8208686.321,,,Success,1.346419,1.096844,0.808856,4.050021,1.01325,3.741115,3.692193,298,477.510067,2481593.813,460.905441,797435.3494,307.473262,1.101049,1.049921,0.837562,3.746714,3.741115,13.718211,3.666878,307.473262,474.61866,2310496.653,459.300944,790321.4126,307.764547,0.952373,1,0.837899,3.26586,13.718211,44.543284,3.247018,307.764547,455.418382,2037254.345,446.519529,734038.528,306.326078,0.940957,0.911514,0.837206,2.318077,44.543284,103,2.312358,306.326078,406.569273,1379341.51,404.307011,551941.6892,306.510896,TRUE,Success,1.096844,1.049921,0.911514
13.6,0.847839,8171122.822,,,Success,1.341487,1.09638,0.809695,4.054261,1.01325,3.748063,3.69905,298,477.487437,2472183.897,460.904697,797432.047,307.452122,1.094944,1.047496,0.837855,3.721539,3.748063,13.652642,3.642586,307.452122,473.518937,2286964.753,458.327688,786011.8137,307.699109,0.95334,1,0.837988,3.265446,13.652642,44.324207,3.246566,307.699109,455.285707,2028813.228,446.397253,733503.185,306.293725,0.942094,0.912739,0.837267,2.32952,44.324207,103,2.323787,306.293725,407.176851,1383160.945,404.902896,554481.2466,306.533154,TRUE,Success,1.09638,1.047496,0.912739
13.55,0.84819,8133726.878,,,Success,1.336556,1.095933,0.81053,4.05856,1.01325,3.75506,3.705956,298,477.467567,2462814.707,460.906456,797439.8526,307.431047,1.088849,1.045063,0.838131,3.696399,3.75506,13.587016,3.618322,307.431047,472.419848,2263555.205,457.354397,781706.1921,307.633559,0.954321,1,0.838075,3.265018,13.587016,44.104814,3.2461,307.633559,455.152413,2020372.623,446.274374,732965.2597,306.261335,0.94325,0.913976,0.837328,2.341094,44.104814,103,2.335346,306.261335,407.789291,1386984.345,405.50351,557041.6793,306.555371,TRUE,Success,1.095933,1.045063,0.913976
13.5,0.848536,8096517.899,,,Success,1.331624,1.095494,0.811361,4.062779,1.01325,3.761966,3.712772,298,477.445655,2453419.343,460.906422,797439.6992,307.409853,1.082802,1.042641,0.838387,3.671469,3.761966,13.521477,3.594258,307.409853,471.328559,2240369.657,456.387528,777433.0265,307.568184,0.955307,1,0.838161,3.264581,13.521477,43.885629,3.245624,307.568184,455.019247,2011939.19,446.151617,732427.9222,306.228962,0.944413,0.915221,0.837388,2.352771,43.885629,102.999997,2.34701,306.228962,408.405109,1390789.709,406.107413,559616.8698,306.577474,TRUE,Success,1.095494,1.042641,0.915221
13.45,0.848878,8059484.081,,,Success,1.326692,1.095061,0.812187,4.066895,1.01325,3.768759,3.719476,298,477.420934,2443987.521,460.903905,797428.5317,307.388512,1.07681,1.04022,0.838623,3.646653,3.768759,13.455577,3.570294,307.388512,470.241121,2217352.67,455.423515,773176.4331,307.502812,0.956328,1,0.838248,3.26412,13.455577,43.66499,3.245122,307.502812,454.884841,2003496.114,446.02761,731885.173,306.19646,0.945619,0.916487,0.837447,2.364646,43.66499,103,2.358869,306.19646,409.029337,1394647.775,406.719481,562227.6417,306.599689,TRUE,Success,1.095061,1.04022,0.916487
13.4,0.849216,8022641.721,,,Success,1.32176,1.094641,0.813008,4.070987,1.01325,3.775518,3.726147,298,477.396275,2434559.132,460.901476,797417.7533,307.367132,1.070849,1.037815,0.838841,3.622122,3.775518,13.390273,3.546605,307.367132,469.164369,2194595.987,454.46859,768963.8138,307.437772,0.957319,1,0.83833,3.263665,13.390273,43.446445,3.244627,307.437772,454.752055,1995078.945,445.905223,731349.566,306.164141,0.946793,0.917746,0.837506,2.376525,43.446445,102.999993,2.370735,306.164141,409.65137,1398407.657,407.329437,564830.1735,306.621523,TRUE,Success,1.094641,1.037815,0.917746
13.35,0.849552,7985945.603,,,Success,1.316828,1.094247,0.813826,4.075283,1.01325,3.782473,3.733011,298,477.37972,2425244.287,460.906337,797439.3221,307.346017,1.064855,1.035383,0.839041,3.597433,3.782473,13.324741,3.522759,307.346017,468.080324,2171847.615,453.506529,764723.5248,307.372332,0.958335,1,0.838412,3.263189,13.324741,43.226943,3.244111,307.372332,454.617786,1986654.355,445.781391,730807.6956,306.131718,0.948,0.919023,0.837564,2.388579,43.226943,102.999999,2.382773,306.131718,410.280417,1402199.345,407.946203,567462.5499,306.643395,TRUE,Success,1.094247,1.035383,0.919023
13.3,0.849882,7949442.774,,,Feas(LowTol),1.311896,1.093856,0.814638,4.079403,1.01325,3.78924,3.73969,298,477.358005,2415860.806,460.90661,797440.537,307.324665,1.058935,1.032973,0.839221,3.573076,3.78924,13.259427,3.499231,307.324665,467.008992,2149388.269,452.555378,760535.0367,307.307292,0.959347,1,0.838492,3.262707,13.259427,43.008132,3.243589,307.307292,454.484274,1978242.687,445.658295,730269.0963,306.099363,0.949204,0.920303,0.837622,2.400714,43.008132,102.999922,2.394894,306.099363,410.911448,1405951.012,408.564904,570103.9873,306.665065,FALSE,Feas(LowTol),1.093856,1.032973,0.920303
13.25,0.850208,7913107.574,,,Success,1.306964,1.093477,0.815444,4.083506,1.01325,3.795981,3.746342,298,477.33678,2406486.274,460.906741,797441.1184,307.30293,1.053044,1.030561,0.839382,3.548792,3.795981,13.193941,3.475766,307.30293,465.939124,2127064.949,451.604995,756353.5723,307.242201,0.960383,1,0.838571,3.262206,13.193941,42.78856,3.243046,307.242201,454.349889,1969827.479,445.534332,729726.7603,306.066934,0.950438,0.9216,0.837679,2.413021,42.78856,102.999991,2.407185,306.066934,411.549227,1409728.873,409.190157,572774.2289,306.686757,TRUE,Success,1.093477,1.030561,0.9216
