Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1
11.65,0.850807,6757951.606,,,Success,1.149142,1.034646,0.831362,3.496553,1.01325,3.278777,3.235901,298,451.142621,1803564.451,437.903594,696446.7885,305.648333,1.069046,1,0.836496,3.161347,3.278777,10.118582,3.086084,305.648333,447.178376,1666164.024,434.975266,683727.2998,305.708456,1.098304,1,0.833271,3.117864,10.118582,31.294819,3.092807,305.708456,446.280849,1653561.029,437.772707,695877.678,304.651892,1.139942,1,0.827341,3.044041,31.294819,95,3.035646,304.651892,443.256338,1634662.101,439.835417,704853.18,307.009714,TRUE,Success,1.034646
11.6,0.851112,6725136.248,,,Success,1.14421,1.033143,0.831811,3.483645,1.01325,3.26796,3.225225,298,450.528586,1788550.534,437.364996,694105.2596,305.604721,1.067905,1,0.836604,3.162902,3.26796,10.090806,3.0878,305.604721,447.16713,1659389.041,434.980738,683751.0412,305.687621,1.096563,1,0.833486,3.120646,10.090806,31.237778,3.095667,305.687621,446.341994,1647426.955,437.840002,696170.2794,304.635448,1.137092,1,0.82779,3.049542,31.237778,95,3.041189,304.635448,443.421348,1629769.718,440.004573,705589.8591,307.003748,TRUE,Success,1.033143
11.55,0.851417,6692384.907,,,Success,1.139278,1.031643,0.832252,3.470782,1.01325,3.257179,3.214586,298,449.917152,1773630.775,436.828575,691774.1316,305.561238,1.066745,1,0.836712,3.164472,3.257179,10.063164,3.089533,305.561238,447.156642,1652618.275,434.986946,683777.978,305.666782,1.094798,1,0.833702,3.12344,10.063164,31.181136,3.098542,305.666782,446.403587,1641289.961,437.907777,696464.9777,304.618992,1.134216,1,0.828238,3.055024,31.181136,95,3.046714,304.618992,443.585221,1624845.896,440.172676,706322.0514,306.99769,TRUE,Success,1.031643
11.5,0.851721,6659698.101,,,Success,1.134346,1.030145,0.832685,3.457967,1.01325,3.246437,3.203985,298,449.308394,1758805.616,436.2944,689453.6859,305.517886,1.065566,1,0.83682,3.166057,3.246437,10.03566,3.091284,305.517886,447.146928,1645851.777,434.993906,683808.1772,305.645939,1.093009,1,0.833918,3.126247,10.03566,31.124901,3.10143,305.645939,446.465632,1635150.008,437.976033,696761.7883,304.602525,1.131316,1,0.828683,3.060486,31.124901,95,3.052219,304.602525,443.747945,1619890.7,440.339717,707049.7136,306.991542,TRUE,Success,1.030145
11.45,0.852023,6627076.377,,,Success,1.129414,1.02865,0.833109,3.445201,1.01325,3.235735,3.193422,298,448.702386,1744075.515,435.762542,687144.2156,305.474669,1.064367,1,0.836928,3.167658,3.235735,10.008297,3.093053,305.474669,447.138004,1639089.599,435.001634,683841.7076,305.625092,1.091195,1,0.834133,3.129067,10.008297,31.069082,3.104332,305.625092,446.52813,1629007.059,438.044775,697060.7269,304.586047,1.128391,1,0.829125,3.065927,31.069082,95,3.057702,304.586047,443.909513,1614904.203,440.505688,707772.8045,306.985302,TRUE,Success,1.02865
11.4,0.852323,6594520.316,,,Success,1.124482,1.027158,0.833523,3.432484,1.01325,3.225072,3.182899,298,448.099209,1729440.953,435.233076,684846.0253,305.431591,1.063148,1,0.837036,3.169273,3.225072,9.981079,3.094839,305.431591,447.129888,1632331.796,435.010146,683878.6404,305.604242,1.089355,1,0.834348,3.131899,9.981079,31.013686,3.107248,305.604242,446.591085,1622861.078,438.114007,697361.8103,304.569558,1.125439,1,0.829565,3.071346,31.013686,95,3.063164,304.569558,444.069914,1609886.489,440.670579,708491.2854,306.97897,TRUE,Success,1.027158
11.35,0.852622,6562030.532,,,Success,1.11955,1.025669,0.833928,3.419817,1.01325,3.214451,3.172417,298,447.498944,1714902.429,434.70608,682559.4325,305.388655,1.061907,1,0.837145,3.170904,3.214451,9.954009,3.096644,305.388655,447.122597,1625578.424,435.019458,683919.0487,305.583388,1.08749,1,0.834563,3.134743,9.954009,30.958724,3.110176,305.583388,446.6545,1616712.029,438.183733,697665.0563,304.553059,1.122462,1,0.830001,3.076741,30.958724,95,3.068602,304.553059,444.22914,1604837.65,440.834383,709205.1204,306.972548,TRUE,Success,1.025669
11.3,0.85292,6529607.678,,,Success,1.114618,1.024184,0.834324,3.407202,1.01325,3.203873,3.161977,298,446.901678,1700460.464,434.181634,680284.7676,305.345867,1.060646,1,0.837254,3.172551,3.203873,9.927092,3.098466,305.345867,447.11615,1618829.543,435.029589,683963.0078,305.562532,1.085598,1,0.834778,3.137599,9.927092,30.904204,3.113117,305.562532,446.718378,1610559.881,438.253956,697970.4834,304.536549,1.119458,1,0.830435,3.082111,30.904204,95,3.074015,304.536549,444.387184,1599757.79,440.997092,709914.2765,306.966035,TRUE,Success,1.024184
11.25,0.853216,6497252.441,,,Success,1.109686,1.022701,0.834709,3.39464,1.01325,3.193339,3.15158,298,446.307499,1686115.602,433.659821,678022.375,305.30323,1.059362,1,0.837362,3.174212,3.193339,9.900331,3.100307,305.30323,447.110564,1612085.213,435.040556,684010.5955,305.541673,1.083679,1,0.834992,3.140466,9.900331,30.850135,3.116071,305.541673,446.782724,1604404.604,438.324682,698278.1114,304.520028,1.116428,1,0.830864,3.087455,30.850135,95,3.079403,304.520028,444.544039,1594647.023,441.158701,710618.7238,306.959431,TRUE,Success,1.022701
11.2,0.853509,6464965.553,,,Success,1.104754,1.021221,0.835085,3.382133,1.01325,3.18285,3.141228,298,445.716501,1671868.411,433.14073,675772.6134,305.260748,1.058056,1,0.837471,3.17589,3.18285,9.873731,3.102167,305.260748,447.10586,1605345.498,435.052378,684061.8921,305.520811,1.081732,1,0.835205,3.143344,9.873731,30.796528,3.119037,305.520811,446.847541,1598246.168,438.395914,698587.9614,304.503498,1.113371,1,0.83129,3.092771,30.796528,95,3.084763,304.503498,444.699699,1589505.476,441.319202,711318.4362,306.952737,TRUE,Success,1.021221
11.15,0.853801,6432747.787,,,Success,1.099822,1.019745,0.835449,3.369681,1.01325,3.172407,3.130923,298,445.12878,1657719.485,432.62445,673535.8572,305.218426,1.056726,1,0.837579,3.177583,3.172407,9.847296,3.104045,305.218426,447.102058,1598610.466,435.065074,684116.9804,305.499948,1.079757,1,0.835417,3.146232,9.847296,30.743393,3.122014,305.499948,446.912833,1592084.55,438.467659,698900.0557,304.486958,1.110286,1,0.831712,3.098058,30.743393,95,3.090095,304.486958,444.854159,1584333.286,441.478593,712013.391,306.945952,TRUE,Success,1.019745
11.1,0.854091,6400599.962,,,Success,1.094891,1.018273,0.835803,3.357286,1.01325,3.162013,3.120664,298,444.544437,1643669.443,432.111077,671312.4968,305.176269,1.055373,1,0.837688,3.179292,3.162013,9.82103,3.105942,305.176269,447.099178,1591880.187,435.078663,684175.9463,305.479083,1.077753,1,0.835628,3.14913,9.82103,30.690738,3.125002,305.479083,446.978606,1585919.727,438.539921,699214.4183,304.470408,1.107173,1,0.832129,3.103315,30.690738,95,3.095396,304.470408,445.007414,1579130.605,441.636868,712703.5699,306.939077,TRUE,Success,1.018273
11.05,0.854378,6368522.946,,,Success,1.089959,1.016804,0.836145,3.344949,1.01325,3.151668,3.110455,298,443.963577,1629718.935,431.600708,669102.9397,305.134281,1.053995,1,0.837796,3.181017,3.151668,9.794939,3.107859,305.134281,447.097242,1585154.733,435.093166,684238.8783,305.458217,1.075719,1,0.835838,3.152038,9.794939,30.638576,3.128001,305.458217,447.044864,1579751.681,438.612706,699531.0748,304.45385,1.104032,1,0.832541,3.10854,30.638576,95,3.100666,304.45385,445.159461,1573897.598,441.794025,713388.959,306.932112,TRUE,Success,1.016804
11,0.854663,6336517.659,,,Success,1.085027,1.015338,0.836476,3.332673,1.01325,3.141374,3.100295,298,443.38631,1615868.638,431.093448,666907.6113,305.092466,1.052592,1,0.837903,3.182757,3.141374,9.769026,3.109794,305.092466,447.096271,1578434.181,435.108603,684305.8683,305.437351,1.073656,1,0.836047,3.154955,9.769026,30.586918,3.13101,305.437351,447.111612,1573580.396,438.686021,699850.0527,304.437282,1.100863,1,0.832949,3.113732,30.586918,95,3.105903,304.437282,445.310299,1568634.444,441.950062,714069.5493,306.925058,TRUE,Success,1.015338
10.95,0.854945,6304585.075,,,Success,1.080095,1.013877,0.836794,3.320458,1.01325,3.131133,3.090188,298,442.812751,1602119.26,430.589403,664726.9562,305.050831,1.051162,1,0.83801,3.184513,3.131133,9.743298,3.111748,305.050831,447.09629,1571718.613,435.124998,684377.0114,305.416484,1.071561,1,0.836254,3.157881,9.743298,30.535773,3.134029,305.416484,447.178857,1567405.864,438.759872,700171.3815,304.420706,1.097665,1,0.83335,3.118889,30.535773,95,3.111105,304.420706,445.459928,1563341.338,442.104979,714745.337,306.917914,TRUE,Success,1.013877
10.9,0.855225,6272726.225,,,Success,1.075163,1.01242,0.837101,3.308307,1.01325,3.120947,3.080135,298,442.24302,1588471.546,430.088685,662561.4389,305.009379,1.049707,1,0.838116,3.186285,3.120947,9.717758,3.113721,305.009379,447.097321,1565008.112,435.142373,684452.4062,305.395618,1.069435,1,0.836459,3.160814,9.717758,30.485154,3.137056,305.395618,447.246605,1561228.077,438.834267,700495.0933,304.404122,1.094437,1,0.833746,3.124009,30.485154,95,3.116271,304.404122,445.608346,1558018.49,442.258777,715416.324,306.910681,TRUE,Success,1.01242
10.85,0.855501,6240942.204,,,Success,1.070231,1.010967,0.837394,3.29622,1.01325,3.110816,3.070137,298,441.677241,1574926.271,429.591412,660411.5455,304.968117,1.048223,1,0.838222,3.188073,3.110816,9.692413,3.115714,304.968117,447.09939,1558302.769,435.16075,684532.1554,305.374752,1.067276,1,0.836662,3.163754,9.692413,30.435074,3.140092,305.374752,447.314863,1555047.036,438.909212,700821.2222,304.38753,1.091179,1,0.834135,3.12909,30.435074,95,3.121399,304.38753,445.755558,1552666.128,442.411457,716082.5183,306.903359,TRUE,Success,1.010967
10.8,0.855775,6209234.171,,,Success,1.065299,1.009519,0.837674,3.2842,1.01325,3.100743,3.060196,298,441.115546,1561484.252,429.097705,658277.7835,304.92705,1.046712,1,0.838327,3.189877,3.100743,9.667269,3.117726,304.92705,447.102521,1551602.677,435.180155,684616.3648,305.353887,1.065085,1,0.836863,3.166701,9.667269,30.385543,3.143136,305.353887,447.383639,1548862.746,438.984718,701149.8057,304.37093,1.087892,1,0.834517,3.134132,30.385543,95,3.126487,304.37093,445.901566,1547284.496,442.563024,716743.9345,306.895949,TRUE,Success,1.009519
10.75,0.856045,6177603.357,,,Success,1.060367,1.008075,0.837941,3.272249,1.01325,3.09073,3.050314,298,440.558071,1548146.341,428.607692,656160.6857,304.886183,1.045171,1,0.838431,3.191696,3.09073,9.64233,3.119758,304.886183,447.106743,1544907.936,435.200613,684705.1457,305.333025,1.062859,1,0.837062,3.169653,9.64233,30.336575,3.146187,305.333025,447.452942,1542675.22,439.060792,701480.8841,304.354324,1.084574,1,0.834892,3.139132,30.336575,95,3.131534,304.354324,446.046376,1541873.86,442.713482,717400.5946,306.888451,TRUE,Success,1.008075
10.7,0.856311,6146051.065,,,Success,1.055435,1.006636,0.838193,3.260368,1.01325,3.080779,3.040493,298,440.00496,1534913.435,428.121508,654060.809,304.845523,1.0436,1,0.838534,3.193531,3.080779,9.617604,3.121809,304.845523,447.112083,1538218.651,435.222151,684798.6131,305.312165,1.060599,1,0.837258,3.172611,9.617604,30.288182,3.149244,305.312165,447.522779,1536484.475,439.137445,701814.501,304.337712,1.081224,1,0.83526,3.144089,30.288182,95,3.136537,304.337712,446.189996,1536434.504,442.86284,718052.528,306.880866,TRUE,Success,1.006636
10.65,0.856574,6114578.68,,,Success,1.050503,1.005203,0.838431,3.24856,1.01325,3.070892,3.030735,298,439.456362,1521786.473,427.639292,651978.7373,304.805075,1.041999,1,0.838635,3.195381,3.070892,9.593096,3.123879,304.805075,447.11857,1531534.934,435.244796,684896.8872,305.291308,1.058304,1,0.83745,3.175572,9.593096,30.240379,3.152306,305.291308,447.593163,1530290.54,439.214688,702150.7041,304.321094,1.077844,1,0.835619,3.149,30.240379,95,3.141495,304.321094,446.332434,1530966.733,443.011106,718699.7727,306.873193,TRUE,Success,1.005203
10.6,0.856833,6083187.668,,,Success,1.045571,1.003774,0.838654,3.236827,1.01325,3.061071,3.021043,298,438.912435,1508766.442,427.161191,649915.0828,304.764846,1.040366,1,0.838735,3.197247,3.061071,9.568814,3.125969,304.764846,447.126234,1524856.902,435.268578,685000.0934,305.270455,1.055973,1,0.83764,3.178537,9.568814,30.193179,3.155373,305.270455,447.664103,1524093.45,439.292533,702489.5451,304.304471,1.074431,1,0.835969,3.153863,30.193179,95,3.146406,304.304471,446.473702,1525470.874,443.158291,719342.3755,306.865435,TRUE,Success,1.003774
10.55,0.857087,6051879.589,,,Success,1.040639,1.002351,0.838861,3.225171,1.01325,3.051319,3.011417,298,438.373343,1495854.378,426.687359,647870.4876,304.724842,1.0387,1,0.838834,3.199128,3.051319,9.544763,3.128078,304.724842,447.135107,1518184.68,435.293525,685108.3625,305.249607,1.053604,1,0.837826,3.181503,9.544763,30.146597,3.158444,305.249607,447.735613,1517893.251,439.370991,702831.0805,304.287843,1.070986,1,0.83631,3.158677,30.146597,95,3.151268,304.287843,446.613814,1519947.28,443.304408,719980.3932,306.85759,TRUE,Success,1.002351
10.5,0.857337,6020656.098,,,Success,1.035707,1.000934,0.839053,3.213595,1.01325,3.041637,3.001862,298,437.83926,1483051.37,426.217956,645845.6258,304.685071,1.037,1,0.838931,3.201024,3.041637,9.520951,3.130206,304.685071,447.145222,1511518.404,435.31967,685221.8315,305.228763,1.051197,1,0.838007,3.184471,9.520951,30.100647,3.161517,305.228763,447.807704,1511689.998,439.450078,703175.3716,304.271211,1.067508,1,0.836641,3.16344,30.100647,95,3.156078,304.271211,446.752785,1514396.327,443.449474,720613.8928,306.849661,TRUE,Success,1.000934
10.45,0.857583,5989518.953,,,Success,1.030775,0.999522,0.839228,3.2021,1.01325,3.032029,2.99238,298,437.310367,1470358.563,425.753153,643841.2053,304.64554,1.035265,1,0.839025,3.202935,3.032029,9.497386,3.132354,304.64554,447.156614,1504858.213,435.347046,685340.6439,305.207926,1.048751,1,0.838185,3.187439,9.497386,30.055344,3.164591,305.207926,447.880394,1505483.758,439.529809,703522.4857,304.254576,1.063997,1,0.836961,3.168149,30.055344,95,3.160836,304.254576,446.890636,1508818.418,443.593506,721242.9527,306.841646,TRUE,Success,0.999522
10.4,0.857823,5958470.022,,,Success,1.025843,0.998117,0.839385,3.19069,1.01325,3.022496,2.982972,298,436.786854,1457777.163,425.293127,641857.9701,304.606254,1.033495,1,0.839118,3.20486,3.022496,9.474075,3.13452,304.606254,447.16932,1498204.262,435.375687,685464.95,305.187096,1.046266,1,0.838357,3.190405,9.474075,30.010705,3.167666,305.187096,447.953696,1499274.613,439.610199,703872.4961,304.237939,1.060452,1,0.83727,3.172802,30.010705,95,3.165537,304.237939,447.027387,1503213.985,443.736525,721867.6633,306.833548,TRUE,Success,0.998117
10.35,0.858058,5927511.291,,,Success,1.020911,0.996719,0.839526,3.179368,1.01325,3.013042,2.973642,298,436.268922,1445308.437,424.838064,639896.7025,304.567224,1.031687,1,0.839208,3.206799,3.013042,9.451026,3.136705,304.567224,447.183378,1491556.71,435.405629,685594.9077,305.166273,1.04374,1,0.838525,3.193369,9.451026,29.966745,3.17074,305.166273,448.027631,1493062.657,439.691269,704225.483,304.2213,1.056873,1,0.837568,3.177396,29.966745,95,3.170181,304.2213,447.163063,1497583.487,443.878556,722488.1285,306.825367,TRUE,Success,0.996719
10.3,0.858287,5896644.874,,,Success,1.015979,0.995327,0.839647,3.168135,1.01325,3.00367,2.964392,298,435.756782,1432953.722,424.388161,637958.2257,304.528456,1.029841,1,0.839295,3.208753,3.00367,9.428248,3.138909,304.528456,447.198828,1484915.733,435.436912,685730.683,305.14546,1.041171,1,0.838687,3.19633,9.428248,29.923481,3.173811,305.14546,448.102216,1486847.999,439.773037,704581.5345,304.204661,1.05326,1,0.837852,3.181931,29.923481,95,3.174764,304.204661,447.297694,1491927.419,444.019626,723104.4659,306.817103,TRUE,Success,0.995327
10.25,0.85851,5865873.016,,,Success,1.011048,0.993943,0.83975,3.156996,1.01325,2.994383,2.955226,298,435.250655,1420714.426,423.943623,636043.4064,304.489958,1.027955,1,0.839379,3.210719,2.994383,9.40575,3.141131,304.489958,447.215713,1478281.516,435.469574,685872.4507,305.124656,1.03856,1,0.838842,3.199285,9.40575,29.880932,3.176879,305.124656,448.177475,1480630.768,439.855525,704940.7466,304.188021,1.04961,1,0.838123,3.186402,29.880932,95,3.179285,304.188021,447.431309,1486246.307,444.159765,723716.8087,306.808759,TRUE,Success,0.993943
10.2,0.858727,5835198.113,,,Success,1.006116,0.992567,0.839834,3.145953,1.01325,2.985184,2.946147,298,434.750774,1408592.035,423.50467,634153.1578,304.45174,1.026029,1,0.839459,3.212699,2.985184,9.38354,3.143371,304.45174,447.234077,1471654.258,435.503658,686020.395,305.103864,1.035905,1,0.838991,3.202233,9.38354,29.839114,3.179942,305.103864,448.25343,1474411.109,439.938759,705303.2251,304.171384,1.045926,1,0.83838,3.190808,29.839114,95,3.183741,304.171384,447.563946,1480540.712,444.299009,724325.3061,306.800333,TRUE,Success,0.992567
10.15,0.858937,5804622.713,,,Success,1.001184,0.991198,0.839897,3.13501,1.01325,2.976075,2.937158,298,434.257387,1396588.116,423.071528,632288.4428,304.413811,1.02406,1,0.839536,3.21469,2.976075,9.361629,3.145629,304.413811,447.253967,1465034.175,435.539209,686174.7106,305.083083,1.033204,1,0.839132,3.205173,9.361629,29.798046,3.182998,305.083083,448.330109,1468189.189,440.022763,705669.0856,304.154748,1.042204,1,0.838623,3.195145,29.798046,95,3.188129,304.154748,447.695644,1474811.233,444.437395,724930.1253,306.791828,TRUE,Success,0.991198
10.1,0.85914,5774149.533,,,Success,0.996252,0.989838,0.839939,3.12417,1.01325,2.967062,2.928263,298,433.770752,1384704.324,422.644441,630450.2772,304.37618,1.022048,1,0.839609,3.216694,2.967062,9.340025,3.147903,304.37618,447.275435,1458421.499,435.576274,686335.6034,305.062316,1.030457,1,0.839266,3.208103,9.340025,29.757748,3.186046,305.062316,448.407541,1461965.197,440.107568,706038.4555,304.138116,1.038446,1,0.838849,3.199412,29.757748,95,3.192446,304.138116,447.826448,1469058.513,444.574966,725531.4525,306.783245,TRUE,Success,0.989838
10.05,0.859335,5743781.469,,,Success,0.99132,0.988486,0.83996,3.113437,1.01325,2.958148,2.919465,298,433.291144,1372942.41,422.223663,628639.7335,304.338857,1.01999,1,0.839677,3.218708,2.958148,9.318741,3.150195,304.338857,447.298533,1451816.478,435.614904,686503.2913,305.041564,1.027663,1,0.839391,3.211021,9.318741,29.718239,3.189083,305.041564,448.485757,1455739.349,440.193205,706411.4743,304.121489,1.034651,1,0.839058,3.203605,29.718239,95,3.19669,304.121489,447.956406,1463283.232,444.71177,726129.4945,306.774585,TRUE,Success,0.988486
10,0.859522,5713521.613,,,Success,0.986388,0.987144,0.839958,3.102815,1.01325,2.949335,2.910768,298,432.818851,1361304.223,421.809462,626857.9452,304.301853,1.017886,1,0.839741,3.220733,2.949335,9.297786,3.152502,304.301853,447.323317,1445219.382,435.655152,686678.0059,305.020829,1.02482,1,0.839507,3.213925,9.297786,29.679541,3.192108,305.020829,448.564794,1449511.887,440.279709,706788.2958,304.104869,1.030818,1,0.839249,3.207722,29.679541,95,3.200858,304.104869,448.085573,1457486.12,444.84786,726724.4802,306.765848,TRUE,Success,0.987144
9.95,0.859701,5683373.265,,,Success,0.981456,0.985811,0.839933,3.092308,1.01325,2.94063,2.902176,298,432.35418,1349791.723,421.402123,625106.1107,304.265178,1.015734,1,0.839798,3.222768,2.94063,9.277172,3.154825,304.265178,447.349848,1438630.504,435.697073,686859.9931,305.000111,1.021927,1,0.839613,3.216813,9.277172,29.641674,3.195119,305.000111,448.64469,1443283.084,440.367119,707169.0888,304.088256,1.026946,1,0.839422,3.21176,29.641674,95,3.204947,304.088256,448.21401,1451667.953,444.983294,727316.6623,306.757036,TRUE,Success,0.985811
9.9,0.85987,5653339.95,,,Success,0.976524,0.984489,0.839883,3.08192,1.01325,2.932036,2.893695,298,431.897453,1338406.983,421.001947,623385.4982,304.228844,1.013532,1,0.83985,3.224811,2.932036,9.256912,3.157162,304.228844,447.378189,1432050.161,435.740729,687049.515,304.979413,1.018983,1,0.839708,3.219683,9.256912,29.60466,3.198114,304.979413,448.725489,1437053.246,440.455477,707554.0394,304.071653,1.023035,1,0.839574,3.215715,29.60466,95,3.208954,304.071653,448.341783,1445829.56,445.118135,727906.3195,306.748151,TRUE,Success,0.984489
9.85,0.86003,5623425.307,,,Success,0.971592,0.983178,0.839809,3.071656,1.01325,2.923558,2.885327,298,431.449009,1327152.145,420.609247,621697.4284,304.192863,1.011277,1,0.839896,3.226861,2.923558,9.237017,3.159513,304.192863,447.408407,1425478.678,435.786181,687246.843,304.958736,1.015986,1,0.839792,3.222532,9.237017,29.56852,3.20109,304.958736,448.807237,1430822.694,440.544828,707943.3419,304.05506,1.019084,1,0.839705,3.219585,29.56852,94.99999,3.212876,304.05506,448.46896,1439971.79,445.25245,728493.7427,306.739193,TRUE,Success,0.983178
9.8,0.860179,5593633.643,,,Success,0.96666,0.981877,0.839709,3.061521,1.01325,2.9152,2.877079,298,431.009221,1316029.66,420.22437,620043.372,304.157249,1.008969,1,0.839934,3.228917,2.9152,9.217501,3.161876,304.157249,447.440579,1418916.466,435.833503,687452.2925,304.938083,1.012934,1,0.839863,3.225358,9.217501,29.533282,3.204044,304.938083,448.88999,1424591.861,440.635228,708337.2436,304.038481,1.015093,1,0.839814,3.223366,29.533282,94.999991,3.21671,304.038481,448.59563,1434095.657,445.386323,729079.301,306.730165,TRUE,Success,0.981877
9.75,0.860318,5563969.133,,,Success,0.961728,0.980589,0.839582,3.05152,1.01325,2.906968,2.868955,298,430.578468,1305041.942,419.847669,618424.8156,304.122013,1.006606,1,0.839964,3.230979,2.906968,9.198378,3.164251,304.122013,447.47478,1412363.913,435.882765,687666.1749,304.917456,1.009827,1,0.83992,3.228158,9.198378,29.498969,3.206975,304.917456,448.973806,1418361.15,440.726732,708735.9821,304.021917,1.011061,1,0.839899,3.227055,29.498969,94.999992,3.220451,304.021917,448.721876,1428202.128,445.519836,729663.3462,306.721069,TRUE,Success,0.980589
9.7,0.860445,5534436.404,,,Success,0.956796,0.979314,0.839427,3.041658,1.01325,2.898868,2.860961,298,430.157159,1294191.624,419.479523,616843.3633,304.087171,1.004184,1,0.839985,3.233043,2.898868,9.179663,3.166637,304.087171,447.511096,1405821.465,435.934046,687888.8335,304.896857,1.006663,1,0.839963,3.230929,9.179663,29.465606,3.209879,304.896857,449.058749,1412131.041,440.819402,709139.8318,304.005369,1.006988,1,0.83996,3.230648,29.465606,94.999993,3.224098,304.005369,448.847794,1422292.274,445.653081,730246.2824,306.711905,TRUE,Success,0.979314
9.65,0.860559,5505040.419,,,Success,0.951864,0.978051,0.839243,3.031941,1.01325,2.890905,2.853102,298,429.745728,1283481.505,419.120335,615300.7202,304.052737,1.001703,1,0.839998,3.23511,2.890905,9.16137,3.169031,304.052737,447.549616,1399289.607,435.987432,688120.6375,304.876288,1.00344,1,0.83999,3.233669,9.16137,29.43322,3.212753,304.876288,449.144891,1405902.068,440.913307,709549.0955,303.988842,1.002872,1,0.839993,3.234142,29.43322,94.999993,3.227645,303.988842,448.973488,1416367.24,445.786158,730828.5514,306.702676,TRUE,Success,0.978051
9.6,0.86066,5475786.504,,,Success,0.946932,0.976803,0.839029,3.022376,1.01325,2.883086,2.845385,298,429.344636,1272914.562,418.770534,613798.7002,304.018727,0.99916,1,0.839999,3.237177,2.883086,9.143515,3.171433,304.018727,447.590438,1392768.872,436.043013,688361.9846,304.855753,1.000156,1,0.84,3.236374,9.143515,29.401837,3.215594,304.855753,449.23231,1399674.825,441.008525,709964.1079,303.972336,0.998714,1,0.839999,3.237534,29.401837,94.999994,3.23109,303.972336,449.099073,1410428.244,445.919178,731410.6362,306.693383,TRUE,Success,0.976803
9.55,0.860748,5446680.381,,,Success,0.942,0.97557,0.838783,3.012968,1.01325,2.875417,2.837816,298,428.954375,1262493.973,418.430575,612339.235,303.985157,0.996552,1,0.83999,3.239242,2.875417,9.126116,3.173841,303.985157,447.633667,1386259.845,436.100889,688613.3046,304.835254,0.99681,1,0.839991,3.23904,9.126116,29.371486,3.218399,304.835254,449.321096,1393449.974,441.105139,710385.2386,303.955855,0.994512,1,0.839974,3.240819,29.371486,94.999995,3.234429,303.955855,449.224674,1404476.59,446.052262,731993.0637,306.684029,TRUE,Success,0.97557
9.5,0.86082,5417728.205,,,Success,0.937068,0.974352,0.838505,3.003725,1.01325,2.867905,2.830402,298,428.575469,1252223.122,418.100945,610924.3836,303.952046,0.993877,1,0.839968,3.241303,2.867905,9.10919,3.176252,303.952046,447.679418,1379763.167,436.161166,688875.0621,304.814794,0.9934,1,0.839963,3.241664,9.10919,29.342196,3.221164,304.814794,449.411344,1387228.25,441.203242,710812.8965,303.939401,0.990266,1,0.839919,3.243993,29.342196,94.999995,3.237658,303.939401,449.350428,1398513.665,446.18554,732576.4092,306.674615,TRUE,Success,0.974352
9.45,0.860877,5388936.598,,,Success,0.932137,0.973151,0.838192,2.994654,1.01325,2.860558,2.823151,298,428.208475,1242105.626,417.782161,609556.3435,303.919411,0.991132,1,0.839933,3.243357,2.860558,9.092756,3.178665,303.919411,447.727814,1373279.546,436.223959,689147.7614,304.794378,0.989925,1,0.839913,3.244241,9.092756,29.313999,3.223885,304.794378,449.503163,1381010.473,441.302939,711247.5337,303.922979,0.985975,1,0.83983,3.247052,29.313999,94.999996,3.240772,303.922979,449.476482,1392540.953,446.319157,733161.2996,306.665145,TRUE,Success,0.973151
9.4,0.860916,5360312.7,,,Success,0.927205,0.971968,0.837845,2.985763,1.01325,2.853383,2.81607,298,427.853991,1232145.349,417.474778,608237.4618,303.887273,0.988315,1,0.839883,3.245402,2.853383,9.076833,3.181078,303.887273,447.778989,1366809.761,436.289395,689431.9504,304.774008,0.986382,1,0.83984,3.246769,9.076833,29.286926,3.226558,304.774008,449.596673,1374797.549,441.404344,711689.651,303.906591,0.981638,1,0.839706,3.249993,29.286926,94.999996,3.243768,303.906591,449.602998,1386560.04,446.453267,733748.4182,306.65562,TRUE,Success,0.971968
9.35,0.860938,5331864.208,,,Success,0.922273,0.970803,0.83746,2.97706,1.01325,2.846389,2.809167,298,427.512654,1222346.427,417.179386,606970.2489,303.855653,0.985422,1,0.839816,3.247436,2.846389,9.061442,3.183487,303.855653,447.833092,1360354.674,436.357611,689728.2262,304.75369,0.982769,1,0.839742,3.249241,9.061442,29.261011,3.229178,304.75369,449.692006,1368590.489,441.507584,712139.8033,303.89024,0.977255,1,0.839545,3.25281,29.261011,94.999997,3.246641,303.89024,449.730153,1380572.618,446.588041,734338.5092,306.646043,TRUE,Success,0.970803
