Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage2
12.65,0.843088,7231791.548,,,Success,1.247781,1.089857,0.824542,4.129141,1.01325,3.872461,3.821821,298,477.067818,2293981.456,460.906145,797438.472,307.042801,0.985086,0.955633,0.838753,2.744746,3.872461,10.381453,2.680841,307.042801,428.976663,1556598.706,418.094723,610897.6804,305.297423,1.1616,1,0.823743,3.000097,10.381453,30.85438,2.972068,305.297423,441.722506,1741983.083,433.237794,676193.2288,304.773506,1.255711,1,0.805166,2.765062,30.85438,85,2.754876,304.773506,432.918891,1639228.303,429.357318,659399.7222,306.241161,TRUE,Success,1.089857,0.955633
12.6,0.843501,7198009.363,,,Success,1.242849,1.089634,0.82524,4.132585,1.01325,3.878407,3.82769,298,477.044775,2284613.311,460.905697,797436.4829,307.020772,0.979653,0.953854,0.838881,2.731708,3.878407,10.349553,2.668506,307.020772,428.271488,1541679.142,417.464858,608194.9062,305.247892,1.16048,1,0.823936,3.002461,10.349553,30.784599,2.974486,305.247892,441.73217,1735841.265,433.255539,676270.1321,304.756024,1.253547,1,0.805635,2.771272,30.784599,85,2.761121,304.756024,433.146724,1635875.644,429.585548,660386.1977,306.238786,TRUE,Success,1.089634,0.953854
12.55,0.843908,7164355.344,,,Success,1.237917,1.089427,0.825927,4.136001,1.01325,3.884316,3.833522,298,477.023062,2275264.733,460.906476,797439.9388,306.998744,0.974246,0.952083,0.838987,2.718756,3.884316,10.317713,2.65625,306.998744,427.571736,1526899.752,416.839748,605513.4861,305.198657,1.159349,1,0.824131,3.00484,10.317713,30.715004,2.97692,305.198657,441.742656,1729700.405,433.274085,676350.5002,304.738549,1.251366,1,0.806106,2.777493,30.715004,84.99999,2.767377,304.738549,433.373965,1632490.455,429.813247,661370.5321,306.236317,TRUE,Success,1.089427,0.952083
12.5,0.844311,7130831.839,,,Success,1.232985,1.08923,0.826602,4.139327,1.01325,3.890122,3.839252,298,477.000553,2265908.254,460.906574,797440.374,306.976639,0.968881,0.950325,0.83907,2.705935,3.890122,10.285934,2.644116,306.976639,426.879684,1512289.632,416.221474,602862.319,305.149821,1.158205,1,0.824327,3.007236,10.285934,30.645606,2.97937,305.149821,441.754114,1723561.043,433.29357,676434.9449,304.721083,1.249167,1,0.806579,2.783724,30.645606,84.999998,2.773644,304.721083,433.600624,1629072.909,430.040428,662352.7744,306.233755,TRUE,Success,1.08923,0.950325
12.45,0.844708,7097438.129,,,Success,1.228053,1.089045,0.827265,4.142553,1.01325,3.895819,3.844874,298,476.977085,2256541.912,460.905844,797437.1364,306.954451,0.96356,0.948582,0.839131,2.693251,3.895819,10.254217,2.632108,306.954451,426.195555,1497850.435,415.610245,600242.259,305.101395,1.157048,1,0.824525,3.009647,10.254217,30.576401,2.981837,305.101395,441.766556,1717423.112,433.314009,676523.5187,304.703628,1.24695,1,0.807054,2.789966,30.576401,85,2.779922,304.703628,433.826668,1625622.671,430.267057,663332.7818,306.231098,TRUE,Success,1.089045,0.948582
12.4,0.845101,7064171.898,,,Success,1.223121,1.088876,0.827914,4.145759,1.01325,3.901485,3.850467,298,476.955528,2247202.367,460.906741,797441.1183,306.932212,0.958262,0.946845,0.839169,2.680644,3.901485,10.222562,2.620172,306.932212,425.516444,1483543.834,415.003416,597641.9379,305.05325,1.155879,1,0.824723,3.012074,10.222562,30.507397,2.98432,305.05325,441.779812,1711285.969,433.335241,676615.536,304.686177,1.244716,1,0.807531,2.796218,30.507397,85.000009,2.78621,304.686177,434.052082,1622139.729,430.493122,664310.4991,306.228345,TRUE,Success,1.088876,0.946845
12.35,0.845487,7031027.757,,,Success,1.218189,1.088722,0.828551,4.148919,1.01325,3.907095,3.856003,298,476.935089,2237879.286,460.906741,797441.1184,306.908844,0.952991,0.945116,0.839184,2.668133,3.907095,10.19097,2.608324,306.908844,424.841803,1469375.466,414.400491,595059.1991,305.00536,1.154696,1,0.824923,3.014516,10.19097,30.438591,2.98682,305.00536,441.793844,1705149.351,433.357233,676710.8461,304.66873,1.242464,1,0.808011,2.80248,30.438591,84.999991,2.792507,304.66873,434.276825,1618623.654,430.71858,665285.7423,306.225495,TRUE,Success,1.088722,0.945116
12.3,0.845869,6998028.437,,,Success,1.213257,1.088571,0.829172,4.15185,1.01325,3.912463,3.861301,298,476.909527,2228493.761,460.906411,797439.6506,306.887692,0.947798,0.943414,0.839175,2.655847,3.912463,10.159447,2.596688,306.887692,424.182876,1455443.931,413.811739,592537.991,304.958238,1.1535,1,0.825125,3.016975,10.159447,30.369995,2.989335,304.958238,441.809362,1699015.813,433.380644,676812.3087,304.651307,1.240193,1,0.808492,2.808751,30.369995,85,2.798815,304.651307,434.500945,1615074.932,430.943481,666258.7306,306.222551,TRUE,Success,1.088571,0.943414
12.25,0.846245,6965149.556,,,Success,1.208325,1.088437,0.829779,4.154764,1.01325,3.917805,3.866572,298,476.886354,2219140.954,460.906079,797438.1782,306.865315,0.942624,0.941717,0.839143,2.643633,3.917805,10.127989,2.585119,306.865315,423.527129,1441633.108,413.225723,590029.2949,304.911316,1.152291,1,0.825328,3.01945,10.127989,30.301607,2.991868,304.911316,441.825588,1692882.474,433.404754,676916.8017,304.633885,1.237904,1,0.808975,2.815031,30.301607,85,2.805132,304.633885,434.72437,1611493.02,431.167755,667229.1501,306.21951,TRUE,Success,1.088437,0.941717
12.2,0.846616,6932398.729,,,Success,1.203393,1.088318,0.830371,4.157617,1.01325,3.923074,3.871773,298,476.864156,2209802.821,460.906656,797440.7392,306.842921,0.937481,0.94003,0.839088,2.631522,3.923074,10.096598,2.573645,306.842921,422.877828,1427968.082,412.645432,587545.8767,304.864742,1.151068,1,0.825532,3.02194,10.096598,30.23343,2.994417,304.864742,441.842729,1686749.992,433.429754,677025.1524,304.616469,1.235596,1,0.809461,2.821319,30.23343,84.99999,2.811457,304.616469,434.94709,1607877.834,431.391391,668196.96,306.216371,TRUE,Success,1.088318,0.94003
12.15,0.84698,6899776.903,,,Success,1.198461,1.088211,0.830947,4.16035,1.01325,3.928213,3.876845,298,476.84104,2200455.623,460.906442,797439.7906,306.820444,0.932383,0.938359,0.839008,2.619554,3.928213,10.065277,2.562304,306.820444,422.236937,1414472.895,412.072662,585095.3951,304.818606,1.14983,1,0.825737,3.024448,10.065277,30.165474,2.996984,304.818606,441.860916,1680618.829,433.455767,677137.8963,304.599064,1.233269,1,0.809948,2.827616,30.165474,85,2.817791,304.599064,435.169113,1604229.556,431.6144,669162.2041,306.213137,TRUE,Success,1.088211,0.938359
12.1,0.847338,6867283.134,,,Success,1.193529,1.088117,0.831506,4.162994,1.01325,3.933252,3.881818,298,476.818187,2191114.147,460.906497,797440.0338,306.797923,0.927323,0.936699,0.838904,2.607707,3.933252,10.034026,2.551076,306.797923,421.603392,1401132.626,411.506447,582673.685,304.772861,1.148579,1,0.825944,3.026971,10.034026,30.097735,2.999567,304.772861,441.880078,1674488.599,433.482728,677254.7527,304.581666,1.230923,1,0.810437,2.833921,30.097735,84.999995,2.824133,304.581666,435.390395,1600547.762,431.836736,670124.688,306.209803,TRUE,Success,1.088117,0.936699
12.05,0.847691,6834917.68,,,Success,1.188597,1.088036,0.832048,4.165538,1.01325,3.938179,3.88668,298,476.795348,2181775.295,460.906598,797440.4815,306.775351,0.922302,0.935053,0.838777,2.595986,3.938179,10.002846,2.539968,306.775351,420.977547,1387950.541,410.947117,580282.1162,304.727524,1.147313,1,0.826152,3.029511,10.002846,30.030221,3.002168,304.727524,441.900246,1668359.364,433.510665,677375.8413,304.564277,1.228557,1,0.810928,2.840232,30.030221,84.99999,2.830482,304.564277,435.610928,1596832.48,432.058395,671084.386,306.206371,TRUE,Success,1.088036,0.935053
12,0.848036,6802680.611,,,Success,1.183665,1.087968,0.832572,4.167972,1.01325,3.942985,3.891424,298,476.772371,2172437.183,460.906607,797440.5236,306.75272,0.917321,0.933421,0.838625,2.584397,3.942985,9.971739,2.528982,306.75272,420.359658,1374928.62,410.394909,577921.683,304.682606,1.146032,1,0.826361,3.032068,9.971739,29.962937,3.004785,304.682606,441.921439,1662231.144,433.539598,677501.2494,304.546897,1.226172,1,0.811421,2.84655,29.962937,84.99999,2.836838,304.546897,435.8307,1593083.665,432.279365,672041.2452,306.202841,TRUE,Success,1.087968,0.933421
11.95,0.848375,6770570.677,,,Success,1.178733,1.087901,0.833076,4.170137,1.01325,3.947509,3.895889,298,476.743812,2163033.118,460.901635,797418.4594,306.729842,0.912418,0.931816,0.838449,2.573047,3.947509,9.940709,2.518223,306.729842,419.754943,1362131.264,409.854602,575612.7643,304.638344,1.144736,1,0.826572,3.034641,9.940709,29.895887,3.00742,304.638344,441.943984,1656105,433.569831,677632.2937,304.529535,1.223766,1,0.811915,2.852875,29.895887,85,2.8432,304.529535,436.049708,1589301.296,432.499642,672995.2558,306.199213,TRUE,Success,1.087901,0.931816
11.9,0.848708,6738591.256,,,Success,1.173802,1.08787,0.833563,4.172481,1.01325,3.952204,3.900522,298,476.725479,2153756.889,460.905881,797437.3021,306.707264,0.907488,0.9302,0.838247,2.561632,3.952204,9.909752,2.507399,306.707264,419.148678,1349371.686,409.312735,573297.8153,304.594071,1.143424,1,0.826784,3.037231,9.909752,29.829072,3.010073,304.594071,441.966972,1649977.69,433.600519,677765.3164,304.512164,1.221341,1,0.812411,2.859205,29.829072,85,2.849569,304.512164,436.267884,1585484.991,432.719163,673946.1339,306.195485,TRUE,Success,1.08787,0.9302
11.85,0.849034,6706738.939,,,Success,1.16887,1.087841,0.834028,4.174561,1.01325,3.956623,3.904883,298,476.702077,2144421.032,460.905606,797436.0788,306.684456,0.902632,0.928611,0.838021,2.550449,3.956623,9.878873,2.496794,306.684456,418.555334,1336830.796,408.782547,571033.3738,304.550444,1.142097,1,0.826997,3.039838,9.878873,29.762498,3.012742,304.550444,441.991301,1643852.257,433.632498,677903.935,304.49481,1.218895,1,0.812909,2.865541,29.762498,85,2.855943,304.49481,436.485252,1581634.855,432.937948,674893.977,306.191657,TRUE,Success,1.087841,0.928611
11.8,0.849352,6675015.065,,,Success,1.163938,1.087826,0.834473,4.17652,1.01325,3.960909,3.909113,298,476.678775,2135088.914,460.905453,797435.4034,306.661596,0.897817,0.927036,0.83777,2.5394,3.960909,9.848073,2.486316,306.661596,417.970188,1324447.759,408.259725,568800.9748,304.507249,1.140754,1,0.827212,3.042462,9.848073,29.696171,3.01543,304.507249,442.016682,1637727.636,433.6655,678046.9931,304.477465,1.216428,1,0.813409,2.871881,29.696171,85,2.862322,304.477465,436.701782,1577750.756,433.155972,675838.6603,306.187729,TRUE,Success,1.087826,0.927036
11.75,0.849664,6643420.503,,,Success,1.159006,1.087828,0.834895,4.178398,1.01325,3.965103,3.913253,298,476.657111,2125779.029,460.906741,797441.1184,306.6387,0.893034,0.925471,0.837494,2.528458,3.965103,9.817353,2.475939,306.6387,417.391925,1312205.402,407.743069,566595.476,304.464425,1.139395,1,0.827427,3.045102,9.817353,29.630093,3.018135,304.464425,442.043037,1631603.487,433.699454,678194.1789,304.460125,1.213941,1,0.81391,2.878225,29.630093,84.999999,2.868705,304.460125,436.917452,1573832.585,433.37321,676780.0895,306.1837,TRUE,Success,1.087828,0.925471
11.7,0.849967,6611950.102,,,Success,1.154074,1.087826,0.835295,4.17993,1.01325,3.968937,3.917036,298,476.62794,2116381.409,460.901442,797417.6013,306.615563,0.888342,0.923941,0.837196,2.517798,3.968937,9.786718,2.465829,306.615563,416.829107,1300206.801,407.240421,564450.3142,304.42236,1.138019,1,0.827645,3.047759,9.786718,29.56427,3.020857,304.42236,442.070897,1625481.546,433.734853,678347.6341,304.442806,1.211432,1,0.814413,2.884572,29.56427,85,2.875092,304.442806,437.132263,1569880.346,433.589668,677718.2788,306.179572,TRUE,Success,1.087826,0.923941
11.65,0.850264,6580616.179,,,Success,1.149142,1.087865,0.835672,4.181648,1.01325,3.97295,3.920996,298,476.610228,2107123.796,460.906409,797439.642,306.592723,0.883619,0.922398,0.836867,2.507065,3.97295,9.756163,2.455647,306.592723,416.2646,1288240.429,406.736103,562298.5529,304.380281,1.136626,1,0.827863,3.050434,9.756163,29.498707,3.023597,304.380281,442.099209,1619358.16,433.77072,678503.1205,304.425477,1.208901,1,0.814917,2.890923,29.498707,85,2.881482,304.425477,437.346156,1565893.794,433.805285,678652.9712,306.175341,TRUE,Success,1.087865,0.922398
11.6,0.850553,6549406.127,,,Success,1.14421,1.087901,0.836023,4.183021,1.01325,3.976603,3.924602,298,476.585417,2097783.672,460.905027,797433.5105,306.569584,0.878985,0.920889,0.836517,2.49661,3.976603,9.725695,2.445729,306.569584,415.715304,1276512.678,406.245591,560206.2018,304.338949,1.135216,1,0.828083,3.053125,9.725695,29.433409,3.026355,304.338949,442.129016,1613236.793,433.808024,678664.8446,304.408169,1.206349,1,0.815423,2.897276,29.433409,85,2.887875,304.408169,437.559151,1561872.985,434.020084,679584.2553,306.171009,TRUE,Success,1.087901,0.920889
11.55,0.850833,6518324.767,,,Success,1.139278,1.087949,0.83635,4.184237,1.01325,3.980087,3.928041,298,476.560312,2088442.741,460.903413,797426.3471,306.546377,0.874397,0.919396,0.836142,2.486306,3.980087,9.695316,2.435955,306.546377,415.175226,1264948.112,405.763403,558149.8389,304.298093,1.133789,1,0.828304,3.055834,9.695316,29.36838,3.029131,304.298093,442.159952,1607116.124,433.846427,678831.3328,304.390869,1.203775,1,0.815929,2.90363,29.36838,85,2.894269,304.390869,437.771214,1557817.79,434.234031,680511.991,306.166576,TRUE,Success,1.087949,0.919396
11.5,0.851106,6487377.816,,,Success,1.134346,1.088024,0.83665,4.18544,1.01325,3.983549,3.931457,298,476.540231,2079163.746,460.906345,797439.3609,306.52328,0.869822,0.917908,0.83574,2.476059,3.983549,9.665023,2.426235,306.52328,414.639877,1253490.813,405.285434,556111.9327,304.257512,1.132343,1,0.828526,3.05856,9.665023,29.303626,3.031925,304.257512,442.191743,1600995.16,433.885674,679001.487,304.37357,1.201178,1,0.816437,2.909985,29.303626,85,2.900665,304.37357,437.982317,1553728.097,434.447099,681436.0536,306.16204,TRUE,Success,1.088024,0.917908
11.45,0.85137,6456557.423,,,Success,1.129414,1.088105,0.836923,4.186383,1.01325,3.986738,3.934604,298,476.516658,2069845.946,460.90617,797438.5848,306.500005,0.865315,0.916445,0.835314,2.466029,3.986738,9.634824,2.416719,306.500005,414.116888,1242232.086,404.818678,554122.2833,304.217548,1.130879,1,0.828749,3.061303,9.634824,29.239154,3.034737,304.217548,442.224863,1594875.433,433.926206,679177.2199,304.356286,1.198558,1,0.816946,2.916341,29.239154,85.000009,2.907061,304.356286,438.192462,1549603.959,434.659291,682356.4617,306.157403,TRUE,Success,1.088105,0.916445
11.4,0.851625,6425863.088,,,Success,1.124482,1.088192,0.837167,4.187075,1.01325,3.989661,3.93749,298,476.490036,2060495.053,460.903284,797425.7786,306.476568,0.860872,0.915008,0.834865,2.456206,3.989661,9.604717,2.407402,306.476568,413.605953,1231166.223,404.36286,552179.6802,304.178187,1.129397,1,0.828974,3.064063,9.604717,29.174965,3.037566,304.178187,442.259288,1588756.721,433.968003,679358.4375,304.339014,1.195916,1,0.817457,2.922696,29.174965,85,2.913457,304.339014,438.401612,1545445.09,434.870571,683273.0495,306.152662,TRUE,Success,1.088192,0.915008
11.35,0.851872,6395307.29,,,Success,1.11955,1.088309,0.837382,4.187775,1.01325,3.992585,3.940375,298,476.46992,2051222.747,460.90628,797439.0706,306.453288,0.856436,0.913572,0.834387,2.446425,3.992585,9.574705,2.398122,306.453288,413.099074,1220195.571,403.910658,550252.8958,304.139069,1.127896,1,0.829199,3.06684,9.574705,29.111068,3.040414,304.139069,442.294535,1582637.399,434.010616,679543.2021,304.321742,1.19325,1,0.817968,2.92905,29.111068,85,2.919852,304.321742,438.609746,1541251.573,435.080919,684185.7379,306.147818,TRUE,Success,1.088309,0.913572
11.3,0.852109,6364878.304,,,Success,1.114618,1.088432,0.837567,4.188204,1.01325,3.995223,3.942978,298,476.446487,2041914.197,460.906322,797439.2578,306.429834,0.852068,0.912163,0.833887,2.436862,3.995223,9.54479,2.389051,306.429834,412.604833,1209421.654,403.46994,548375.4325,304.100577,1.126375,1,0.829426,3.069635,9.54479,29.047468,3.04328,304.100577,442.331132,1576519.117,434.054536,679733.6381,304.304484,1.190561,1,0.81848,2.935401,29.047468,85,2.926245,304.304484,438.816859,1537023.336,435.290331,685094.4995,306.142871,TRUE,Success,1.088432,0.912163
11.25,0.852337,6334577.269,,,Success,1.109686,1.088564,0.83772,4.188384,1.01325,3.997599,3.945324,298,476.420802,2032582.216,460.904369,797430.5907,306.406243,0.847761,0.910779,0.833363,2.427502,3.997599,9.514975,2.380172,306.406243,412.122444,1198833.108,403.039993,546544.2219,304.062677,1.124835,1,0.829654,3.072446,9.514975,28.984171,3.046164,304.062677,442.36903,1570401.634,434.09972,679929.5611,304.287237,1.187848,1,0.818993,2.94175,28.984171,85,2.932635,304.287237,439.022928,1532760.311,435.498785,685999.2432,306.137821,TRUE,Success,1.088564,0.910779
11.2,0.852555,6304414.489,,,Success,1.104754,1.088722,0.83784,4.188492,1.01325,3.999893,3.947587,298,476.399446,2023302.729,460.90634,797439.3352,306.382732,0.843477,0.909403,0.832813,2.418231,3.999893,9.485261,2.371379,306.382732,411.646618,1188365.506,402.615973,544738.6041,304.025129,1.123275,1,0.829883,3.075276,9.485261,28.921183,3.049066,304.025129,442.407909,1564283.82,434.14587,680129.6796,304.269994,1.185111,1,0.819506,2.948095,28.921183,85.000004,2.939022,304.269994,439.227924,1528462.434,435.706254,686899.848,306.132667,TRUE,Success,1.088722,0.909403
11.15,0.852763,6274326.795,,,Success,1.099822,1.088802,0.837929,4.187448,1.01325,4.00101,3.94869,298,476.343492,2013629.979,460.877208,797310.0705,306.358022,0.839443,0.908128,0.832263,2.409723,4.00101,9.455659,2.363318,306.358022,411.209428,1178395.044,402.227305,543083.8349,303.989366,1.121695,1,0.830113,3.078119,9.455659,28.85851,3.051983,303.989366,442.449729,1558171.981,434.194809,680341.9005,304.252807,1.182349,1,0.82002,2.954436,28.85851,85,2.945405,304.252807,439.431892,1524129.791,435.91278,687796.4951,306.127409,TRUE,Success,1.088802,0.908128
11.1,0.852963,6243701.576,,,Success,1.094891,1.087849,0.838021,4.175633,1.01325,3.991203,3.939011,298,475.90124,1999566.031,460.500419,795638.494,306.320608,0.837681,0.907771,0.831991,2.407968,3.991203,9.426252,2.361757,306.320608,411.095414,1172248.461,402.135073,542691.1975,303.968066,1.120109,1,0.830341,3.080953,9.426252,28.796171,3.054891,303.968066,442.511855,1552122.618,434.262692,680636.284,304.236152,1.179563,1,0.820534,2.960769,28.796171,84.999997,2.951781,304.236152,439.635458,1519764.465,436.118963,688691.7917,306.122065,TRUE,Success,1.087849,0.907771
11.05,0.853159,6211901.247,,,Success,1.089959,1.0849,0.838166,4.143547,1.01325,3.960847,3.909052,298,474.717974,1977152.768,459.456212,791009.3294,306.258829,0.840214,0.909149,0.83228,2.418993,3.960847,9.397119,2.372502,306.258829,411.588676,1173189.305,402.600065,544670.8714,303.973722,1.118531,1,0.830567,3.083754,9.397119,28.734182,3.057765,303.973722,442.611434,1546190.734,434.365471,681082.0205,304.220492,1.176752,1,0.821049,2.967095,28.734182,85,2.958149,304.220492,439.839225,1515368.439,436.325385,689588.2609,306.116649,TRUE,Success,1.0849,0.909149
