Gc_kg_s,eta_ex_system,Power_total_W,T_water_mix_K,total_mdot_water_kg_s,warnings,Gc_norm_s1,n_s1,eta_s1,eps_s1,Pin_s1_bar,Pout_s1_bar,PR_s1,Tin_s1_K,Tout_s1_K,Power_s1_W,T_water_out_s1_K,H_water_s1_Jperkg,T_air_out_intercooler_s1_K,Gc_norm_s2,n_s2,eta_s2,eps_s2,Pin_s2_bar,Pout_s2_bar,PR_s2,Tin_s2_K,Tout_s2_K,Power_s2_W,T_water_out_s2_K,H_water_s2_Jperkg,T_air_out_intercooler_s2_K,Gc_norm_s3,n_s3,eta_s3,eps_s3,Pin_s3_bar,Pout_s3_bar,PR_s3,Tin_s3_K,Tout_s3_K,Power_s3_W,T_water_out_s3_K,H_water_s3_Jperkg,T_air_out_intercooler_s3_K,Gc_norm_s4,n_s4,eta_s4,eps_s4,Pin_s4_bar,Pout_s4_bar,PR_s4,Tin_s4_K,Tout_s4_K,Power_s4_W,T_water_out_s4_K,H_water_s4_Jperkg,T_air_out_intercooler_s4_K,Optimization_Success,Status,opt_n_stage1,opt_n_stage2
9.4,0.860961,5358434.559,,,Success,0.927205,0.978522,0.837311,3.054648,1.01325,2.923181,2.884955,298,431.075978,1262959.921,420.427886,620917.9602,304.009091,0.96491,0.991315,0.839352,3.166332,2.923181,9.076528,3.105018,304.009091,444.540489,1334579.802,433.329184,676589.2868,304.665597,0.986239,1,0.839836,3.246868,9.076528,29.2869,3.226663,304.665597,449.444395,1374349.427,441.26259,711071.6245,303.903212,0.981634,1,0.839706,3.249996,29.2869,94.999999,3.243771,303.903212,449.59825,1386545.409,446.4487,733728.4207,306.655533,TRUE,Success,0.978522,0.991315
9.35,0.86096,5330552.54,,,Success,0.922273,0.975428,0.837058,3.025467,1.01325,2.895437,2.857575,298,429.791689,1244024.213,419.268827,615938.4252,303.941785,0.968866,0.993858,0.839432,3.191306,2.895437,9.061237,3.129488,303.941785,445.543576,1337688.402,434.264926,680645.9713,304.677626,0.982668,1,0.839739,3.249308,9.061237,29.260993,3.229249,304.677626,449.585135,1368277.464,441.408094,711705.9988,303.887884,0.977252,1,0.839545,3.252812,29.260993,94.999999,3.246643,303.887884,449.726841,1380562.461,446.584855,734324.5581,306.645983,TRUE,Success,0.975428,0.993858
9.3,0.860948,5302852.114,,,Success,0.917341,0.972326,0.83679,2.996356,1.01325,2.867755,2.830254,298,428.502742,1225177.521,418.104942,610941.5396,303.874345,0.97288,0.99645,0.839504,3.216886,2.867755,9.046492,3.154555,303.874345,446.567454,1340888.091,435.219711,684788.0209,304.689819,0.979026,1,0.839614,3.251691,9.046492,29.236277,3.23178,304.689819,449.728023,1362211.765,441.555742,712349.8,303.87259,0.972823,1,0.839344,3.255501,29.236277,95,3.249388,303.87259,449.85625,1374574.737,446.721848,734924.432,306.636383,TRUE,Success,0.972326,0.99645
9.25,0.860923,5275339.748,,,Success,0.912409,0.969214,0.836506,2.967306,1.01325,2.840125,2.802985,298,427.208582,1206415.317,416.935724,605925.113,303.806756,0.976954,0.999094,0.839568,3.243108,2.840125,9.032318,3.180254,303.806756,447.613265,1344186.689,436.194569,689020.1224,304.702189,0.97531,1,0.839462,3.254011,9.032318,29.212788,3.234251,304.702189,449.873234,1356153.569,441.705699,713003.7456,303.857333,0.968347,1,0.839102,3.258058,29.212788,95,3.252,303.857333,449.986686,1368584.172,446.85988,735528.9239,306.626736,TRUE,Success,0.969214,0.999094
9.2,0.860884,5248021.62,,,Success,0.907477,0.966092,0.836207,2.938332,1.01325,2.812562,2.775783,298,425.909838,1187744.253,415.76175,600891.6085,303.739044,0.981086,1.00179,0.839625,3.269979,2.812562,9.018738,3.206592,303.739044,448.680994,1347580.495,437.189471,693342.3767,304.714709,0.971519,1,0.839278,3.256263,9.018738,29.19056,3.236657,304.714709,450.020897,1350104.069,441.858091,713668.3882,303.842117,0.963822,1,0.838816,3.260478,29.19056,94.999992,3.254477,303.842117,450.118371,1362592.804,446.999164,736138.9736,306.617045,TRUE,Success,0.966092,1.00179
9.15,0.860832,5220907.096,,,Success,0.902545,0.962956,0.835892,2.909376,1.01325,2.785007,2.748589,298,424.603503,1169137.015,414.58026,595829.1864,303.671101,0.985298,1.004548,0.839674,3.297597,2.785007,9.005779,3.233664,303.671101,449.774359,1351101.981,438.207799,697769.7271,304.727472,0.96765,1,0.839061,3.258442,9.005779,29.169639,3.238991,304.727472,450.171341,1344065.166,442.013226,714345.076,303.82695,0.959247,1,0.838484,3.262755,29.169639,95,3.256811,303.82695,450.251564,1356602.934,447.139951,736755.6779,306.607314,TRUE,Success,0.962956,1.004548
9.1,0.860764,5194001.986,,,Success,0.897613,0.959811,0.835562,2.880493,1.01325,2.757518,2.721459,298,423.29215,1150618.55,413.393617,590747.9588,303.603029,0.989572,1.007363,0.839715,3.325923,2.757518,8.993466,3.261435,303.603029,450.891444,1354728.536,439.247781,702294.7478,304.740386,0.9637,1,0.838808,3.26054,8.993466,29.150058,3.241248,304.740386,450.324639,1338038.058,442.171177,715034.1357,303.811833,0.954622,1,0.838102,3.264886,29.150058,95,3.258999,303.811833,450.386519,1350616.841,447.282486,737380.1147,306.597546,TRUE,Success,0.959811,1.007363
9.05,0.860679,5167315.541,,,Success,0.892681,0.956654,0.835215,2.851662,1.01325,2.730071,2.69437,298,421.974481,1132177.663,412.200629,585642.8153,303.534784,0.993917,1.01024,0.839747,3.355018,2.730071,8.981828,3.289962,303.534784,452.034308,1358476.059,440.311278,706925.8212,304.753484,0.959667,1,0.838516,3.262553,8.981828,29.131862,3.243422,304.753484,450.481079,1332024.723,442.332216,715736.7533,303.796775,0.949947,1,0.837668,3.266864,29.131862,95,3.261034,303.796775,450.523533,1344637.096,447.427055,738013.5375,306.587744,TRUE,Success,0.956654,1.01024
9,0.860578,5140856.942,,,Success,0.887749,0.953484,0.834852,2.822879,1.01325,2.702662,2.66732,298,420.650198,1113812.555,411.001021,580512.5711,303.466359,0.998337,1.013183,0.83977,3.384917,2.702662,8.970896,3.319282,303.466359,453.204042,1362350.781,441.399263,711667.4986,304.766768,0.955549,1,0.838182,3.264473,8.970896,29.115095,3.245506,304.766768,450.640924,1326027.184,442.496591,716454.0236,303.78178,0.945219,1,0.837179,3.268684,29.115095,95,3.262912,303.78178,450.662922,1338666.421,447.573962,738657.2898,306.577913,TRUE,Success,0.953484,1.013183
8.95,0.860459,5114636.085,,,Success,0.882817,0.950302,0.834473,2.794141,1.01325,2.67529,2.640306,298,419.318995,1095521.439,409.794513,575356.0198,303.397746,1.002835,1.016194,0.839785,3.41566,2.67529,8.960702,3.349432,303.397746,454.401791,1366359.213,442.512756,716524.5631,304.780236,0.951342,1,0.837803,3.266292,8.960702,29.099801,3.247491,304.780236,450.804467,1320047.695,442.664581,717187.161,303.766855,0.940439,1,0.836631,3.27034,29.099801,95,3.264627,303.766855,450.805032,1332707.738,447.723542,739312.834,306.568056,TRUE,Success,0.950302,1.016194
8.9,0.86032,5088660.382,,,Success,0.877885,0.947112,0.834076,2.765512,1.01325,2.648019,2.613391,298,417.983867,1077332.423,408.583856,570184.9137,303.329065,1.007389,1.019268,0.83979,3.4472,2.648019,8.951278,3.380368,303.329065,455.62529,1370475.484,443.64966,721488.2289,304.793782,0.947045,1,0.837374,3.268002,8.951278,29.086028,3.249371,304.793782,450.971884,1314088.331,442.836354,717936.9112,303.752005,0.935605,1,0.836021,3.271828,29.086028,94.999992,3.266173,303.752005,450.950231,1326764.144,447.876148,739981.7311,306.558177,TRUE,Success,0.947112,1.019268
8.85,0.860161,5062951.034,,,Success,0.872953,0.943897,0.833664,2.736796,1.01325,2.620649,2.58638,298,416.634721,1059155.355,407.359769,564959.6133,303.259937,1.012076,1.022435,0.839785,3.479839,2.620649,8.942664,3.412385,303.259937,456.886059,1374803.395,444.820454,726604.6556,304.807713,0.942653,1,0.836891,3.269596,8.942664,29.07383,3.251138,304.807713,451.143978,1308153.157,443.012661,718706.5637,303.737247,0.930716,1,0.835345,3.273139,29.07383,95,3.267543,303.737247,451.098949,1320839.128,448.032198,740665.8099,306.548284,TRUE,Success,0.943897,1.022435
8.8,0.85998,5037511.38,,,Success,0.868021,0.940672,0.833235,2.708175,1.01325,2.593366,2.559453,298,415.280496,1041072.257,406.130472,559715.2134,303.190706,1.016829,1.025673,0.83977,3.513379,2.593366,8.934895,3.445289,303.190706,458.175716,1379258.849,446.017455,731840.7312,304.82173,0.938164,1,0.836351,3.271064,8.934895,29.063253,3.252781,304.82173,451.320736,1302244.076,443.193497,719496.096,303.722581,0.925773,1,0.8346,3.274269,29.063253,95,3.268732,303.722581,451.251611,1314936.198,448.192099,741366.8696,306.538378,TRUE,Success,0.940672,1.025673
8.75,0.859776,5012359.201,,,Success,0.863089,0.93743,0.832789,2.679562,1.01325,2.566081,2.532525,298,413.916611,1023043.179,404.891747,554433.7263,303.121203,1.021685,1.029,0.839745,3.547982,2.566081,8.928012,3.47924,303.121203,459.500141,1383891.673,447.245986,737220.2011,304.835962,0.933574,1,0.835747,3.272396,8.928012,29.054351,3.254291,304.835962,451.502795,1296365.078,443.379459,720308.1308,303.708019,0.920773,1,0.833781,3.275211,29.054351,94.999992,3.269734,303.708019,451.408708,1309059.27,448.356326,742086.993,306.528464,TRUE,Success,0.93743,1.029
8.7,0.859546,4987506.817,,,Success,0.858157,0.934175,0.832325,2.651004,1.01325,2.538843,2.505643,298,412.545236,1005088.742,403.645591,549123.6601,303.051517,1.026627,1.032411,0.839709,3.583632,2.538843,8.922062,3.514224,303.051517,460.858183,1388685.643,448.50495,742738.7914,304.850323,0.92888,1,0.835076,3.273582,8.922062,29.047188,3.255659,304.850323,451.690561,1290519.815,443.570931,721144.3528,303.693571,0.915715,1,0.832884,3.275957,29.047188,94.999998,3.27054,303.693571,451.570774,1303212.616,448.525394,742828.4548,306.518551,TRUE,Success,0.934175,1.032411
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.65,0.85929,4962972.575,,,Success,0.853225,0.930901,0.831845,2.622452,1.01325,2.511601,2.478757,298,411.163532,987185.1362,402.389386,543773.8692,302.981543,1.03168,1.035919,0.839661,3.620454,2.511601,8.917087,3.55036,302.981543,462.254049,1393673.904,449.798132,748413.6527,304.864879,0.924079,1,0.83433,3.274611,8.917087,29.041814,3.256872,304.864879,451.884697,1284712.847,443.768535,722007.4933,303.67925,0.910599,1,0.831903,3.276502,29.041814,94.999992,3.271145,303.67925,451.738382,1297400.689,448.699854,743593.6761,306.508642,TRUE,Success,0.930901,1.035919
8.6,0.859006,4938777.219,,,Success,0.848294,0.927604,0.831348,2.593864,1.01325,2.484312,2.451825,298,409.768984,969312.0014,401.120816,538374.5003,302.911192,1.036863,1.039535,0.839601,3.65857,2.484312,8.913141,3.587771,302.911192,463.691807,1398887.437,451.129179,754261.4445,304.879681,0.919167,1,0.833504,3.27547,8.913141,29.038298,3.25792,304.879681,452.085932,1278949.33,443.972958,722900.5654,303.665069,0.905424,1,0.830835,3.276837,29.038298,94.999994,3.271541,303.665069,451.91217,1291628.45,448.880324,744385.3797,306.498744,TRUE,Success,0.927604,1.039535
8.55,0.858692,4914931.807,,,Success,0.843362,0.924296,0.830833,2.56535,1.01325,2.457089,2.424958,298,408.367188,951519.809,399.845029,532947.4827,302.840682,1.042134,1.043248,0.839528,3.697875,2.457089,8.910274,3.626354,302.840682,465.166745,1404276.821,452.493737,760263.7235,304.894536,0.914139,1,0.83259,3.276147,8.910274,29.036702,3.258789,304.894536,452.29473,1273234.033,444.184636,723825.4912,303.651038,0.900189,1,0.829673,3.276956,29.036702,94.999997,3.271721,303.651038,452.092818,1285901.144,449.067458,745206.4531,306.488863,TRUE,Success,0.924296,1.043248
8.5,0.858345,4891480.092,,,Success,0.83843,0.920943,0.830304,2.536608,1.01325,2.429625,2.397853,298,406.941497,933666.1492,398.54668,527427.5822,302.769382,1.047627,1.04711,0.839441,3.73891,2.429625,8.908545,3.666634,302.769382,466.698685,1410014.573,453.909763,766500.3177,304.909899,0.908993,1,0.83158,3.276629,8.908545,29.037092,3.259465,304.909899,452.512558,1267574.847,444.404943,724788.2864,303.637185,0.894892,1,0.828412,3.276851,29.037092,94.999995,3.271677,303.637185,452.281098,1280224.523,449.262,746060.1687,306.479005,TRUE,Success,0.920943,1.04711
8.45,0.857963,4868392.857,,,Success,0.833498,0.917614,0.829752,2.508292,1.01325,2.402583,2.371165,298,405.527107,916056.257,397.258212,521952.7035,302.698644,1.053064,1.051027,0.839341,3.78071,2.402583,8.908013,3.707682,302.698644,468.250257,1415757.035,455.343201,772821.9868,304.92472,0.903722,1,0.830466,3.2769,8.908013,29.039542,3.259935,304.92472,452.73888,1261974.864,444.633386,725786.8258,303.623498,0.889533,1,0.827045,3.276513,29.039542,94.999999,3.271401,303.623498,452.477796,1274604.701,449.46471,746949.8825,306.469178,TRUE,Success,0.917614,1.051027
8.4,0.857543,4845747.418,,,Success,0.828566,0.914241,0.829185,2.479742,1.01325,2.375294,2.344233,298,404.087779,898379.7098,395.946212,516380.8583,302.627088,1.058734,1.055107,0.839225,3.824404,2.375294,8.908744,3.750586,302.627088,469.863324,1421873.539,456.832019,779396.9965,304.940005,0.898323,1,0.829239,3.276945,8.908744,29.044124,3.260182,304.940005,452.976171,1256445.695,444.872276,726831.234,303.610023,0.88411,1,0.825567,3.275935,29.044124,95,3.270885,303.610023,452.683852,1269048.474,449.676493,747879.5894,306.459389,TRUE,Success,0.914241,1.055107
8.35,0.857084,4823553.874,,,Success,0.823634,0.910844,0.828602,2.451173,1.01325,2.347977,2.317273,298,402.634884,880736.5866,394.621157,510756.6011,302.555155,1.06455,1.059327,0.839093,3.869732,2.347977,8.910809,3.795101,302.555155,471.527153,1428259.325,458.366354,786182.9455,304.955385,0.892791,1,0.827887,3.276746,8.910809,29.050917,3.260189,304.955385,453.225114,1250994.86,445.122257,727924.3498,303.596772,0.878623,1,0.823969,3.275107,29.050917,95,3.270121,303.596772,452.900245,1263563.103,449.898292,748853.4518,306.449645,TRUE,Success,0.910844,1.059327
8.3,0.856581,4801840.027,,,Success,0.818702,0.907426,0.828,2.422608,1.01325,2.320653,2.290307,298,401.169244,863135.8579,393.283801,505083.1484,302.482882,1.070507,1.06369,0.838944,3.91675,2.320653,8.914282,3.841282,302.482882,473.242795,1434915.482,459.947044,793184.6705,304.970786,0.887122,1,0.8264,3.276285,8.914282,29.060002,3.259937,304.970786,453.486978,1245632.18,445.384519,729071.4078,303.583766,0.87307,1,0.822245,3.274022,29.060002,95,3.269098,303.583766,453.12806,1258156.508,450.131154,749876.0911,306.439955,TRUE,Success,0.907426,1.06369
8.25,0.85603,4779473.929,,,Success,0.81377,0.905185,0.827163,2.405529,1.01325,2.304957,2.274816,298,400.344212,851041.1431,392.537338,501917.7261,302.435293,1.071219,1.06633,0.838874,3.945165,2.304957,8.919254,3.869596,302.435293,474.261756,1435290.26,460.895583,797391.6063,304.968692,0.881283,1,0.824757,3.275539,8.919254,29.071468,3.259406,304.968692,453.738868,1240306.865,445.637745,730179.1859,303.57058,0.867449,1,0.820387,3.27267,29.071468,95,3.267809,303.57058,453.367862,1252835.661,450.375623,750949.9366,306.430317,TRUE,Success,0.905185,1.06633
8.2,0.855407,4756038.477,,,Success,0.808838,0.904683,0.825948,2.405109,1.01325,2.306133,2.275976,298,400.470756,846937.2866,392.669291,502477.2136,302.424115,1.064165,1.066376,0.838886,3.945052,2.306133,8.925829,3.870475,302.424115,474.237943,1426482.845,460.898942,797406.5094,304.941955,0.875259,1,0.822938,3.27448,8.925829,29.085405,3.258566,304.941955,453.972716,1235008.92,445.874429,731214.8096,303.557076,0.86176,1,0.818384,3.27104,29.085405,95,3.266243,303.557076,453.620738,1247609.425,450.632748,752079.622,306.420737,TRUE,Success,0.904683,1.066376
8.15,0.8547,4733238.997,,,Success,0.803906,0.904265,0.824635,2.405421,1.01325,2.30804,2.277859,298,400.649777,843254.1613,392.849776,503242.5249,302.414825,1.056786,1.066432,0.838818,3.944404,2.30804,8.934095,3.870858,302.414825,474.213019,1417652.41,460.901507,797417.8936,304.915214,0.869079,1,0.820937,3.273088,8.934095,29.101907,3.257398,304.915214,454.225041,1229841.942,446.128591,732327.1417,303.543929,0.856001,1,0.816229,3.269124,29.101907,95,3.264391,303.543929,453.889036,1242490.484,450.904791,753275.1326,306.411237,TRUE,Success,0.904265,1.066432
8.1,0.8539,4711139.974,,,Success,0.798974,0.903944,0.823216,2.406572,1.01325,2.310787,2.280569,298,400.888483,840043.0019,393.085468,504242.0134,302.407665,1.049042,1.066495,0.838654,3.943082,2.310787,8.944156,3.87061,302.407665,474.185331,1408783.774,460.90179,797419.1486,304.888436,0.862737,1,0.818737,3.271339,8.944156,29.121074,3.255877,304.888436,454.498183,1224823.111,446.40242,733525.808,303.531178,0.850172,1,0.813911,3.266912,29.121074,95,3.262242,303.531178,454.174358,1237490.087,451.193293,754543.2938,306.401826,TRUE,Success,0.903944,1.066495
8.05,0.852998,4689824.787,,,Success,0.794042,0.903722,0.821682,2.408555,1.01325,2.314368,2.284104,298,401.187925,837303.3702,393.377358,505479.9458,302.402641,1.040944,1.06658,0.838374,3.94115,2.314368,8.956123,3.869792,302.402641,474.160978,1399928.1,460.90533,797434.8572,304.861766,0.856229,1,0.816317,3.269205,8.956123,29.143009,3.253976,304.861766,454.795087,1219972.738,446.698668,734822.9227,303.518869,0.844271,1,0.81142,3.264391,29.143009,95,3.259787,303.518869,454.478478,1232620.578,451.499963,755891.6768,306.392511,TRUE,Success,0.903722,1.06658
8,0.851981,4669375.417,,,Success,0.78911,0.903623,0.820019,2.411591,1.01325,2.319005,2.28868,298,401.562287,835141.1195,393.738569,507012.0691,302.400247,1.032406,1.06667,0.837956,3.938281,2.319005,8.970119,3.868089,302.400247,474.133181,1391025.73,460.905993,797437.7963,304.835057,0.849546,1,0.813654,3.266658,8.970119,29.167824,3.251665,304.835057,455.118713,1215313.087,447.020099,736230.672,303.507044,0.838297,1,0.808745,3.261553,29.167824,95,3.257014,303.507044,454.803347,1227895.481,451.826681,757328.6174,306.383302,TRUE,Success,0.903623,1.06667
7.95,0.850836,4649900.2,,,Success,0.784178,0.903659,0.818215,2.415764,1.01325,2.324786,2.294385,298,402.018385,833599.897,394.17542,508865.3209,302.400689,1.023403,1.066772,0.83737,3.934394,2.324786,8.986276,3.865421,302.400689,474.104867,1382099.948,460.906442,797439.7887,304.808382,0.842681,1,0.810724,3.263665,8.986276,29.195634,3.248914,304.808382,455.472831,1210870.666,447.370232,737764.563,303.49576,0.832248,1,0.805872,3.258386,29.195634,95,3.253911,303.49576,455.151138,1223329.689,452.175538,758863.394,306.374206,TRUE,Success,0.903659,1.066772
7.9,0.849548,4631524.156,,,Success,0.779246,0.90385,0.816252,2.421239,1.01325,2.331876,2.301382,298,402.56789,832760.8699,394.698715,511085.7165,302.404344,1.013881,1.066885,0.83658,3.929281,2.331876,9.004738,3.861586,302.404344,474.075952,1373147.794,460.906615,797440.5598,304.781748,0.835628,1,0.807498,3.260192,9.004738,29.226561,3.245687,304.781748,455.861707,1206675.88,447.753049,739442.1612,303.485076,0.826124,1,0.802789,3.254877,29.226561,95,3.250468,303.485076,455.52426,1218939.612,452.54885,760506.3038,306.36523,TRUE,Success,0.90385,1.066885
7.85,0.848098,4614397.9,,,Success,0.774314,0.904221,0.81411,2.428232,1.01325,2.340493,2.309887,298,403.225969,832730.7331,395.322491,513733.0698,302.411704,1.003767,1.067003,0.835539,3.922659,2.340493,9.025662,3.856307,302.411704,474.045643,1364159.82,460.905808,797436.975,304.755145,0.828378,1,0.803945,3.256203,9.025662,29.260734,3.241949,304.755145,456.290295,1202763.984,448.173167,741283.8595,303.47506,0.819923,1,0.799482,3.251015,29.260734,95,3.246672,303.47506,455.925391,1214743.363,452.949194,762268.8001,306.356383,TRUE,Success,0.904221,1.067003
7.8,0.846461,4598703.828,,,Success,0.769383,0.904796,0.811766,2.436916,1.01325,2.350815,2.320074,298,404.005885,833598.1212,396.059024,516859.8323,302.423173,0.993013,1.067134,0.83419,3.914335,2.350815,9.049221,3.849397,302.423173,474.018549,1355170.828,460.906741,797441.1184,304.72785,0.820922,1,0.800028,3.251658,9.049221,29.298289,3.237659,304.72785,456.763428,1199173.926,448.63509,743309.5918,303.465771,0.813644,1,0.795935,3.246787,29.298289,95,3.24251,303.465771,456.357494,1210760.953,453.379419,764163.5697,306.347667,TRUE,Success,0.904796,1.067134
7.75,0.844614,4584678.727,,,Success,0.764451,0.90563,0.809183,2.447761,1.01325,2.363317,2.332413,298,404.939322,835593.8421,396.937609,520590.8783,302.4398,0.981455,1.067248,0.832451,3.903629,2.363317,9.075598,3.840194,302.4398,473.986596,1346109.037,460.90653,797440.1793,304.702199,0.813255,1,0.795708,3.246514,9.075598,29.339369,3.232775,304.702199,457.291116,1195961.057,449.148138,745560.4853,303.457349,0.807285,1,0.792131,3.24218,29.339369,94.999999,3.23797,303.457349,456.823974,1207014.79,453.842796,766205.1913,306.339088,TRUE,Success,0.90563,1.067248
7.7,0.842517,4572610.928,,,Success,0.759519,0.906771,0.806318,2.461154,1.01325,2.378391,2.347289,298,406.05411,838912.3768,397.983977,525036.2125,302.462454,0.968979,1.067336,0.830214,3.890053,2.378391,9.105004,3.82822,302.462454,473.952889,1336994.354,460.903584,797427.1078,304.675768,0.805364,1,0.790938,3.240723,9.105004,29.384126,3.22725,304.675768,457.878143,1193174.725,449.71676,748056.3791,303.449835,0.800846,1,0.788053,3.237181,29.384126,95,3.233038,303.449835,457.328491,1203529.472,454.34284,768409.3537,306.330645,TRUE,Success,0.906771,1.067336
7.65,0.840129,4562880.813,,,Success,0.754587,0.90828,0.803121,2.477555,1.01325,2.396502,2.365164,298,407.383958,843788.4439,399.229278,530329.2452,302.492165,0.955459,1.067394,0.827342,3.873036,2.396502,9.137665,3.812918,302.492165,473.924288,1327874.677,460.905628,797436.1783,304.649554,0.79724,1,0.785667,3.234236,9.137665,29.432718,3.221033,304.649554,458.535447,1190885.055,450.351126,750842.3195,303.443361,0.794323,1,0.783681,3.231776,29.432718,94.999998,3.2277,303.443361,457.875256,1200332.637,454.883595,770794.1258,306.322336,TRUE,Success,0.90828,1.067394
7.6,0.837389,4556014.589,,,Success,0.749655,0.910274,0.799503,2.497931,1.01325,2.418632,2.387004,298,408.995805,850706.476,400.735338,536734.4122,302.53107,0.940589,1.067354,0.82362,3.851244,2.418632,9.173829,3.792982,302.53107,473.8939,1318681.452,460.906426,797439.7201,304.62342,0.788873,1,0.779834,3.226996,9.173829,29.485315,3.214069,304.62342,459.274288,1189171.527,451.061692,753964.78,303.438046,0.787717,1,0.778994,3.225951,29.485315,94.999996,3.221943,303.438046,458.468973,1197455.134,455.469569,773379.6975,306.314152,TRUE,Success,0.910274,1.067354
7.55,0.834212,4552747.712,,,Success,0.744723,0.912904,0.795346,2.523473,1.01325,2.445987,2.414001,298,410.973963,860271.1908,402.579984,544585.3692,302.581779,0.924029,1.067136,0.818743,3.823124,2.445987,9.213775,3.766895,302.581779,473.864159,1309417.173,460.906741,797441.1184,304.596603,0.780251,1,0.773371,3.218943,9.213775,29.542094,3.206296,304.596603,460.107422,1188127.833,451.860289,757476.4517,303.434015,0.781025,1,0.773971,3.219691,29.542094,94.999991,3.21575,303.434015,459.114925,1194931.516,456.105829,776188.7796,306.306079,TRUE,Success,0.912904,1.067136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
